"gene_id","transcript_1","transcript_2","num_junction_T1_only","num_junction_T2_only","num_junction_shared","prop_junction_diff","prop_junction_similar","junction_T1_all","junction_T2_all","junction_T1_only","junction_T2_only","junction_shared","num_ER_T1_only","num_ER_T2_only","num_ER_shared","prop_ER_diff","prop_ER_similar","ER_T1_only","ER_T2_only","ER_shared","num_fragment_T1_only","num_fragment_T2_only","num_fragment_shared","prop_fragment_diff","prop_fragment_similar","fragment_T1_only","fragment_T2_only","fragment_shared","num_fragment_singletons_T1_only","num_fragment_singletons_T2_only","num_fragment_singletons_shared","num_IR_fragment_T1","num_IR_fragment_T2","IR_fragment_T1","IR_fragment_T2","num_nt_shared","num_nt_T1_only","num_nt_T2_only","num_nt_diff","total_nt","prop_nt_diff","prop_nt_similar","num_nt_T1_only_in_shared_ER","num_nt_T2_only_in_shared_ER","num_nt_shared_in_shared_ER","total_nt_in_shared_ER","prop_nt_diff_in_shared_ER","prop_nt_similar_in_shared_ER","num_nt_T1_only_in_unique_ER","num_nt_T2_only_in_unique_ER","flag_FSM","flag_T1_ISM_of_T2","flag_T2_ISM_of_T1","flag_IR","flag_5_variation","flag_3_variation","flag_alt_donor_acceptor","flag_alt_exon","flag_no_shared_nt","num_transcript_in_gene_mel_isoseq3cluster","num_transcript_in_gene_mel_FLAIR","flag_mel_isoseq3cluster_greater","flag_mel_FLAIR_greater","flag_match","transcript_in_gene","min_match_mel_isoseq3cluster","flag_min_match_mel_isoseq3cluster","min_match_mel_FLAIR","flag_min_match_mel_FLAIR","flag_recip_min_match","num_recip_min_match_in_gene","flag_mel_isoseq3cluster_tie","flag_mel_FLAIR_tie","mel_isoseq3cluster_distance_ties","mel_FLAIR_distance_ties","flag_identical_recip_min_match","flag_FSM_recip_min_match","flag_ERM_recip_min_match","flag_ERM_noIR_recip_min_match","flag_ERM_withIR_recip_min_match","num_identical_recip_min_match_in_gene","num_FSM_recip_min_match_in_gene","num_ERM_recip_min_match_in_gene","num_ERM_noIR_recip_min_match_in_gene","num_ERM_withIR_recip_min_match_in_gene","prop_identical_recip_min_match_in_gene","prop_FSM_recip_min_match_in_gene","prop_ERM_recip_min_match_in_gene","prop_ERM_noIR_recip_min_match_in_gene","prop_ERM_withIR_recip_min_match_in_gene","flag_no_shared_nt_recip_min_match","flag_alt_exon_recip_min_match","flag_alt_donor_acceptor_recip_min_match","flag_IR_recip_min_match","flag_5_variation_recip_min_match","flag_3_variation_recip_min_match","recip_min_pair_in_gene","flag_min_match_mel_isoseq3cluster_w_ties","flag_min_match_mel_FLAIR_w_ties","flag_recip_min_match_w_ties","num_recip_min_match_in_gene_w_ties","flag_identical_recip_min_match_w_ties","flag_FSM_recip_min_match_w_ties","flag_ERM_recip_min_match_w_ties","flag_ERM_noIR_recip_min_match_w_ties","flag_ERM_withIR_recip_min_match_w_ties","num_identical_recip_min_match_in_gene_w_ties","num_FSM_recip_min_match_in_gene_w_ties","num_ERM_recip_min_match_in_gene_w_ties","num_ERM_noIR_recip_min_match_in_gene_w_ties","prop_identical_recip_min_match_in_gene_w_ties","prop_FSM_recip_min_match_in_gene_w_ties","prop_ERM_recip_min_match_in_gene_w_ties","prop_ERM_noIR_recip_min_match_in_gene_w_ties","num_ERM_withIR_recip_min_match_in_gene_w_ties","prop_ERM_withIR_recip_min_match_in_gene_w_ties","recip_min_pair_in_gene_w_ties"
"FBgn0266579","T2_isoseq","mel_flair_FBgn0266579_6_mel_FLAIR",2,1,5,0.375,0.625,"3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27644414:-","3R:27641484:27644414:-","3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27642316:27642938:-|3R:27643814:27643973:-","3R:27640678:27641494:-","3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27642316:27642938:-|3R:27643814:27643973:-","3R:27640678:27641494:-","3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,6,0,0,,,1246,781,816,1597,2843,0.561730566303201,0.438269433696799,0,0,1246,1246,0,1,781,816,0,0,0,0,0,1,0,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_2_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_6_mel_FLAIR","T2_isoseq",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster","mel_flair_FBgn0266579_2_mel_FLAIR",1,2,5,0.375,0.625,"3R:27641484:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27644414:-","3R:27642928:27643824:-|3R:27643963:27644414:-","3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",1,2,6,0.333333333333333,0.666666666666667,"3R:27640641:27641494:-","3R:27642316:27642938:-|3R:27643814:27643973:-","3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,2,6,0.333333333333333,0.666666666666667,"3R:27640641:27641494:-","3R:27642316:27642938:-|3R:27643814:27643973:-","3R:27644404:27644422:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,2,6,0,0,,,1246,853,781,1634,2880,0.567361111111111,0.432638888888889,0,0,1246,1246,0,1,853,781,0,0,0,0,0,1,0,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_6_mel_FLAIR",0,"T2_isoseq",0,0,6,0,0,"mel_flair_FBgn0266579_2_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_1_mel_isoseq3cluster","mel_flair_FBgn0051363_10_mel_FLAIR",0,1,1,0.5,0.5,"3R:11591297:11592376:-","3R:11591297:11592376:-|3R:11592614:11619713:-",,"3R:11592614:11619713:-","3R:11591297:11592376:-",0,1,2,0.333333333333333,0.666666666666667,,"3R:11619703:11619903:-","3R:11591100:11591307:-|3R:11592366:11592625:-",1,1,2,0.5,0.5,"3R:11592624:11592625:-","3R:11619703:11619903:-","3R:11591100:11591307:-|3R:11592366:11592624:-",0,1,1,0,0,,,465,1,200,201,666,0.301801801801802,0.698198198198198,1,0,465,466,0.002145922746781,0.997854077253219,0,200,0,1,0,0,1,0,1,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_10_mel_FLAIR",1,"mel_isoseq3cluster_FBgn0051363_15_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_10_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_1_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",1,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_6_mel_isoseq3cluster","mel_flair_FBgn0051363_13_mel_FLAIR",2,1,3,0.5,0.5,"3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11604151:-","3R:11591297:11592004:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11619713:-","3R:11592002:11592376:-|3R:11593756:11604151:-","3R:11593756:11619713:-","3R:11591297:11592004:-|3R:11592614:11593331:-|3R:11593344:11593642:-",1,1,4,0.333333333333333,0.666666666666667,"3R:11604141:11604330:-","3R:11619703:11619903:-","3R:11590385:11591307:-|3R:11591994:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-",1,2,5,0.375,0.625,"3R:11604141:11604330:-","3R:11592012:11592366:-|3R:11619703:11619903:-","3R:11590385:11591307:-|3R:11591994:11592012:-|3R:11592366:11592624:-|3R:11593321:11593354:-|3R:11593632:11593766:-",1,1,3,0,1,,"3R:11592012:11592366:-",1365,189,554,743,2108,0.352466793168881,0.64753320683112,0,354,1365,1719,0.205933682373473,0.794066317626527,189,200,0,0,0,1,1,0,0,0,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_7_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0051363_13_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_13_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_6_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0263994","mel_isoseq3cluster_FBgn0263994_5_mel_isoseq3cluster","mel_flair_FBgn0263994_3_mel_FLAIR",1,0,1,0.5,0.5,"X:15181488:15184008:+|X:15184073:15186295:+","X:15184073:15186295:+","X:15181488:15184008:+",,"X:15184073:15186295:+",1,0,2,0.333333333333333,0.666666666666667,"X:15181409:15181498:+",,"X:15182940:15184083:+|X:15186285:15189922:+",1,2,2,0.6,0.4,"X:15181409:15181498:+","X:15182940:15183998:+|X:15188175:15189922:+","X:15183998:15184083:+|X:15186285:15188175:+",1,0,0,0,0,,,1975,89,2805,2894,4869,0.594372561100842,0.405627438899158,0,2805,1975,4780,0.586820083682008,0.413179916317992,89,0,0,0,1,0,1,1,1,1,0,6,5,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0263994_4_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0263994_5_mel_isoseq3cluster",1,0,3,0,0,"mel_flair_FBgn0263994_3_mel_FLAIR","mel_isoseq3cluster_FBgn0263994_5_mel_isoseq3cluster",0,0,0,0,0,1,3,3,3,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,1,0,3,0,0,0,0,0,1,3,3,3,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0263994","mel_isoseq3cluster_FBgn0263994_1_mel_isoseq3cluster","mel_flair_FBgn0263994_1_mel_FLAIR",0,1,1,0.5,0.5,"X:15175541:15175820:+","X:15175541:15175820:+|X:15175989:15177702:+",,"X:15175989:15177702:+","X:15175541:15175820:+",0,1,2,0.333333333333333,0.666666666666667,,"X:15177692:15177832:+","X:15175439:15175551:+|X:15175810:15177385:+",1,1,2,0.5,0.5,"X:15175999:15177385:+","X:15177692:15177832:+","X:15175439:15175551:+|X:15175810:15175999:+",0,1,1,0,0,,,301,1386,140,1526,1827,0.835249042145594,0.164750957854406,1386,0,301,1687,0.821576763485477,0.178423236514523,0,140,0,1,0,0,0,1,1,1,0,6,5,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0263994_1_mel_FLAIR",1,"T3_isoseq",0,0,3,0,0,"mel_flair_FBgn0263994_1_mel_FLAIR","mel_isoseq3cluster_FBgn0263994_1_mel_isoseq3cluster",0,0,0,0,0,1,3,3,3,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",1,0,0,3,0,0,0,0,0,1,3,3,3,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_6_mel_isoseq3cluster","mel_flair_FBgn0266579_6_mel_FLAIR",3,2,4,0.555555555555556,0.444444444444444,"3R:27641484:27643824:-|3R:27643963:27644711:-|3R:27644817:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27644711:-|3R:27644817:27645234:-","3R:27641484:27644414:-|3R:27644412:27645234:-","3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27643814:27643973:-|3R:27644701:27644827:-","3R:27644404:27644422:-","3R:27640678:27641494:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656821:-",3,1,6,0.4,0.6,"3R:27643814:27643973:-|3R:27644701:27644827:-|3R:27656810:27656821:-","3R:27644404:27644422:-","3R:27640678:27641494:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,5,0,0,,,2044,296,18,314,2358,0.133163698049194,0.866836301950806,11,0,2044,2055,0.005352798053528,0.994647201946472,285,18,0,0,0,0,1,0,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_8_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_9_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_6_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_6_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","T2_isoseq","mel_flair_FBgn0266579_5_mel_FLAIR",3,2,4,0.555555555555556,0.444444444444444,"3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27641484:27643824:-|3R:27643963:27645234:-","3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27642316:27642938:-|3R:27644404:27644422:-","3R:27640678:27641494:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27642316:27642938:-|3R:27644404:27644422:-","3R:27640678:27641494:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,6,0,0,,,1387,640,816,1456,2843,0.512135068589518,0.487864931410482,0,0,1387,1387,0,1,640,816,0,0,0,0,0,1,0,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_2_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_8_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_5_mel_FLAIR","T2_isoseq",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_8_mel_isoseq3cluster","mel_flair_FBgn0266579_2_mel_FLAIR",2,3,4,0.555555555555556,0.444444444444444,"3R:27641484:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27645234:-","3R:27642928:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",1,2,6,0.333333333333333,0.666666666666667,"3R:27640641:27641494:-","3R:27642316:27642938:-|3R:27644404:27644422:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,2,6,0.333333333333333,0.666666666666667,"3R:27640641:27641494:-","3R:27642316:27642938:-|3R:27644404:27644422:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",1,2,6,0,0,,,1387,853,640,1493,2880,0.518402777777778,0.481597222222222,0,0,1387,1387,0,1,853,640,0,0,0,0,0,1,0,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_5_mel_FLAIR",0,"T2_isoseq",0,0,6,0,0,"mel_flair_FBgn0266579_2_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_8_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster","mel_flair_FBgn0266579_3_mel_FLAIR",3,2,4,0.555555555555556,0.444444444444444,"3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27644414:-|3R:27644412:27645234:-","3R:27642928:27643824:-|3R:27643963:27645234:-","3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27640641:27641494:-|3R:27644404:27644422:-","3R:27642316:27642938:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27640641:27641494:-|3R:27644404:27644422:-","3R:27642316:27642938:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,6,0,0,,,1387,871,622,1493,2880,0.518402777777778,0.481597222222222,0,0,1387,1387,0,1,871,622,0,0,0,0,0,1,0,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_4_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_5_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_3_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_7_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0266579","mel_isoseq3cluster_FBgn0266579_6_mel_isoseq3cluster","mel_flair_FBgn0266579_3_mel_FLAIR",3,2,4,0.555555555555556,0.444444444444444,"3R:27641484:27643824:-|3R:27643963:27644711:-|3R:27644817:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27642928:27643824:-|3R:27643963:27645234:-|3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-","3R:27641484:27643824:-|3R:27643963:27644711:-|3R:27644817:27645234:-","3R:27642928:27643824:-|3R:27643963:27645234:-","3R:27645400:27646050:-|3R:27646233:27646345:-|3R:27646515:27647574:-|3R:27647598:27656215:-",2,1,6,0.333333333333333,0.666666666666667,"3R:27640678:27641494:-|3R:27644701:27644827:-","3R:27642316:27642938:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656821:-",3,1,6,0.4,0.6,"3R:27640678:27641494:-|3R:27644701:27644827:-|3R:27656810:27656821:-","3R:27642316:27642938:-","3R:27643814:27643973:-|3R:27645224:27645410:-|3R:27646040:27646243:-|3R:27646335:27646525:-|3R:27647564:27647608:-|3R:27656205:27656810:-",2,1,5,0,0,,,1387,953,622,1575,2962,0.531735313977042,0.468264686022958,11,0,1387,1398,0.007868383404864,0.992131616595136,942,622,0,0,0,0,1,1,1,1,0,9,8,1,0,0,"mel_isoseq3cluster_greater","mel_flair_FBgn0266579_8_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0266579_5_mel_isoseq3cluster",0,0,6,0,0,"mel_flair_FBgn0266579_3_mel_FLAIR","mel_isoseq3cluster_FBgn0266579_6_mel_isoseq3cluster",0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,6,0,0,0,0,0,2,6,6,6,0,0.333333333333333,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_15_mel_isoseq3cluster","mel_flair_FBgn0051363_11_mel_FLAIR",2,4,1,0.857142857142857,0.142857142857143,"3R:11591297:11592376:-|3R:11592614:11593642:-|3R:11593756:11619713:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11619713:-","3R:11591297:11592376:-|3R:11592614:11593642:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-","3R:11593756:11619713:-",0,2,4,0.333333333333333,0.666666666666667,,"3R:11591994:11592012:-|3R:11593321:11593354:-","3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593632:11593766:-|3R:11619703:11619903:-",0,2,4,0.333333333333333,0.666666666666667,,"3R:11591994:11592012:-|3R:11593321:11593354:-","3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593632:11593766:-|3R:11619703:11619903:-",0,2,4,0,0,,,1514,0,51,51,1565,0.03258785942492,0.96741214057508,0,0,1514,1514,0,1,0,51,0,0,0,0,0,0,0,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_15_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0051363_13_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_11_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_15_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_14_mel_isoseq3cluster","mel_flair_FBgn0051363_12_mel_FLAIR",3,3,1,0.857142857142857,0.142857142857143,"3R:11591297:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11619713:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593642:-|3R:11593756:11619713:-","3R:11591297:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593642:-","3R:11593756:11619713:-",1,1,4,0.333333333333333,0.666666666666667,"3R:11593321:11593354:-","3R:11591994:11592012:-","3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593632:11593766:-|3R:11619703:11619903:-",1,1,4,0.333333333333333,0.666666666666667,"3R:11593321:11593354:-","3R:11591994:11592012:-","3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593632:11593766:-|3R:11619703:11619903:-",1,1,4,0,0,,,1514,33,18,51,1565,0.03258785942492,0.96741214057508,0,0,1514,1514,0,1,33,18,0,0,0,0,0,0,0,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_9_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0051363_12_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_12_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_14_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
"FBgn0051363","mel_isoseq3cluster_FBgn0051363_13_mel_isoseq3cluster","mel_flair_FBgn0051363_15_mel_FLAIR",4,2,1,0.857142857142857,0.142857142857143,"3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-|3R:11593756:11619713:-","3R:11591297:11592376:-|3R:11592614:11593642:-|3R:11593756:11619713:-","3R:11591297:11592004:-|3R:11592002:11592376:-|3R:11592614:11593331:-|3R:11593344:11593642:-","3R:11591297:11592376:-|3R:11592614:11593642:-","3R:11593756:11619713:-",2,0,4,0.333333333333333,0.666666666666667,"3R:11591994:11592012:-|3R:11593321:11593354:-",,"3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593632:11593766:-|3R:11619703:11619903:-",2,0,4,0.333333333333333,0.666666666666667,"3R:11591994:11592012:-|3R:11593321:11593354:-",,"3R:11590385:11591307:-|3R:11592366:11592624:-|3R:11593632:11593766:-|3R:11619703:11619903:-",2,0,4,0,0,,,1514,51,0,51,1565,0.03258785942492,0.96741214057508,0,0,1514,1514,0,1,51,0,0,0,0,0,0,0,0,1,0,15,15,0,0,1,"match","mel_flair_FBgn0051363_11_mel_FLAIR",0,"mel_isoseq3cluster_FBgn0051363_15_mel_isoseq3cluster",0,0,10,0,0,"mel_flair_FBgn0051363_15_mel_FLAIR","mel_isoseq3cluster_FBgn0051363_13_mel_isoseq3cluster",0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,0,0,0,0,0,0,"partial_reciprocal_pairs",0,0,0,10,0,0,0,0,0,2,10,10,10,0,0.2,1,1,1,0,"partial_reciprocal_pairs"
