,gene_id,ujc_id,transcript_id,num_transcript_in_consol_transcript,num_transcript_id_in_gene,num_consol_transcript_id_in_gene,flag_gene_consolidated
9039,FBgn0016920,tr_FBgn0016920_3,FBtr0343224,1,5,5,0
9040,FBgn0016926,tr_FBgn0016926_2,FBtr0332272,1,3,3,0
9041,FBgn0016926,tr_FBgn0016926_1,FBtr0077988,1,3,3,0
9042,FBgn0016926,tr_FBgn0016926_3,FBtr0077987,1,3,3,0
9043,FBgn0016930,tr_FBgn0016930_1,FBtr0336949,1,7,6,1
9044,FBgn0016930,tr_FBgn0016930_6,FBtr0089290,2,7,6,1
9044,FBgn0016930,tr_FBgn0016930_6,FBtr0329933,2,7,6,1
9045,FBgn0016930,tr_FBgn0016930_3,FBtr0100447,1,7,6,1
9046,FBgn0016930,tr_FBgn0016930_5,FBtr0089289,1,7,6,1
9047,FBgn0016930,tr_FBgn0016930_4,FBtr0100448,1,7,6,1
9048,FBgn0016930,tr_FBgn0016930_2,FBtr0089288,1,7,6,1
9049,FBgn0016974,tr_FBgn0016974_1,FBtr0070923,1,2,2,0
9050,FBgn0016974,tr_FBgn0016974_2,FBtr0334014,1,2,2,0
9051,FBgn0016975,tr_FBgn0016975_4,FBtr0344466,1,4,4,0
9052,FBgn0016975,tr_FBgn0016975_2,FBtr0302021,1,4,4,0
9053,FBgn0016975,tr_FBgn0016975_3,FBtr0344111,1,4,4,0
9054,FBgn0016975,tr_FBgn0016975_1,FBtr0302020,1,4,4,0
9055,FBgn0016976,tr_FBgn0016976_4,FBtr0344465,1,4,4,0
9056,FBgn0016976,tr_FBgn0016976_1,FBtr0301618,1,4,4,0
9057,FBgn0016976,tr_FBgn0016976_3,FBtr0344112,1,4,4,0
9058,FBgn0016976,tr_FBgn0016976_2,FBtr0301619,1,4,4,0
9059,FBgn0016977,tr_FBgn0016977_6,FBtr0330652,1,8,8,0
9060,FBgn0016977,tr_FBgn0016977_7,FBtr0332336,1,8,8,0
9061,FBgn0016977,tr_FBgn0016977_5,FBtr0306341,1,8,8,0
9062,FBgn0016977,tr_FBgn0016977_8,FBtr0078121,1,8,8,0
9063,FBgn0016977,tr_FBgn0016977_4,FBtr0078122,1,8,8,0
9064,FBgn0016977,tr_FBgn0016977_3,FBtr0330653,1,8,8,0
9065,FBgn0016977,tr_FBgn0016977_1,FBtr0332337,1,8,8,0
9066,FBgn0016977,tr_FBgn0016977_2,FBtr0078123,1,8,8,0
9067,FBgn0016978,tr_FBgn0016978_1,FBtr0079355,2,2,1,1
9067,FBgn0016978,tr_FBgn0016978_1,FBtr0331375,2,2,1,1
9068,FBgn0016983,tr_FBgn0016983_5,FBtr0333404,1,5,5,0
9069,FBgn0016983,tr_FBgn0016983_1,FBtr0076851,1,5,5,0
9070,FBgn0016983,tr_FBgn0016983_2,FBtr0301611,1,5,5,0
9071,FBgn0016983,tr_FBgn0016983_4,FBtr0331850,1,5,5,0
9072,FBgn0016983,tr_FBgn0016983_3,FBtr0331849,1,5,5,0
9073,FBgn0016984,tr_FBgn0016984_1,FBtr0071563,2,3,2,1
9073,FBgn0016984,tr_FBgn0016984_1,FBtr0342801,2,3,2,1
9074,FBgn0016984,tr_FBgn0016984_2,FBtr0344196,1,3,2,1
9075,FBgn0017414,tr_FBgn0017414_1,FBtr0088239,2,2,1,1
9075,FBgn0017414,tr_FBgn0017414_1,FBtr0331937,2,2,1,1
9076,FBgn0017418,tr_FBgn0017418_1,FBtr0089507,1,6,5,1
9077,FBgn0017418,tr_FBgn0017418_4,FBtr0332850,1,6,5,1
9078,FBgn0017418,tr_FBgn0017418_3,FBtr0332851,1,6,5,1
9079,FBgn0017418,tr_FBgn0017418_2,FBtr0089508,1,6,5,1
9080,FBgn0017418,tr_FBgn0017418_5,FBtr0089506,2,6,5,1
9080,FBgn0017418,tr_FBgn0017418_5,FBtr0306057,2,6,5,1
9081,FBgn0017429,tr_FBgn0017429_3,FBtr0333114,1,3,3,0
9082,FBgn0017429,tr_FBgn0017429_2,FBtr0330166,1,3,3,0
9083,FBgn0017429,tr_FBgn0017429_1,FBtr0076649,1,3,3,0
9084,FBgn0017430,tr_FBgn0017430_1,FBtr0076650,1,1,1,0
9085,FBgn0017448,tr_FBgn0017448_1,FBtr0085861,2,2,1,1
9085,FBgn0017448,tr_FBgn0017448_1,FBtr0303376,2,2,1,1
9086,FBgn0017457,tr_FBgn0017457_1,FBtr0078133,2,2,1,1
9086,FBgn0017457,tr_FBgn0017457_1,FBtr0333408,2,2,1,1
9087,FBgn0017482,tr_FBgn0017482_1,FBtr0071848,1,1,1,0
9088,FBgn0017545,tr_FBgn0017545_3,FBtr0308296,1,3,3,0
9089,FBgn0017545,tr_FBgn0017545_1,FBtr0089175,1,3,3,0
9090,FBgn0017545,tr_FBgn0017545_2,FBtr0089176,1,3,3,0
9091,FBgn0017550,tr_FBgn0017550_2,FBtr0078741,1,3,2,1
9092,FBgn0017550,tr_FBgn0017550_1,FBtr0078742,2,3,2,1
9092,FBgn0017550,tr_FBgn0017550_1,FBtr0345140,2,3,2,1
9093,FBgn0017556,tr_FBgn0017556_1,FBtr0072350,2,2,1,1
9093,FBgn0017556,tr_FBgn0017556_1,FBtr0343481,2,2,1,1
9094,FBgn0017558,tr_FBgn0017558_1,FBtr0088508,2,4,3,1
9094,FBgn0017558,tr_FBgn0017558_1,FBtr0306807,2,4,3,1
9095,FBgn0017558,tr_FBgn0017558_3,FBtr0333004,1,4,3,1
9096,FBgn0017558,tr_FBgn0017558_2,FBtr0112892,1,4,3,1
9097,FBgn0017561,tr_FBgn0017561_1,FBtr0343584,1,4,3,1
9098,FBgn0017561,tr_FBgn0017561_2,FBtr0073404,2,4,3,1
9098,FBgn0017561,tr_FBgn0017561_2,FBtr0346304,2,4,3,1
9099,FBgn0017561,tr_FBgn0017561_3,FBtr0073405,1,4,3,1
9100,FBgn0017566,tr_FBgn0017566_1,FBtr0071181,1,2,2,0
9101,FBgn0017566,tr_FBgn0017566_2,FBtr0071180,1,2,2,0
9102,FBgn0017567,tr_FBgn0017567_1,FBtr0083191,1,1,1,0
9103,FBgn0017577,tr_FBgn0017577_1,FBtr0082279,1,1,1,0
9104,FBgn0017578,tr_FBgn0017578_1,FBtr0075018,3,3,1,1
9104,FBgn0017578,tr_FBgn0017578_1,FBtr0310276,3,3,1,1
9104,FBgn0017578,tr_FBgn0017578_1,FBtr0345391,3,3,1,1
9105,FBgn0017579,tr_FBgn0017579_1,FBtr0076633,1,1,1,0
9106,FBgn0017581,tr_FBgn0017581_1,FBtr0082535,1,2,2,0
9107,FBgn0017581,tr_FBgn0017581_2,FBtr0082534,1,2,2,0
9108,FBgn0017590,tr_FBgn0017590_1,FBtr0084337,1,1,1,0
9109,FBgn0019624,tr_FBgn0019624_4,FBtr0082473,1,4,4,0
9110,FBgn0019624,tr_FBgn0019624_3,FBtr0347553,1,4,4,0
9111,FBgn0019624,tr_FBgn0019624_2,FBtr0334890,1,4,4,0
9112,FBgn0019637,tr_FBgn0019637_1,FBtr0078704,1,1,1,0
9113,FBgn0019643,tr_FBgn0019643_2,FBtr0072254,1,2,2,0
9114,FBgn0019643,tr_FBgn0019643_1,FBtr0072255,1,2,2,0
9115,FBgn0019644,tr_FBgn0019644_1,FBtr0076405,1,1,1,0
9116,FBgn0019650,tr_FBgn0019650_2,FBtr0339509,1,2,2,0
9117,FBgn0019650,tr_FBgn0019650_1,FBtr0089185,1,2,2,0
9118,FBgn0019660,tr_FBgn0019660_3,FBtr0308845,1,6,6,0
9119,FBgn0019660,tr_FBgn0019660_1,FBtr0343985,1,6,6,0
9120,FBgn0019660,tr_FBgn0019660_2,FBtr0343986,1,6,6,0
9121,FBgn0019660,tr_FBgn0019660_4,FBtr0308846,1,6,6,0
9122,FBgn0019660,tr_FBgn0019660_5,FBtr0073514,1,6,6,0
9123,FBgn0019661,tr_FBgn0019661_1,FBtr0070635,1,5,4,1
9124,FBgn0019662,tr_FBgn0019662_2,FBtr0302045,1,3,3,0
9125,FBgn0019662,tr_FBgn0019662_1,FBtr0076846,1,3,3,0
9126,FBgn0019662,tr_FBgn0019662_3,FBtr0332729,1,3,3,0
9127,FBgn0019686,tr_FBgn0019686_3,FBtr0081329,1,4,4,0
9128,FBgn0019686,tr_FBgn0019686_4,FBtr0081328,1,4,4,0
9129,FBgn0019686,tr_FBgn0019686_1,FBtr0081330,1,4,4,0
9130,FBgn0019686,tr_FBgn0019686_2,FBtr0306234,1,4,4,0
9131,FBgn0019809,tr_FBgn0019809_1,FBtr0079837,1,1,1,0
9132,FBgn0019828,tr_FBgn0019828_3,FBtr0089742,1,3,3,0
9133,FBgn0019828,tr_FBgn0019828_2,FBtr0089741,1,3,3,0
9134,FBgn0019890,tr_FBgn0019890_1,FBtr0343669,1,3,3,0
9135,FBgn0019890,tr_FBgn0019890_3,FBtr0080562,1,3,3,0
9136,FBgn0019890,tr_FBgn0019890_2,FBtr0080561,1,3,3,0
9137,FBgn0019925,tr_FBgn0019925_1,FBtr0083117,1,1,1,0
9138,FBgn0019929,tr_FBgn0019929_1,FBtr0071387,1,1,1,0
9139,FBgn0019932,tr_FBgn0019932_1,FBtr0079994,1,1,1,0
9140,FBgn0019936,tr_FBgn0019936_1,FBtr0083964,1,1,1,0
9141,FBgn0019938,tr_FBgn0019938_1,FBtr0087511,1,1,1,0
9142,FBgn0019940,tr_FBgn0019940_1,FBtr0347603,1,1,1,0
9143,FBgn0019949,tr_FBgn0019949_1,FBtr0071937,1,1,1,0
9144,FBgn0019957,tr_FBgn0019957_1,FBtr0084172,1,3,3,0
9145,FBgn0019957,tr_FBgn0019957_3,FBtr0335194,1,3,3,0
9146,FBgn0019957,tr_FBgn0019957_2,FBtr0084173,1,3,3,0
9147,FBgn0019960,tr_FBgn0019960_1,FBtr0335200,1,3,2,1
9148,FBgn0019960,tr_FBgn0019960_2,FBtr0290271,2,3,2,1
9148,FBgn0019960,tr_FBgn0019960_2,FBtr0335199,2,3,2,1
9149,FBgn0019968,tr_FBgn0019968_4,FBtr0329956,1,5,4,1
9150,FBgn0019968,tr_FBgn0019968_3,FBtr0346265,1,5,4,1
9151,FBgn0019968,tr_FBgn0019968_2,FBtr0329955,2,5,4,1
9151,FBgn0019968,tr_FBgn0019968_2,FBtr0329957,2,5,4,1
9152,FBgn0019968,tr_FBgn0019968_1,FBtr0087357,1,5,4,1
9153,FBgn0019982,tr_FBgn0019982_2,FBtr0110812,1,2,2,0
9154,FBgn0019982,tr_FBgn0019982_1,FBtr0077453,1,2,2,0
9155,FBgn0019985,tr_FBgn0019985_3,FBtr0089184,2,4,3,1
9155,FBgn0019985,tr_FBgn0019985_3,FBtr0332858,2,4,3,1
9156,FBgn0019985,tr_FBgn0019985_1,FBtr0332859,1,4,3,1
9157,FBgn0019985,tr_FBgn0019985_2,FBtr0344897,1,4,3,1
9158,FBgn0019990,tr_FBgn0019990_2,FBtr0085787,2,3,2,1
9158,FBgn0019990,tr_FBgn0019990_2,FBtr0334551,2,3,2,1
9159,FBgn0019990,tr_FBgn0019990_1,FBtr0334552,1,3,2,1
9160,FBgn0020224,tr_FBgn0020224_1,FBtr0076614,1,2,2,0
9161,FBgn0020224,tr_FBgn0020224_2,FBtr0076615,1,2,2,0
9162,FBgn0020235,tr_FBgn0020235_1,FBtr0085539,1,3,3,0
9163,FBgn0020235,tr_FBgn0020235_3,FBtr0085540,1,3,3,0
9164,FBgn0020236,tr_FBgn0020236_1,FBtr0300598,1,4,3,1
9165,FBgn0020236,tr_FBgn0020236_2,FBtr0340016,1,4,3,1
9166,FBgn0020236,tr_FBgn0020236_3,FBtr0300596,2,4,3,1
9166,FBgn0020236,tr_FBgn0020236_3,FBtr0300597,2,4,3,1
9167,FBgn0020238,tr_FBgn0020238_1,FBtr0083565,1,4,4,0
9168,FBgn0020238,tr_FBgn0020238_3,FBtr0083566,1,4,4,0
9169,FBgn0020238,tr_FBgn0020238_4,FBtr0083568,1,4,4,0
9170,FBgn0020238,tr_FBgn0020238_2,FBtr0083567,1,4,4,0
9171,FBgn0020248,tr_FBgn0020248_1,FBtr0072713,1,2,2,0
9172,FBgn0020248,tr_FBgn0020248_2,FBtr0072712,1,2,2,0
9173,FBgn0020249,tr_FBgn0020249_4,FBtr0306260,1,4,4,0
9174,FBgn0020249,tr_FBgn0020249_3,FBtr0081844,1,4,4,0
9175,FBgn0020249,tr_FBgn0020249_2,FBtr0081845,1,4,4,0
9176,FBgn0020249,tr_FBgn0020249_1,FBtr0081846,1,4,4,0
9177,FBgn0020251,tr_FBgn0020251_1,FBtr0076968,1,2,2,0
9178,FBgn0020251,tr_FBgn0020251_2,FBtr0301562,1,2,2,0
9179,FBgn0020255,tr_FBgn0020255_1,FBtr0073472,1,4,3,1
9180,FBgn0020255,tr_FBgn0020255_3,FBtr0340164,1,4,3,1
9181,FBgn0020255,tr_FBgn0020255_2,FBtr0073471,2,4,3,1
9181,FBgn0020255,tr_FBgn0020255_2,FBtr0340165,2,4,3,1
9182,FBgn0020258,tr_FBgn0020258_1,FBtr0080638,1,1,1,0
9183,FBgn0020261,tr_FBgn0020261_1,FBtr0074784,1,2,2,0
9184,FBgn0020261,tr_FBgn0020261_2,FBtr0302082,1,2,2,0
9185,FBgn0020269,tr_FBgn0020269_1,FBtr0087477,2,2,1,1
9185,FBgn0020269,tr_FBgn0020269_1,FBtr0345427,2,2,1,1
9186,FBgn0020270,tr_FBgn0020270_1,FBtr0080213,1,1,1,0
9187,FBgn0020272,tr_FBgn0020272_1,FBtr0077211,2,2,1,1
9187,FBgn0020272,tr_FBgn0020272_1,FBtr0346380,2,2,1,1
9188,FBgn0020277,tr_FBgn0020277_1,FBtr0301489,1,2,2,0
9189,FBgn0020277,tr_FBgn0020277_2,FBtr0074969,1,2,2,0
9190,FBgn0020278,tr_FBgn0020278_1,FBtr0084276,1,5,5,0
9191,FBgn0020278,tr_FBgn0020278_2,FBtr0304669,1,5,5,0
9192,FBgn0020278,tr_FBgn0020278_3,FBtr0084275,1,5,5,0
9193,FBgn0020278,tr_FBgn0020278_4,FBtr0309249,1,5,5,0
9194,FBgn0020278,tr_FBgn0020278_5,FBtr0084273,1,5,5,0
9195,FBgn0020279,tr_FBgn0020279_8,FBtr0301917,1,12,11,1
9196,FBgn0020279,tr_FBgn0020279_10,FBtr0304682,1,12,11,1
9197,FBgn0020279,tr_FBgn0020279_9,FBtr0304681,1,12,11,1
9198,FBgn0020279,tr_FBgn0020279_4,FBtr0088774,1,12,11,1
9199,FBgn0020279,tr_FBgn0020279_7,FBtr0301915,1,12,11,1
9200,FBgn0020279,tr_FBgn0020279_11,FBtr0330631,2,12,11,1
9200,FBgn0020279,tr_FBgn0020279_11,FBtr0346957,2,12,11,1
9201,FBgn0020279,tr_FBgn0020279_5,FBtr0088775,1,12,11,1
9202,FBgn0020279,tr_FBgn0020279_6,FBtr0088776,1,12,11,1
9203,FBgn0020279,tr_FBgn0020279_3,FBtr0301916,1,12,11,1
9204,FBgn0020279,tr_FBgn0020279_2,FBtr0330630,1,12,11,1
9205,FBgn0020279,tr_FBgn0020279_1,FBtr0100575,1,12,11,1
9206,FBgn0020280,tr_FBgn0020280_2,FBtr0345252,1,2,2,0
9207,FBgn0020280,tr_FBgn0020280_1,FBtr0078852,1,2,2,0
9208,FBgn0020294,tr_FBgn0020294_1,FBtr0333449,1,2,2,0
9209,FBgn0020294,tr_FBgn0020294_2,FBtr0078324,1,2,2,0
9210,FBgn0020299,tr_FBgn0020299_5,FBtr0112893,1,5,5,0
9211,FBgn0020299,tr_FBgn0020299_4,FBtr0334956,1,5,5,0
9212,FBgn0020299,tr_FBgn0020299_3,FBtr0082959,1,5,5,0
9213,FBgn0020299,tr_FBgn0020299_2,FBtr0334955,1,5,5,0
9214,FBgn0020299,tr_FBgn0020299_1,FBtr0334957,1,5,5,0
9215,FBgn0020300,tr_FBgn0020300_1,FBtr0075126,1,1,1,0
9216,FBgn0020304,tr_FBgn0020304_2,FBtr0302121,1,5,5,0
9217,FBgn0020304,tr_FBgn0020304_4,FBtr0302120,1,5,5,0
9218,FBgn0020304,tr_FBgn0020304_1,FBtr0078037,1,5,5,0
9219,FBgn0020304,tr_FBgn0020304_5,FBtr0302612,1,5,5,0
9220,FBgn0020304,tr_FBgn0020304_3,FBtr0334763,1,5,5,0
9221,FBgn0020306,tr_FBgn0020306_4,FBtr0342890,1,4,4,0
9222,FBgn0020306,tr_FBgn0020306_1,FBtr0071604,1,4,4,0
9223,FBgn0020306,tr_FBgn0020306_3,FBtr0071603,1,4,4,0
9224,FBgn0020306,tr_FBgn0020306_2,FBtr0071602,1,4,4,0
9225,FBgn0020307,tr_FBgn0020307_2,FBtr0071775,1,2,2,0
9226,FBgn0020307,tr_FBgn0020307_1,FBtr0071776,1,2,2,0
9227,FBgn0020309,tr_FBgn0020309_6,FBtr0080260,1,9,9,0
9228,FBgn0020309,tr_FBgn0020309_7,FBtr0335473,1,9,9,0
9229,FBgn0020309,tr_FBgn0020309_1,FBtr0080261,1,9,9,0
9230,FBgn0020309,tr_FBgn0020309_5,FBtr0335476,1,9,9,0
9231,FBgn0020309,tr_FBgn0020309_4,FBtr0305262,1,9,9,0
9232,FBgn0020309,tr_FBgn0020309_3,FBtr0080263,1,9,9,0
9233,FBgn0020309,tr_FBgn0020309_8,FBtr0335474,1,9,9,0
9234,FBgn0020309,tr_FBgn0020309_2,FBtr0080262,1,9,9,0
9235,FBgn0020309,tr_FBgn0020309_9,FBtr0335475,1,9,9,0
9236,FBgn0020312,tr_FBgn0020312_1,FBtr0071638,1,2,2,0
9237,FBgn0020312,tr_FBgn0020312_2,FBtr0071637,1,2,2,0
9238,FBgn0020369,tr_FBgn0020369_1,FBtr0077189,1,1,1,0
9239,FBgn0020370,tr_FBgn0020370_2,FBtr0339755,1,4,4,0
9240,FBgn0020370,tr_FBgn0020370_1,FBtr0087775,1,4,4,0
9241,FBgn0020370,tr_FBgn0020370_4,FBtr0087774,1,4,4,0
9242,FBgn0020370,tr_FBgn0020370_3,FBtr0344199,1,4,4,0
9243,FBgn0020372,tr_FBgn0020372_2,FBtr0072130,2,3,2,1
9243,FBgn0020372,tr_FBgn0020372_2,FBtr0330600,2,3,2,1
9244,FBgn0020372,tr_FBgn0020372_1,FBtr0100255,1,3,2,1
9245,FBgn0020376,tr_FBgn0020376_1,FBtr0077466,1,1,1,0
9246,FBgn0020377,tr_FBgn0020377_1,FBtr0088004,1,2,2,0
9247,FBgn0020377,tr_FBgn0020377_2,FBtr0303037,1,2,2,0
9248,FBgn0020378,tr_FBgn0020378_1,FBtr0071381,1,4,3,1
9249,FBgn0020378,tr_FBgn0020378_3,FBtr0310290,1,4,3,1
9250,FBgn0020378,tr_FBgn0020378_2,FBtr0273354,2,4,3,1
9250,FBgn0020378,tr_FBgn0020378_2,FBtr0331335,2,4,3,1
9251,FBgn0020379,tr_FBgn0020379_1,FBtr0337104,1,6,6,0
9252,FBgn0020379,tr_FBgn0020379_3,FBtr0337106,1,6,6,0
9253,FBgn0020379,tr_FBgn0020379_6,FBtr0337107,1,6,6,0
9254,FBgn0020379,tr_FBgn0020379_2,FBtr0337103,1,6,6,0
9255,FBgn0020379,tr_FBgn0020379_4,FBtr0305995,1,6,6,0
9256,FBgn0020379,tr_FBgn0020379_5,FBtr0337105,1,6,6,0
9257,FBgn0020381,tr_FBgn0020381_2,FBtr0114560,1,4,4,0
9258,FBgn0020381,tr_FBgn0020381_4,FBtr0340083,1,4,4,0
9259,FBgn0020381,tr_FBgn0020381_1,FBtr0114559,1,4,4,0
9260,FBgn0020381,tr_FBgn0020381_3,FBtr0114561,1,4,4,0
9261,FBgn0020385,tr_FBgn0020385_4,FBtr0082264,2,5,4,1
9261,FBgn0020385,tr_FBgn0020385_4,FBtr0100144,2,5,4,1
9262,FBgn0020385,tr_FBgn0020385_3,FBtr0305662,1,5,4,1
9263,FBgn0020385,tr_FBgn0020385_1,FBtr0082266,1,5,4,1
9264,FBgn0020385,tr_FBgn0020385_2,FBtr0082265,1,5,4,1
9265,FBgn0020386,tr_FBgn0020386_8,FBtr0072464,2,9,8,1
9265,FBgn0020386,tr_FBgn0020386_8,FBtr0333218,2,9,8,1
9266,FBgn0020386,tr_FBgn0020386_6,FBtr0072466,1,9,8,1
9267,FBgn0020386,tr_FBgn0020386_7,FBtr0072467,1,9,8,1
9268,FBgn0020386,tr_FBgn0020386_5,FBtr0072465,1,9,8,1
9269,FBgn0020386,tr_FBgn0020386_4,FBtr0072468,1,9,8,1
9270,FBgn0020386,tr_FBgn0020386_1,FBtr0072469,1,9,8,1
9271,FBgn0020386,tr_FBgn0020386_3,FBtr0072471,1,9,8,1
9272,FBgn0020386,tr_FBgn0020386_2,FBtr0072470,1,9,8,1
9273,FBgn0020388,tr_FBgn0020388_1,FBtr0075969,1,1,1,0
9274,FBgn0020389,tr_FBgn0020389_8,FBtr0332146,1,8,8,0
9275,FBgn0020389,tr_FBgn0020389_6,FBtr0074887,1,8,8,0
9276,FBgn0020389,tr_FBgn0020389_4,FBtr0074885,1,8,8,0
9277,FBgn0020389,tr_FBgn0020389_7,FBtr0111108,1,8,8,0
9278,FBgn0020389,tr_FBgn0020389_5,FBtr0074886,1,8,8,0
9279,FBgn0020389,tr_FBgn0020389_3,FBtr0332147,1,8,8,0
9280,FBgn0020389,tr_FBgn0020389_2,FBtr0074888,1,8,8,0
9281,FBgn0020389,tr_FBgn0020389_1,FBtr0074889,1,8,8,0
9282,FBgn0020391,tr_FBgn0020391_1,FBtr0087728,1,1,1,0
9283,FBgn0020392,tr_FBgn0020392_1,FBtr0076728,1,1,1,0
9284,FBgn0020399,tr_FBgn0020399_1,FBtr0083260,1,1,1,0
9285,FBgn0020407,tr_FBgn0020407_1,FBtr0083259,1,1,1,0
9286,FBgn0020412,tr_FBgn0020412_2,FBtr0076236,1,3,3,0
9287,FBgn0020412,tr_FBgn0020412_1,FBtr0076237,1,3,3,0
9288,FBgn0020412,tr_FBgn0020412_3,FBtr0332707,1,3,3,0
9289,FBgn0020414,tr_FBgn0020414_1,FBtr0080862,1,4,2,1
9290,FBgn0020414,tr_FBgn0020414_2,FBtr0080863,3,4,2,1
9290,FBgn0020414,tr_FBgn0020414_2,FBtr0080864,3,4,2,1
9290,FBgn0020414,tr_FBgn0020414_2,FBtr0342945,3,4,2,1
9291,FBgn0020415,tr_FBgn0020415_3,FBtr0305984,1,3,3,0
9292,FBgn0020415,tr_FBgn0020415_2,FBtr0080861,1,3,3,0
9293,FBgn0020415,tr_FBgn0020415_1,FBtr0308080,1,3,3,0
9294,FBgn0020416,tr_FBgn0020416_1,FBtr0080860,1,1,1,0
9295,FBgn0020429,tr_FBgn0020429_1,FBtr0089577,1,1,1,0
9296,FBgn0020440,tr_FBgn0020440_4,FBtr0114605,1,6,6,0
9297,FBgn0020440,tr_FBgn0020440_5,FBtr0301882,1,6,6,0
9298,FBgn0020440,tr_FBgn0020440_2,FBtr0086542,1,6,6,0
9299,FBgn0020440,tr_FBgn0020440_3,FBtr0086543,1,6,6,0
9300,FBgn0020440,tr_FBgn0020440_1,FBtr0086544,1,6,6,0
9301,FBgn0020440,tr_FBgn0020440_6,FBtr0301883,1,6,6,0
9302,FBgn0020443,tr_FBgn0020443_2,FBtr0080369,3,4,2,1
9302,FBgn0020443,tr_FBgn0020443_2,FBtr0333089,3,4,2,1
9302,FBgn0020443,tr_FBgn0020443_2,FBtr0344859,3,4,2,1
9303,FBgn0020443,tr_FBgn0020443_1,FBtr0333090,1,4,2,1
9304,FBgn0020445,tr_FBgn0020445_3,FBtr0339549,1,3,3,0
9305,FBgn0020445,tr_FBgn0020445_1,FBtr0089979,1,3,3,0
9306,FBgn0020445,tr_FBgn0020445_2,FBtr0339548,1,3,3,0
9307,FBgn0020493,tr_FBgn0020493_2,FBtr0083393,1,3,3,0
9308,FBgn0020493,tr_FBgn0020493_3,FBtr0100160,1,3,3,0
9309,FBgn0020493,tr_FBgn0020493_1,FBtr0083394,1,3,3,0
9310,FBgn0020496,tr_FBgn0020496_6,FBtr0334513,1,10,10,0
9311,FBgn0020496,tr_FBgn0020496_10,FBtr0334517,1,10,10,0
9312,FBgn0020496,tr_FBgn0020496_8,FBtr0334515,1,10,10,0
9313,FBgn0020496,tr_FBgn0020496_9,FBtr0334516,1,10,10,0
9314,FBgn0020496,tr_FBgn0020496_4,FBtr0082699,1,10,10,0
9315,FBgn0020496,tr_FBgn0020496_7,FBtr0100161,1,10,10,0
9316,FBgn0020496,tr_FBgn0020496_5,FBtr0082700,1,10,10,0
9317,FBgn0020496,tr_FBgn0020496_1,FBtr0082701,1,10,10,0
9318,FBgn0020496,tr_FBgn0020496_3,FBtr0334514,1,10,10,0
9319,FBgn0020496,tr_FBgn0020496_2,FBtr0082702,1,10,10,0
9320,FBgn0020497,tr_FBgn0020497_1,FBtr0079663,2,2,1,1
9320,FBgn0020497,tr_FBgn0020497_1,FBtr0346708,2,2,1,1
9321,FBgn0020503,tr_FBgn0020503_14,FBtr0080975,1,14,14,0
9322,FBgn0020503,tr_FBgn0020503_11,FBtr0080976,1,14,14,0
9323,FBgn0020503,tr_FBgn0020503_13,FBtr0332454,1,14,14,0
9324,FBgn0020503,tr_FBgn0020503_6,FBtr0301442,1,14,14,0
9325,FBgn0020503,tr_FBgn0020503_12,FBtr0301440,1,14,14,0
9326,FBgn0020503,tr_FBgn0020503_9,FBtr0332451,1,14,14,0
9327,FBgn0020503,tr_FBgn0020503_10,FBtr0332453,1,14,14,0
9328,FBgn0020503,tr_FBgn0020503_1,FBtr0332452,1,14,14,0
9329,FBgn0020503,tr_FBgn0020503_7,FBtr0080977,1,14,14,0
9330,FBgn0020503,tr_FBgn0020503_8,FBtr0301441,1,14,14,0
9331,FBgn0020503,tr_FBgn0020503_4,FBtr0290263,1,14,14,0
9332,FBgn0020503,tr_FBgn0020503_2,FBtr0339796,1,14,14,0
9333,FBgn0020503,tr_FBgn0020503_5,FBtr0332455,1,14,14,0
9334,FBgn0020503,tr_FBgn0020503_3,FBtr0290262,1,14,14,0
9335,FBgn0020506,tr_FBgn0020506_1,FBtr0087117,1,1,1,0
9336,FBgn0020508,tr_FBgn0020508_1,FBtr0073938,1,1,1,0
9337,FBgn0020510,tr_FBgn0020510_4,FBtr0307077,1,6,6,0
9338,FBgn0020510,tr_FBgn0020510_5,FBtr0337096,1,6,6,0
9339,FBgn0020510,tr_FBgn0020510_3,FBtr0307076,1,6,6,0
9340,FBgn0020510,tr_FBgn0020510_1,FBtr0112896,1,6,6,0
9341,FBgn0020510,tr_FBgn0020510_2,FBtr0082910,1,6,6,0
9342,FBgn0020510,tr_FBgn0020510_6,FBtr0337097,1,6,6,0
9343,FBgn0020513,tr_FBgn0020513_2,FBtr0333799,1,2,2,0
9344,FBgn0020513,tr_FBgn0020513_1,FBtr0073705,1,2,2,0
9345,FBgn0020521,tr_FBgn0020521_2,FBtr0072313,1,4,4,0
9346,FBgn0020521,tr_FBgn0020521_3,FBtr0072312,1,4,4,0
9347,FBgn0020521,tr_FBgn0020521_4,FBtr0301502,1,4,4,0
9348,FBgn0020521,tr_FBgn0020521_1,FBtr0343486,1,4,4,0
9349,FBgn0020545,tr_FBgn0020545_1,FBtr0078016,2,2,1,1
9349,FBgn0020545,tr_FBgn0020545_1,FBtr0334794,2,2,1,1
9350,FBgn0020546,tr_FBgn0020546_3,FBtr0083362,2,4,3,1
9350,FBgn0020546,tr_FBgn0020546_3,FBtr0083363,2,4,3,1
9351,FBgn0020546,tr_FBgn0020546_2,FBtr0345274,1,4,3,1
9352,FBgn0020546,tr_FBgn0020546_1,FBtr0345273,1,4,3,1
9353,FBgn0020556,tr_FBgn0020556_4,FBtr0083341,1,4,4,0
