gene_id,transcript_id,consolidation_transcript_id
gene:WBGene00003947,FLAIR_gene:WBGene00003947_1,tr_gene:WBGene00003947_1
gene:WBGene00003955,FLAIR_gene:WBGene00003955_1,tr_gene:WBGene00003955_1
gene:WBGene00003957,FLAIR_gene:WBGene00003957_1,tr_gene:WBGene00003957_1
gene:WBGene00003958,FLAIR_gene:WBGene00003958_1,tr_gene:WBGene00003958_1
gene:WBGene00003961,FLAIR_gene:WBGene00003961_1,tr_gene:WBGene00003961_1
gene:WBGene00003992,FLAIR_gene:WBGene00003992_1,tr_gene:WBGene00003992_1
gene:WBGene00004025,FLAIR_gene:WBGene00004025_1,tr_gene:WBGene00004025_1
gene:WBGene00004030,FLAIR_gene:WBGene00004030_1,tr_gene:WBGene00004030_1
gene:WBGene00004031,FLAIR_gene:WBGene00004031_1,tr_gene:WBGene00004031_1
gene:WBGene00004039,FLAIR_gene:WBGene00004039_1,tr_gene:WBGene00004039_1
gene:WBGene00004044,FLAIR_gene:WBGene00004044_1,tr_gene:WBGene00004044_1
gene:WBGene00004046,FLAIR_gene:WBGene00004046_1,tr_gene:WBGene00004046_1
gene:WBGene00004047,FLAIR_gene:WBGene00004047_1,tr_gene:WBGene00004047_1
gene:WBGene00004051,FLAIR_gene:WBGene00004051_1,tr_gene:WBGene00004051_1
gene:WBGene00004051,FLAIR_gene:WBGene00004051_2,tr_gene:WBGene00004051_2
gene:WBGene00004055,FLAIR_gene:WBGene00004055_1,tr_gene:WBGene00004055_1
gene:WBGene00004056,FLAIR_gene:WBGene00004056_1,tr_gene:WBGene00004056_1
gene:WBGene00004057,FLAIR_gene:WBGene00004057_1,tr_gene:WBGene00004057_1
gene:WBGene00004061,FLAIR_gene:WBGene00004061_1,tr_gene:WBGene00004061_1
gene:WBGene00004091,FLAIR_gene:WBGene00004091_1,tr_gene:WBGene00004091_1
gene:WBGene00004101,FLAIR_gene:WBGene00004101_1,tr_gene:WBGene00004101_1
gene:WBGene00004112,FLAIR_gene:WBGene00004112_1,tr_gene:WBGene00004112_1
gene:WBGene00004140,FLAIR_gene:WBGene00004140_1,tr_gene:WBGene00004140_1
gene:WBGene00004169,FLAIR_gene:WBGene00004169_1,tr_gene:WBGene00004169_1
gene:WBGene00004199,FLAIR_gene:WBGene00004199_1,tr_gene:WBGene00004199_1
gene:WBGene00004204,FLAIR_gene:WBGene00004204_1,tr_gene:WBGene00004204_1
gene:WBGene00004205,FLAIR_gene:WBGene00004205_1,tr_gene:WBGene00004205_1
gene:WBGene00004228,FLAIR_gene:WBGene00004228_1,tr_gene:WBGene00004228_1
gene:WBGene00004239,FLAIR_gene:WBGene00004239_1,tr_gene:WBGene00004239_1
gene:WBGene00004243,FLAIR_gene:WBGene00004243_1,tr_gene:WBGene00004243_1
gene:WBGene00004254,FLAIR_gene:WBGene00004254_1,tr_gene:WBGene00004254_1
gene:WBGene00004278,FLAIR_gene:WBGene00004278_1,tr_gene:WBGene00004278_1
gene:WBGene00004297,FLAIR_gene:WBGene00004297_1,tr_gene:WBGene00004297_1
gene:WBGene00004307,FLAIR_gene:WBGene00004307_1,tr_gene:WBGene00004307_1
gene:WBGene00004309,FLAIR_gene:WBGene00004309_1,tr_gene:WBGene00004309_1
gene:WBGene00004315,FLAIR_gene:WBGene00004315_1,tr_gene:WBGene00004315_1
gene:WBGene00004319,FLAIR_gene:WBGene00004319_1,tr_gene:WBGene00004319_1
gene:WBGene00004333,FLAIR_gene:WBGene00004333_1,tr_gene:WBGene00004333_1
gene:WBGene00004338,FLAIR_gene:WBGene00004338_1,tr_gene:WBGene00004338_1
gene:WBGene00004339,FLAIR_gene:WBGene00004339_1,tr_gene:WBGene00004339_1
gene:WBGene00004357,FLAIR_gene:WBGene00004357_1,tr_gene:WBGene00004357_1
gene:WBGene00004360,FLAIR_gene:WBGene00004360_1,tr_gene:WBGene00004360_1
gene:WBGene00004363,FLAIR_gene:WBGene00004363_1,tr_gene:WBGene00004363_1
gene:WBGene00004367,FLAIR_gene:WBGene00004367_1,tr_gene:WBGene00004367_1
gene:WBGene00004371,FLAIR_gene:WBGene00004371_1,tr_gene:WBGene00004371_1
gene:WBGene00004374,FLAIR_gene:WBGene00004374_1,tr_gene:WBGene00004374_1
gene:WBGene00004385,FLAIR_gene:WBGene00004385_1,tr_gene:WBGene00004385_1
gene:WBGene00004386,FLAIR_gene:WBGene00004386_1,tr_gene:WBGene00004386_1
gene:WBGene00004403,FLAIR_gene:WBGene00004403_1,tr_gene:WBGene00004403_1
gene:WBGene00004410,FLAIR_gene:WBGene00004410_1,tr_gene:WBGene00004410_1
gene:WBGene00004411,FLAIR_gene:WBGene00004411_1,tr_gene:WBGene00004411_1
gene:WBGene00004419,FLAIR_gene:WBGene00004419_2,tr_gene:WBGene00004419_2
gene:WBGene00004419,FLAIR_gene:WBGene00004419_1,tr_gene:WBGene00004419_1
gene:WBGene00004424,FLAIR_gene:WBGene00004424_1,tr_gene:WBGene00004424_5
gene:WBGene00004424,FLAIR_gene:WBGene00004424_6,tr_gene:WBGene00004424_4
gene:WBGene00004424,FLAIR_gene:WBGene00004424_4,tr_gene:WBGene00004424_2
gene:WBGene00004424,FLAIR_gene:WBGene00004424_5,tr_gene:WBGene00004424_3
gene:WBGene00004424,FLAIR_gene:WBGene00004424_3,tr_gene:WBGene00004424_2
gene:WBGene00004424,FLAIR_gene:WBGene00004424_2,tr_gene:WBGene00004424_1
gene:WBGene00004427,FLAIR_gene:WBGene00004427_1,tr_gene:WBGene00004427_1
gene:WBGene00004430,FLAIR_gene:WBGene00004430_1,tr_gene:WBGene00004430_1
gene:WBGene00004432,FLAIR_gene:WBGene00004432_1,tr_gene:WBGene00004432_1
gene:WBGene00004443,FLAIR_gene:WBGene00004443_1,tr_gene:WBGene00004443_1
gene:WBGene00004443,FLAIR_gene:WBGene00004443_2,tr_gene:WBGene00004443_2
gene:WBGene00004448,FLAIR_gene:WBGene00004448_1,tr_gene:WBGene00004448_1
gene:WBGene00004458,FLAIR_gene:WBGene00004458_1,tr_gene:WBGene00004458_1
gene:WBGene00004463,FLAIR_gene:WBGene00004463_1,tr_gene:WBGene00004463_1
gene:WBGene00004471,FLAIR_gene:WBGene00004471_1,tr_gene:WBGene00004471_1
gene:WBGene00004473,FLAIR_gene:WBGene00004473_1,tr_gene:WBGene00004473_1
gene:WBGene00004474,FLAIR_gene:WBGene00004474_1,tr_gene:WBGene00004474_1
gene:WBGene00004477,FLAIR_gene:WBGene00004477_11,tr_gene:WBGene00004477_5
gene:WBGene00004477,FLAIR_gene:WBGene00004477_12,tr_gene:WBGene00004477_6
gene:WBGene00004477,FLAIR_gene:WBGene00004477_2,tr_gene:WBGene00004477_5
gene:WBGene00004477,FLAIR_gene:WBGene00004477_3,tr_gene:WBGene00004477_5
gene:WBGene00004477,FLAIR_gene:WBGene00004477_6,tr_gene:WBGene00004477_5
gene:WBGene00004477,FLAIR_gene:WBGene00004477_7,tr_gene:WBGene00004477_5
gene:WBGene00004477,FLAIR_gene:WBGene00004477_8,tr_gene:WBGene00004477_5
gene:WBGene00004477,FLAIR_gene:WBGene00004477_4,tr_gene:WBGene00004477_3
gene:WBGene00004477,FLAIR_gene:WBGene00004477_9,tr_gene:WBGene00004477_4
gene:WBGene00004477,FLAIR_gene:WBGene00004477_5,tr_gene:WBGene00004477_2
gene:WBGene00004477,FLAIR_gene:WBGene00004477_10,tr_gene:WBGene00004477_1
gene:WBGene00004477,FLAIR_gene:WBGene00004477_1,tr_gene:WBGene00004477_1
gene:WBGene00004480,FLAIR_gene:WBGene00004480_1,tr_gene:WBGene00004480_1
gene:WBGene00004487,FLAIR_gene:WBGene00004487_1,tr_gene:WBGene00004487_1
gene:WBGene00004492,FLAIR_gene:WBGene00004492_1,tr_gene:WBGene00004492_1
gene:WBGene00004493,FLAIR_gene:WBGene00004493_1,tr_gene:WBGene00004493_1
gene:WBGene00004494,FLAIR_gene:WBGene00004494_1,tr_gene:WBGene00004494_1
gene:WBGene00004497,FLAIR_gene:WBGene00004497_1,tr_gene:WBGene00004497_1
gene:WBGene00004681,FLAIR_gene:WBGene00004681_1,tr_gene:WBGene00004681_1
gene:WBGene00004703,FLAIR_gene:WBGene00004703_2,tr_gene:WBGene00004703_2
gene:WBGene00004703,FLAIR_gene:WBGene00004703_1,tr_gene:WBGene00004703_1
gene:WBGene00004732,FLAIR_gene:WBGene00004732_1,tr_gene:WBGene00004732_1
gene:WBGene00004755,FLAIR_gene:WBGene00004755_1,tr_gene:WBGene00004755_1
gene:WBGene00004756,FLAIR_gene:WBGene00004756_1,tr_gene:WBGene00004756_1
gene:WBGene00004783,FLAIR_gene:WBGene00004783_3,tr_gene:WBGene00004783_3
gene:WBGene00004783,FLAIR_gene:WBGene00004783_1,tr_gene:WBGene00004783_1
gene:WBGene00004783,FLAIR_gene:WBGene00004783_2,tr_gene:WBGene00004783_2
gene:WBGene00004800,FLAIR_gene:WBGene00004800_1,tr_gene:WBGene00004800_1
gene:WBGene00004804,FLAIR_gene:WBGene00004804_1,tr_gene:WBGene00004804_1
gene:WBGene00004814,FLAIR_gene:WBGene00004814_1,tr_gene:WBGene00004814_1
gene:WBGene00004822,FLAIR_gene:WBGene00004822_1,tr_gene:WBGene00004822_1
gene:WBGene00004824,FLAIR_gene:WBGene00004824_1,tr_gene:WBGene00004824_1
gene:WBGene00004881,FLAIR_gene:WBGene00004881_1,tr_gene:WBGene00004881_1
gene:WBGene00004881,FLAIR_gene:WBGene00004881_2,tr_gene:WBGene00004881_2
gene:WBGene00004885,FLAIR_gene:WBGene00004885_1,tr_gene:WBGene00004885_1
gene:WBGene00004892,FLAIR_gene:WBGene00004892_1,tr_gene:WBGene00004892_1
gene:WBGene00004892,FLAIR_gene:WBGene00004892_2,tr_gene:WBGene00004892_2
gene:WBGene00004908,FLAIR_gene:WBGene00004908_1,tr_gene:WBGene00004908_1
gene:WBGene00004914,FLAIR_gene:WBGene00004914_1,tr_gene:WBGene00004914_1
gene:WBGene00004929,FLAIR_gene:WBGene00004929_1,tr_gene:WBGene00004929_1
gene:WBGene00004954,FLAIR_gene:WBGene00004954_1,tr_gene:WBGene00004954_1
gene:WBGene00004979,FLAIR_gene:WBGene00004979_1,tr_gene:WBGene00004979_1
gene:WBGene00004981,FLAIR_gene:WBGene00004981_1,tr_gene:WBGene00004981_1
gene:WBGene00004985,FLAIR_gene:WBGene00004985_1,tr_gene:WBGene00004985_1
gene:WBGene00004993,FLAIR_gene:WBGene00004993_1,tr_gene:WBGene00004993_1
gene:WBGene00004995,FLAIR_gene:WBGene00004995_2,tr_gene:WBGene00004995_2
gene:WBGene00004995,FLAIR_gene:WBGene00004995_1,tr_gene:WBGene00004995_1
gene:WBGene00005003,FLAIR_gene:WBGene00005003_1,tr_gene:WBGene00005003_1
gene:WBGene00005007,FLAIR_gene:WBGene00005007_2,tr_gene:WBGene00005007_2
gene:WBGene00005007,FLAIR_gene:WBGene00005007_1,tr_gene:WBGene00005007_1
gene:WBGene00005015,FLAIR_gene:WBGene00005015_1,tr_gene:WBGene00005015_1
gene:WBGene00005019,FLAIR_gene:WBGene00005019_1,tr_gene:WBGene00005019_1
gene:WBGene00005019,FLAIR_gene:WBGene00005019_2,tr_gene:WBGene00005019_2
gene:WBGene00005153,FLAIR_gene:WBGene00005153_1,tr_gene:WBGene00005153_1
gene:WBGene00005662,FLAIR_gene:WBGene00005662_1,tr_gene:WBGene00005662_1
gene:WBGene00005663,FLAIR_gene:WBGene00005663_1,tr_gene:WBGene00005663_1
gene:WBGene00006038,FLAIR_gene:WBGene00006038_1,tr_gene:WBGene00006038_1
gene:WBGene00006039,FLAIR_gene:WBGene00006039_1,tr_gene:WBGene00006039_1
gene:WBGene00006040,FLAIR_gene:WBGene00006040_1,tr_gene:WBGene00006040_1
gene:WBGene00006050,FLAIR_gene:WBGene00006050_1,tr_gene:WBGene00006050_1
gene:WBGene00006053,FLAIR_gene:WBGene00006053_1,tr_gene:WBGene00006053_1
gene:WBGene00006056,FLAIR_gene:WBGene00006056_1,tr_gene:WBGene00006056_1
gene:WBGene00006220,FLAIR_gene:WBGene00006220_1,tr_gene:WBGene00006220_1
gene:WBGene00006374,FLAIR_gene:WBGene00006374_1,tr_gene:WBGene00006374_1
gene:WBGene00006383,FLAIR_gene:WBGene00006383_1,tr_gene:WBGene00006383_1
gene:WBGene00006405,FLAIR_gene:WBGene00006405_1,tr_gene:WBGene00006405_1
gene:WBGene00006406,FLAIR_gene:WBGene00006406_1,tr_gene:WBGene00006406_1
gene:WBGene00006415,FLAIR_gene:WBGene00006415_1,tr_gene:WBGene00006415_1
gene:WBGene00006438,FLAIR_gene:WBGene00006438_2,tr_gene:WBGene00006438_2
gene:WBGene00006438,FLAIR_gene:WBGene00006438_1,tr_gene:WBGene00006438_1
gene:WBGene00006450,FLAIR_gene:WBGene00006450_1,tr_gene:WBGene00006450_1
gene:WBGene00006466,FLAIR_gene:WBGene00006466_1,tr_gene:WBGene00006466_1
gene:WBGene00006483,FLAIR_gene:WBGene00006483_1,tr_gene:WBGene00006483_1
gene:WBGene00006490,FLAIR_gene:WBGene00006490_1,tr_gene:WBGene00006490_1
gene:WBGene00006491,FLAIR_gene:WBGene00006491_1,tr_gene:WBGene00006491_1
gene:WBGene00006504,FLAIR_gene:WBGene00006504_1,tr_gene:WBGene00006504_1
gene:WBGene00006555,FLAIR_gene:WBGene00006555_1,tr_gene:WBGene00006555_1
gene:WBGene00006561,FLAIR_gene:WBGene00006561_1,tr_gene:WBGene00006561_1
gene:WBGene00006566,FLAIR_gene:WBGene00006566_1,tr_gene:WBGene00006566_1
gene:WBGene00006568,FLAIR_gene:WBGene00006568_1,tr_gene:WBGene00006568_1
gene:WBGene00006572,FLAIR_gene:WBGene00006572_1,tr_gene:WBGene00006572_1
gene:WBGene00006580,FLAIR_gene:WBGene00006580_1,tr_gene:WBGene00006580_1
gene:WBGene00006586,FLAIR_gene:WBGene00006586_1,tr_gene:WBGene00006586_1
gene:WBGene00006606,FLAIR_gene:WBGene00006606_1,tr_gene:WBGene00006606_1
gene:WBGene00006608,FLAIR_gene:WBGene00006608_1,tr_gene:WBGene00006608_1
gene:WBGene00006638,FLAIR_gene:WBGene00006638_1,tr_gene:WBGene00006638_1
gene:WBGene00006698,FLAIR_gene:WBGene00006698_1,tr_gene:WBGene00006698_1
gene:WBGene00006699,FLAIR_gene:WBGene00006699_3,tr_gene:WBGene00006699_3
gene:WBGene00006699,FLAIR_gene:WBGene00006699_2,tr_gene:WBGene00006699_2
gene:WBGene00006699,FLAIR_gene:WBGene00006699_1,tr_gene:WBGene00006699_1
gene:WBGene00006701,FLAIR_gene:WBGene00006701_1,tr_gene:WBGene00006701_1
gene:WBGene00006705,FLAIR_gene:WBGene00006705_1,tr_gene:WBGene00006705_1
gene:WBGene00006706,FLAIR_gene:WBGene00006706_1,tr_gene:WBGene00006706_1
gene:WBGene00006708,FLAIR_gene:WBGene00006708_1,tr_gene:WBGene00006708_1
gene:WBGene00006733,FLAIR_gene:WBGene00006733_1,tr_gene:WBGene00006733_1
gene:WBGene00006738,FLAIR_gene:WBGene00006738_1,tr_gene:WBGene00006738_1
gene:WBGene00006745,FLAIR_gene:WBGene00006745_1,tr_gene:WBGene00006745_1
gene:WBGene00006763,FLAIR_gene:WBGene00006763_1,tr_gene:WBGene00006763_1
gene:WBGene00006779,FLAIR_gene:WBGene00006779_1,tr_gene:WBGene00006779_1
gene:WBGene00006779,FLAIR_gene:WBGene00006779_2,tr_gene:WBGene00006779_2
gene:WBGene00006780,FLAIR_gene:WBGene00006780_3,tr_gene:WBGene00006780_4
gene:WBGene00006780,FLAIR_gene:WBGene00006780_2,tr_gene:WBGene00006780_3
gene:WBGene00006780,FLAIR_gene:WBGene00006780_1,tr_gene:WBGene00006780_1
gene:WBGene00006780,FLAIR_gene:WBGene00006780_4,tr_gene:WBGene00006780_2
gene:WBGene00006912,FLAIR_gene:WBGene00006912_1,tr_gene:WBGene00006912_1
gene:WBGene00006914,FLAIR_gene:WBGene00006914_1,tr_gene:WBGene00006914_1
gene:WBGene00006916,FLAIR_gene:WBGene00006916_1,tr_gene:WBGene00006916_1
gene:WBGene00006917,FLAIR_gene:WBGene00006917_1,tr_gene:WBGene00006917_1
gene:WBGene00006920,FLAIR_gene:WBGene00006920_1,tr_gene:WBGene00006920_1
gene:WBGene00006930,FLAIR_gene:WBGene00006930_2,tr_gene:WBGene00006930_2
gene:WBGene00006930,FLAIR_gene:WBGene00006930_1,tr_gene:WBGene00006930_1
gene:WBGene00006931,FLAIR_gene:WBGene00006931_2,tr_gene:WBGene00006931_2
gene:WBGene00006931,FLAIR_gene:WBGene00006931_1,tr_gene:WBGene00006931_1
gene:WBGene00006941,FLAIR_gene:WBGene00006941_1,tr_gene:WBGene00006941_1
gene:WBGene00006951,FLAIR_gene:WBGene00006951_1,tr_gene:WBGene00006951_1
gene:WBGene00006957,FLAIR_gene:WBGene00006957_1,tr_gene:WBGene00006957_1
gene:WBGene00006968,FLAIR_gene:WBGene00006968_1,tr_gene:WBGene00006968_1
gene:WBGene00006974,FLAIR_gene:WBGene00006974_2,tr_gene:WBGene00006974_2
gene:WBGene00006974,FLAIR_gene:WBGene00006974_1,tr_gene:WBGene00006974_1
gene:WBGene00007007,FLAIR_gene:WBGene00007007_1,tr_gene:WBGene00007007_1
gene:WBGene00007020,FLAIR_gene:WBGene00007020_1,tr_gene:WBGene00007020_1
gene:WBGene00007058,FLAIR_gene:WBGene00007058_1,tr_gene:WBGene00007058_1
gene:WBGene00007087,FLAIR_gene:WBGene00007087_1,tr_gene:WBGene00007087_1
gene:WBGene00007088,FLAIR_gene:WBGene00007088_2,tr_gene:WBGene00007088_2
gene:WBGene00007088,FLAIR_gene:WBGene00007088_1,tr_gene:WBGene00007088_1
gene:WBGene00007089,FLAIR_gene:WBGene00007089_1,tr_gene:WBGene00007089_1
gene:WBGene00007089,FLAIR_gene:WBGene00007089_2,tr_gene:WBGene00007089_2
gene:WBGene00007090,FLAIR_gene:WBGene00007090_1,tr_gene:WBGene00007090_1
gene:WBGene00007091,FLAIR_gene:WBGene00007091_1,tr_gene:WBGene00007091_1
gene:WBGene00007092,FLAIR_gene:WBGene00007092_2,tr_gene:WBGene00007092_2
gene:WBGene00007092,FLAIR_gene:WBGene00007092_1,tr_gene:WBGene00007092_1
gene:WBGene00007093,FLAIR_gene:WBGene00007093_1,tr_gene:WBGene00007093_1
gene:WBGene00007093,FLAIR_gene:WBGene00007093_2,tr_gene:WBGene00007093_2
gene:WBGene00007105,FLAIR_gene:WBGene00007105_1,tr_gene:WBGene00007105_1
gene:WBGene00007106,FLAIR_gene:WBGene00007106_1,tr_gene:WBGene00007106_1
gene:WBGene00007107,FLAIR_gene:WBGene00007107_1,tr_gene:WBGene00007107_1
gene:WBGene00007108,FLAIR_gene:WBGene00007108_1,tr_gene:WBGene00007108_1
gene:WBGene00007109,FLAIR_gene:WBGene00007109_1,tr_gene:WBGene00007109_1
gene:WBGene00007110,FLAIR_gene:WBGene00007110_1,tr_gene:WBGene00007110_1
gene:WBGene00007111,FLAIR_gene:WBGene00007111_1,tr_gene:WBGene00007111_1
gene:WBGene00007112,FLAIR_gene:WBGene00007112_1,tr_gene:WBGene00007112_1
gene:WBGene00007113,FLAIR_gene:WBGene00007113_1,tr_gene:WBGene00007113_1
gene:WBGene00007114,FLAIR_gene:WBGene00007114_1,tr_gene:WBGene00007114_1
gene:WBGene00007195,FLAIR_gene:WBGene00007195_2,tr_gene:WBGene00007195_2
gene:WBGene00007195,FLAIR_gene:WBGene00007195_1,tr_gene:WBGene00007195_1
gene:WBGene00007196,FLAIR_gene:WBGene00007196_1,tr_gene:WBGene00007196_1
gene:WBGene00007197,FLAIR_gene:WBGene00007197_1,tr_gene:WBGene00007197_1
gene:WBGene00007200,FLAIR_gene:WBGene00007200_1,tr_gene:WBGene00007200_1
gene:WBGene00007202,FLAIR_gene:WBGene00007202_1,tr_gene:WBGene00007202_1
gene:WBGene00007207,FLAIR_gene:WBGene00007207_1,tr_gene:WBGene00007207_1
gene:WBGene00007221,FLAIR_gene:WBGene00007221_1,tr_gene:WBGene00007221_1
gene:WBGene00007223,FLAIR_gene:WBGene00007223_1,tr_gene:WBGene00007223_1
gene:WBGene00007308,FLAIR_gene:WBGene00007308_1,tr_gene:WBGene00007308_1
gene:WBGene00007309,FLAIR_gene:WBGene00007309_1,tr_gene:WBGene00007309_1
gene:WBGene00007336,FLAIR_gene:WBGene00007336_1,tr_gene:WBGene00007336_1
gene:WBGene00007357,FLAIR_gene:WBGene00007357_1,tr_gene:WBGene00007357_1
gene:WBGene00007384,FLAIR_gene:WBGene00007384_1,tr_gene:WBGene00007384_1
gene:WBGene00007443,FLAIR_gene:WBGene00007443_1,tr_gene:WBGene00007443_1
gene:WBGene00007444,FLAIR_gene:WBGene00007444_1,tr_gene:WBGene00007444_1
gene:WBGene00007445,FLAIR_gene:WBGene00007445_2,tr_gene:WBGene00007445_2
gene:WBGene00007445,FLAIR_gene:WBGene00007445_1,tr_gene:WBGene00007445_1
gene:WBGene00007449,FLAIR_gene:WBGene00007449_1,tr_gene:WBGene00007449_1
gene:WBGene00007455,FLAIR_gene:WBGene00007455_1,tr_gene:WBGene00007455_1
gene:WBGene00007458,FLAIR_gene:WBGene00007458_1,tr_gene:WBGene00007458_1
gene:WBGene00007459,FLAIR_gene:WBGene00007459_1,tr_gene:WBGene00007459_1
gene:WBGene00007460,FLAIR_gene:WBGene00007460_2,tr_gene:WBGene00007460_2
gene:WBGene00007460,FLAIR_gene:WBGene00007460_1,tr_gene:WBGene00007460_1
gene:WBGene00007476,FLAIR_gene:WBGene00007476_1,tr_gene:WBGene00007476_1
gene:WBGene00007492,FLAIR_gene:WBGene00007492_1,tr_gene:WBGene00007492_2
gene:WBGene00007492,FLAIR_gene:WBGene00007492_2,tr_gene:WBGene00007492_3
gene:WBGene00007492,FLAIR_gene:WBGene00007492_3,tr_gene:WBGene00007492_1
gene:WBGene00007493,FLAIR_gene:WBGene00007493_1,tr_gene:WBGene00007493_1
gene:WBGene00007496,FLAIR_gene:WBGene00007496_1,tr_gene:WBGene00007496_1
gene:WBGene00007496,FLAIR_gene:WBGene00007496_2,tr_gene:WBGene00007496_2
gene:WBGene00007505,FLAIR_gene:WBGene00007505_1,tr_gene:WBGene00007505_1
gene:WBGene00007506,FLAIR_gene:WBGene00007506_1,tr_gene:WBGene00007506_1
gene:WBGene00007508,FLAIR_gene:WBGene00007508_1,tr_gene:WBGene00007508_1
gene:WBGene00007513,FLAIR_gene:WBGene00007513_1,tr_gene:WBGene00007513_1
gene:WBGene00007514,FLAIR_gene:WBGene00007514_1,tr_gene:WBGene00007514_1
gene:WBGene00007696,FLAIR_gene:WBGene00007696_2,tr_gene:WBGene00007696_2
gene:WBGene00007696,FLAIR_gene:WBGene00007696_1,tr_gene:WBGene00007696_1
gene:WBGene00007697,FLAIR_gene:WBGene00007697_1,tr_gene:WBGene00007697_1
gene:WBGene00007698,FLAIR_gene:WBGene00007698_1,tr_gene:WBGene00007698_1
gene:WBGene00007730,FLAIR_gene:WBGene00007730_1,tr_gene:WBGene00007730_1
gene:WBGene00007732,FLAIR_gene:WBGene00007732_1,tr_gene:WBGene00007732_1
gene:WBGene00007736,FLAIR_gene:WBGene00007736_1,tr_gene:WBGene00007736_1
gene:WBGene00007752,FLAIR_gene:WBGene00007752_1,tr_gene:WBGene00007752_1
gene:WBGene00007760,FLAIR_gene:WBGene00007760_1,tr_gene:WBGene00007760_1
gene:WBGene00007761,FLAIR_gene:WBGene00007761_1,tr_gene:WBGene00007761_1
gene:WBGene00007762,FLAIR_gene:WBGene00007762_1,tr_gene:WBGene00007762_1
gene:WBGene00007765,FLAIR_gene:WBGene00007765_1,tr_gene:WBGene00007765_1
gene:WBGene00007779,FLAIR_gene:WBGene00007779_1,tr_gene:WBGene00007779_1
gene:WBGene00007780,FLAIR_gene:WBGene00007780_1,tr_gene:WBGene00007780_1
gene:WBGene00007808,FLAIR_gene:WBGene00007808_1,tr_gene:WBGene00007808_1
gene:WBGene00007824,FLAIR_gene:WBGene00007824_2,tr_gene:WBGene00007824_2
gene:WBGene00007824,FLAIR_gene:WBGene00007824_1,tr_gene:WBGene00007824_1
gene:WBGene00007825,FLAIR_gene:WBGene00007825_1,tr_gene:WBGene00007825_1
gene:WBGene00007826,FLAIR_gene:WBGene00007826_1,tr_gene:WBGene00007826_1
gene:WBGene00007867,FLAIR_gene:WBGene00007867_1,tr_gene:WBGene00007867_1
gene:WBGene00007872,FLAIR_gene:WBGene00007872_1,tr_gene:WBGene00007872_1
gene:WBGene00007873,FLAIR_gene:WBGene00007873_1,tr_gene:WBGene00007873_1
gene:WBGene00007875,FLAIR_gene:WBGene00007875_1,tr_gene:WBGene00007875_1
gene:WBGene00007880,FLAIR_gene:WBGene00007880_1,tr_gene:WBGene00007880_1
gene:WBGene00007882,FLAIR_gene:WBGene00007882_1,tr_gene:WBGene00007882_1
gene:WBGene00007886,FLAIR_gene:WBGene00007886_1,tr_gene:WBGene00007886_1
gene:WBGene00007890,FLAIR_gene:WBGene00007890_1,tr_gene:WBGene00007890_1
gene:WBGene00008032,FLAIR_gene:WBGene00008032_2,tr_gene:WBGene00008032_2
gene:WBGene00008032,FLAIR_gene:WBGene00008032_1,tr_gene:WBGene00008032_1
gene:WBGene00008034,FLAIR_gene:WBGene00008034_1,tr_gene:WBGene00008034_1
gene:WBGene00008035,FLAIR_gene:WBGene00008035_1,tr_gene:WBGene00008035_1
gene:WBGene00008113,FLAIR_gene:WBGene00008113_1,tr_gene:WBGene00008113_1
gene:WBGene00008114,FLAIR_gene:WBGene00008114_1,tr_gene:WBGene00008114_1
gene:WBGene00008123,FLAIR_gene:WBGene00008123_1,tr_gene:WBGene00008123_1
gene:WBGene00008147,FLAIR_gene:WBGene00008147_2,tr_gene:WBGene00008147_2
gene:WBGene00008147,FLAIR_gene:WBGene00008147_1,tr_gene:WBGene00008147_1
gene:WBGene00008148,FLAIR_gene:WBGene00008148_1,tr_gene:WBGene00008148_1
gene:WBGene00008148,FLAIR_gene:WBGene00008148_2,tr_gene:WBGene00008148_2
gene:WBGene00008149,FLAIR_gene:WBGene00008149_2,tr_gene:WBGene00008149_2
gene:WBGene00008149,FLAIR_gene:WBGene00008149_1,tr_gene:WBGene00008149_1
gene:WBGene00008151,FLAIR_gene:WBGene00008151_1,tr_gene:WBGene00008151_1
gene:WBGene00008178,FLAIR_gene:WBGene00008178_1,tr_gene:WBGene00008178_1
gene:WBGene00008194,FLAIR_gene:WBGene00008194_1,tr_gene:WBGene00008194_1
gene:WBGene00008195,FLAIR_gene:WBGene00008195_1,tr_gene:WBGene00008195_1
gene:WBGene00008196,FLAIR_gene:WBGene00008196_1,tr_gene:WBGene00008196_1
gene:WBGene00008197,FLAIR_gene:WBGene00008197_1,tr_gene:WBGene00008197_1
gene:WBGene00008198,FLAIR_gene:WBGene00008198_1,tr_gene:WBGene00008198_1
gene:WBGene00008199,FLAIR_gene:WBGene00008199_1,tr_gene:WBGene00008199_1
gene:WBGene00008200,FLAIR_gene:WBGene00008200_1,tr_gene:WBGene00008200_1
gene:WBGene00008273,FLAIR_gene:WBGene00008273_1,tr_gene:WBGene00008273_1
gene:WBGene00008274,FLAIR_gene:WBGene00008274_2,tr_gene:WBGene00008274_2
gene:WBGene00008274,FLAIR_gene:WBGene00008274_1,tr_gene:WBGene00008274_1
gene:WBGene00008275,FLAIR_gene:WBGene00008275_2,tr_gene:WBGene00008275_2
gene:WBGene00008275,FLAIR_gene:WBGene00008275_1,tr_gene:WBGene00008275_1
