ujc_id,num_xscripts,junction_string
trX_17844949_17847944_15553,1,X:17845420:17845490:+|X:17845758:17846931:+|X:17847419:17847482:+
trX_17844949_17848223_16308,1,X:17845360:17845490:+|X:17845758:17846683:+|X:17846792:17846931:+|X:17847419:17847482:+
trX_17848110_17849848_10550,1,X:17848761:17848819:-|X:17849054:17849117:-|X:17849345:17849414:-|X:17849710:17849776:-
trX_17848110_17850342_12925,1,X:17848761:17848819:-|X:17849054:17849117:-|X:17849345:17849414:-|X:17849710:17849776:-|X:17849810:17849908:-|X:17850068:17850289:-
trX_17848110_17850342_12926,1,X:17848761:17848819:-|X:17849054:17849117:-|X:17849345:17849414:-|X:17849710:17849776:-|X:17849810:17849908:-
trX_17848110_17850342_12927,1,X:17848761:17848819:-|X:17849054:17849117:-|X:17849345:17849414:-|X:17849710:17849776:-|X:17849810:17849908:-|X:17850068:17850213:-
trX_17850460_17851889_8797,1,X:17850683:17850745:+|X:17850847:17850908:+
trX_17857112_17858433_8164,1,X:17857650:17858052:+
trX_17857112_17858433_8165,1,X:17857358:17857492:+|X:17857650:17858052:+
trX_17856974_17858433_8977,1,X:17857015:17857164:+|X:17857358:17857503:+|X:17857650:17858052:+
trX_17857112_17858610_9202,1,X:17857358:17857473:+|X:17857650:17858052:+
trX_17858379_17860800_13712,1,X:17860002:17860068:-|X:17860653:17860722:-
trX_17861002_17862775_10767,2,X:17861679:17861838:+|X:17862200:17862274:+
trX_17888177_17889404_7545,1,X:17889123:17889202:+
trX_17883718_17885238_9335,1,X:17884475:17884640:+
trX_17889826_17892904_15797,1,X:17890149:17890461:+|X:17890673:17891588:+|X:17891934:17892452:+
trX_17889826_17892904_15798,1,X:17890149:17890461:+|X:17890673:17892452:+
trX_17889826_17898603_23302,1,X:17890149:17890461:+|X:17890673:17891588:+|X:17891934:17897188:+|X:17897230:17897376:+|X:17897614:17897691:+|X:17898075:17898153:+
trX_17889826_17898603_23303,1,X:17890149:17890461:+|X:17890673:17896528:+|X:17896661:17897188:+|X:17897230:17897376:+|X:17897614:17897691:+|X:17898075:17898153:+
trX_17889547_17898603_23479,1,X:17889795:17889926:+|X:17890149:17890461:+|X:17890673:17896528:+|X:17896661:17897188:+|X:17897230:17897376:+|X:17897614:17897691:+|X:17898075:17898153:+
trX_17889547_17898603_23480,1,X:17889795:17889926:+|X:17890149:17890461:+|X:17890673:17897188:+|X:17897230:17897376:+|X:17897614:17897691:+|X:17898075:17898153:+
trX_17889547_17898603_23481,1,X:17889795:17889926:+|X:17890149:17890461:+|X:17890673:17891588:+|X:17891934:17897188:+|X:17897230:17897376:+|X:17897614:17897691:+|X:17898075:17898153:+
trX_17906031_17907261_7583,1,X:17906337:17906653:-|X:17906878:17906952:-
trX_17911462_17924163_25160,1,X:17911703:17918328:+|X:17918588:17918758:+|X:17918971:17920580:+|X:17921178:17921238:+|X:17921697:17921764:+|X:17922163:17922223:+
trX_17911462_17924163_25161,1,X:17911768:17918328:+|X:17918588:17918758:+|X:17918971:17920580:+|X:17921178:17921238:+|X:17921697:17921764:+|X:17922163:17922223:+
trX_18005897_18007606_10394,1,monoexon_18005897_18007606
trX_18023870_18028261_18599,1,X:18024095:18024457:+|X:18024905:18024974:+|X:18025119:18025181:+|X:18025768:18025826:+|X:18025963:18026032:+|X:18026178:18026231:+|X:18026359:18026423:+|X:18026597:18026655:+|X:18026770:18026827:+|X:18026935:18026995:+|X:18027086:18027143:+|X:18027360:18027419:+|X:18027515:18027572:+|X:18027714:18027769:+|X:18028005:18028076:+
trX_18044071_18048720_19024,1,X:18044165:18044285:+|X:18044723:18044781:+|X:18044938:18045163:+|X:18045362:18045610:+|X:18045969:18046078:+|X:18046234:18046303:+|X:18047144:18047203:+|X:18047536:18047701:+|X:18047819:18047881:+|X:18047956:18048015:+
trX_18044071_18048720_19025,1,X:18044165:18044285:+|X:18044723:18044781:+|X:18044938:18045018:+|X:18045104:18045163:+|X:18045362:18045610:+|X:18045969:18046078:+|X:18046234:18046303:+|X:18047144:18047203:+|X:18047536:18047701:+|X:18047819:18047881:+|X:18047956:18048015:+
trX_18079017_18085462_21366,1,X:18079930:18079993:-|X:18080126:18080188:-|X:18080357:18080416:-|X:18081391:18081743:-|X:18082141:18082219:-|X:18082379:18085198:-
trX_18078863_18085407_21481,1,X:18079930:18079993:-|X:18080126:18080188:-|X:18080357:18080416:-|X:18081391:18081743:-|X:18082141:18082219:-|X:18082379:18084779:-
trX_18078491_18085407_21854,1,X:18079930:18079993:-|X:18080126:18080188:-|X:18080357:18080416:-|X:18081391:18081743:-|X:18082141:18082219:-|X:18082379:18085194:-
trX_18078863_18088532_23768,1,X:18079930:18079993:-|X:18080126:18080188:-|X:18080357:18080416:-|X:18081391:18081743:-|X:18082141:18082219:-|X:18082379:18088366:-
trX_18085761_18088418_14523,2,monoexon_18085761_18088418
trX_18088725_18090509_10826,1,X:18089231:18089295:-|X:18089924:18089983:-|X:18090237:18090317:-
trX_18088725_18090509_10827,1,X:18089231:18089295:-|X:18090237:18090317:-
trX_18094590_18097413_15023,1,X:18094754:18095085:+|X:18096453:18096516:+|X:18096621:18096691:+
trX_18094590_18097413_15024,1,X:18094815:18095085:+|X:18096453:18096516:+|X:18096621:18096691:+
trX_18094590_18097413_15025,1,X:18094754:18095085:+|X:18096453:18096516:+|X:18096621:18096691:+|X:18096873:18096981:+
trX_18093145_18097413_18389,1,X:18093457:18093511:+|X:18093622:18095085:+|X:18096453:18096516:+|X:18096621:18096691:+
trX_18093145_18097413_18390,1,X:18093457:18093511:+|X:18094097:18095085:+|X:18096453:18096516:+|X:18096621:18096691:+
trX_18097558_18099746_12751,1,X:18098511:18098579:-|X:18098800:18098868:-|X:18099222:18099287:-|X:18099442:18099506:-
trX_18097558_18100261_14672,1,X:18098511:18098579:-|X:18098800:18098868:-|X:18099222:18099287:-|X:18099442:18099506:-|X:18099722:18100065:-
trX_18097558_18101314_17435,1,X:18098511:18098579:-|X:18098800:18098868:-|X:18099222:18099287:-|X:18099442:18099506:-|X:18099722:18101093:-
trX_18103653_18105393_10559,1,X:18104045:18104110:+|X:18104584:18104744:+
trX_18155369_18174744_26972,1,X:18155732:18161059:+|X:18161292:18167632:+|X:18167656:18167785:+|X:18167833:18168403:+|X:18168492:18169489:+|X:18169567:18169696:+|X:18169784:18169989:+
trX_18155369_18174744_26973,1,X:18155732:18161013:+|X:18161292:18167632:+|X:18167656:18167785:+|X:18167833:18168403:+|X:18168492:18169489:+|X:18169567:18169696:+|X:18169784:18169989:+
trX_18155369_18174744_26974,1,X:18155594:18161013:+|X:18161292:18167632:+|X:18167656:18167785:+|X:18167833:18168403:+|X:18168492:18169489:+|X:18169567:18169696:+|X:18169784:18169989:+
trX_18155369_18174744_26975,1,X:18155590:18161013:+|X:18161292:18167632:+|X:18167656:18167785:+|X:18167833:18168403:+|X:18168492:18169489:+|X:18169567:18169696:+|X:18169784:18169989:+
trX_18178526_18179472_5614,1,monoexon_18178526_18179472
trX_18204403_18205144_4069,1,X:18204830:18204959:-
trX_18209427_18210741_8119,1,X:18209818:18210214:+
trX_18240654_18243284_14439,1,X:18241881:18242080:-|X:18242217:18242565:-|X:18243091:18243198:-
trX_18258551_18259517_5755,2,X:18259103:18259167:-
trX_18292380_18293059_3515,1,monoexon_18292380_18293059
trX_18314124_18315901_10797,1,X:18314936:18315017:-|X:18315336:18315582:-
trX_18314124_18321193_21996,1,X:18314936:18315017:-|X:18315336:18319398:-|X:18319442:18320947:-
trX_18322958_18356191_28764,2,X:18326775:18327195:-|X:18328564:18328950:-|X:18329481:18330397:-|X:18330519:18354873:-|X:18354994:18355921:-
trX_18358881_18362527_17199,2,X:18359008:18359065:+|X:18359555:18359931:+|X:18360456:18361227:+
trX_18380082_18381479_8603,1,X:18380930:18380991:+|X:18381099:18381162:+
trX_18415415_18416911_9189,1,X:18415538:18415612:+
trX_18437490_18438233_4088,1,monoexon_18437490_18438233
trX_18480101_18483772_17254,1,X:18480484:18480542:-|X:18480728:18480794:-|X:18481065:18481161:-|X:18481228:18482309:-|X:18482489:18482555:-|X:18482643:18483441:-
trX_18479983_18483772_17499,2,X:18480484:18480542:-|X:18480728:18480794:-|X:18481065:18481161:-|X:18481228:18481357:-|X:18482133:18482309:-|X:18482489:18482555:-|X:18482643:18483441:-
trX_18484487_18486921_13763,1,X:18484995:18485054:-|X:18485237:18485296:-|X:18485579:18485645:-|X:18485754:18485813:-|X:18485996:18486063:-|X:18486147:18486633:-
trX_18487450_18489620_12685,1,X:18487988:18488046:-|X:18488217:18488274:-|X:18489154:18489396:-
trX_18491185_18492006_4721,1,monoexon_18491185_18492006
trX_18493193_18494168_5809,2,X:18493774:18493848:-
trX_18495067_18499986_19454,3,X:18497502:18497945:-|X:18498421:18499232:-
trX_18500127_18501258_6854,1,monoexon_18500127_18501258
trX_18505883_18512521_21574,2,X:18506353:18506416:-|X:18506656:18507476:-|X:18508681:18512044:-
trX_18512829_18514867_12115,2,X:18513829:18514337:-
trX_18521074_18522445_8460,1,monoexon_18521074_18522445
trX_18526862_18528266_8636,1,monoexon_18526862_18528266
trX_18528683_18529593_5371,1,monoexon_18528683_18529593
trX_18606610_18617589_24463,1,X:18610354:18610427:-|X:18610793:18610853:-|X:18610948:18611002:-|X:18612603:18612664:-|X:18612874:18617473:-
trX_18624042_18634908_24404,1,X:18625064:18625638:-|X:18625817:18628474:-|X:18628708:18628775:-|X:18629251:18634409:-
trX_18624042_18634908_24405,1,X:18625064:18625638:-|X:18625817:18625969:-|X:18626147:18628474:-|X:18628708:18628775:-|X:18629251:18634409:-
trX_18648182_18649489_8057,1,X:18648456:18648516:+
trX_18649396_18650444_6329,1,X:18650092:18650153:-
trX_18650718_18653091_13533,1,X:18652787:18652864:-
trX_18653392_18657234_17605,1,X:18654190:18654296:-|X:18654421:18654547:-|X:18654740:18654807:-|X:18656270:18656324:-|X:18656645:18656714:-
trX_18653392_18657286_17694,1,X:18654190:18654296:-|X:18654421:18654547:-|X:18654740:18654807:-|X:18656270:18656324:-|X:18656645:18656714:-|X:18656975:18657098:-
trX_18660472_18662153_10230,1,X:18660668:18661239:-|X:18661675:18661729:-|X:18661902:18661965:-
trX_18709865_18711638_10768,1,X:18710073:18710134:+|X:18710667:18710725:+|X:18711195:18711257:+
trX_18739216_18739895_3516,1,monoexon_18739216_18739895
trX_18746367_18748306_11626,1,X:18746874:18746932:-
trX_18764483_18774027_23718,1,X:18765226:18765307:-|X:18765493:18765888:-|X:18766169:18766232:-|X:18766432:18773212:-
trX_18779633_18781345_10417,1,X:18779845:18780681:+|X:18781004:18781078:+
trX_18776498_18781345_19356,1,X:18776855:18780681:+|X:18781004:18781078:+
trX_18775228_18781345_21033,1,X:18775629:18780681:+|X:18781004:18781078:+
trX_18781265_18783494_12913,1,X:18781857:18781914:-|X:18782655:18782713:-|X:18783233:18783296:-
trX_18785805_18786210_1483,1,X:18785927:18786001:+
trX_18786142_18788210_12242,1,X:18786542:18786599:-|X:18787340:18787398:-|X:18787918:18787981:-
trX_18791668_18793517_11143,1,monoexon_18791668_18793517
trX_18806694_18812002_19987,1,X:18807027:18807104:+|X:18807153:18807205:+|X:18807400:18807474:+|X:18808473:18808536:+|X:18808670:18808729:+|X:18808940:18809002:+|X:18809073:18809137:+|X:18809414:18809473:+|X:18809653:18809716:+|X:18809964:18810028:+|X:18810477:18810539:+|X:18810715:18810789:+
trX_18830591_18832123_9401,1,X:18831143:18831223:+
trX_18832682_18842901_24074,1,X:18832946:18837993:+|X:18838342:18840382:+|X:18840460:18840532:+|X:18840558:18840630:+|X:18841120:18842218:+
trX_18832682_18842901_24075,1,X:18832946:18838085:+|X:18838342:18840382:+|X:18840460:18840532:+|X:18840558:18840630:+|X:18841120:18842218:+
trX_18832682_18842901_24076,1,X:18832946:18837993:+|X:18838342:18840382:+|X:18840460:18840532:+|X:18840558:18840630:+|X:18842007:18842218:+
trX_18846389_18848566_12708,1,X:18847318:18847382:-
trX_18855873_18857757_11327,3,X:18856433:18857069:-
trX_18858203_18860072_11256,1,X:18858316:18858379:+|X:18858432:18858489:+|X:18859641:18859699:+
trX_18861197_18863776_14290,2,monoexon_18861197_18863776
trX_18884513_18888860_18517,2,X:18885174:18885829:+|X:18885962:18886020:+|X:18886743:18886836:+|X:18886995:18887053:+|X:18887212:18887300:+
trX_18888978_18893636_19040,1,X:18889873:18890067:-|X:18890481:18890741:-|X:18891860:18892043:-|X:18892685:18892759:-
trX_18888978_18893636_19041,1,X:18889873:18890067:-|X:18890448:18890741:-|X:18891860:18892043:-|X:18892685:18892759:-
trX_18888978_18893636_19042,1,X:18889873:18890067:-|X:18890481:18890546:-|X:18891860:18892043:-|X:18892685:18892759:-
trX_18894446_18896581_12521,2,X:18894893:18895025:+|X:18895898:18895955:+
trX_18900410_18909287_23379,1,X:18900567:18900731:+|X:18900960:18907499:+|X:18907668:18907731:+|X:18907859:18908277:+|X:18908374:18908884:+
trX_18900410_18910058_23761,1,X:18900567:18900731:+|X:18900960:18906075:+|X:18906134:18907499:+|X:18907668:18907731:+|X:18907859:18908277:+|X:18908374:18908884:+
trX_18900410_18911843_24674,1,X:18900567:18900731:+|X:18900960:18906075:+|X:18906134:18907499:+|X:18907668:18907731:+|X:18907859:18908250:+|X:18908374:18908884:+
trX_19056911_19067792_24411,1,X:19057004:19065398:+
trX_19077720_19078592_5099,1,X:19077811:19077873:+
trX_19081665_19082566_5294,1,X:19081749:19081865:+
trX_19082609_19083290_3542,1,monoexon_19082609_19083290
trX_19123755_19124388_3150,1,monoexon_19123755_19124388
trX_19125003_19127316_13272,2,X:19125644:19126006:-|X:19126287:19126355:-|X:19126463:19126760:-
trX_19135081_19135868_4464,1,X:19135738:19135793:-
trX_19168777_19170883_12398,1,X:19169516:19169810:-
trX_19176109_19179830_17342,2,X:19177962:19178040:-|X:19178247:19179000:-
trX_19180173_19182024_11162,1,monoexon_19180173_19182024
trX_19184466_19187278_14993,1,X:19185447:19185690:+|X:19186206:19186278:+|X:19186443:19186534:+
trX_19183421_19187278_17631,2,X:19183725:19185690:+|X:19186206:19186278:+|X:19186443:19186534:+
trX_19188035_19190193_12625,1,X:19188283:19189034:+|X:19189547:19189640:+|X:19189805:19189885:+
trX_19190214_19191029_4684,1,monoexon_19190214_19191029
trX_19192219_19193448_7575,1,monoexon_19192219_19193448
trX_19193555_19196037_13929,1,X:19193869:19193948:+|X:19194018:19194424:+|X:19194998:19195059:+
trX_19193555_19196037_13930,1,X:19193869:19193948:+|X:19194018:19194496:+|X:19194998:19195059:+
trX_19199027_19201979_15411,1,X:19199464:19201464:-
trX_19196058_19201780_20558,1,X:19198143:19198231:-|X:19198449:19198517:-|X:19198781:19199273:-|X:19199464:19201464:-
trX_19196058_19201780_20559,1,X:19198143:19198231:-|X:19198449:19198517:-|X:19198781:19199273:-|X:19199464:19199827:-|X:19199885:19201464:-
trX_19208694_19212082_16597,2,X:19209128:19209198:-|X:19209546:19209619:-|X:19210340:19210839:-|X:19211148:19211203:-
trX_19213254_19214938_10257,1,X:19213406:19213477:+
trX_19215515_19216660_6948,2,monoexon_19215515_19216660
trX_19220622_19235910_26021,1,X:19221068:19232269:+|X:19234870:19235000:+
trX_19220622_19235910_26022,1,X:19221068:19232269:+|X:19234870:19235003:+|X:19235133:19235314:+
trX_19236059_19241840_20626,1,X:19236313:19236505:-|X:19237740:19237899:-|X:19238169:19238309:-|X:19238473:19241313:-
trX_19243631_19245224_9747,1,X:19243811:19243877:+|X:19244657:19244719:+
trX_19245158_19247250_12331,1,X:19246395:19246737:-|X:19246994:19247054:-
trX_19248988_19252045_15739,1,X:19249323:19249739:+|X:19250202:19250754:+
trX_19248639_19252045_16642,1,X:19249323:19249739:+|X:19250202:19250754:+|X:19251274:19251451:+
trX_19252111_19259843_22550,1,X:19253744:19253802:-|X:19254531:19254603:-|X:19255521:19255591:-|X:19255715:19255818:-|X:19256606:19256775:-|X:19256983:19257047:-|X:19257223:19257291:-|X:19258154:19258213:-|X:19258366:19258827:-|X:19259372:19259436:-|X:19259646:19259717:-
trX_19252111_19261240_23520,1,X:19253744:19253802:-|X:19254531:19254603:-|X:19255521:19255591:-|X:19255715:19255818:-|X:19256606:19256775:-|X:19256983:19257047:-|X:19257223:19257291:-|X:19258154:19258213:-|X:19258366:19258827:-|X:19259372:19259436:-|X:19259646:19260987:-
trX_19252111_19261240_23521,1,X:19253744:19253802:-|X:19254531:19254603:-|X:19255521:19255591:-|X:19255715:19255818:-|X:19256606:19256775:-|X:19256983:19257047:-|X:19257223:19257291:-|X:19257358:19257419:-|X:19258154:19258213:-|X:19258366:19258827:-|X:19259372:19259436:-|X:19259646:19260987:-
trX_19266656_19268896_12960,1,X:19267251:19267318:-|X:19268040:19268505:-|X:19268598:19268677:-
trX_19277260_19280349_15828,1,X:19277564:19277644:-|X:19277764:19277833:-|X:19277977:19278974:-
trX_19277176_19280349_16049,1,X:19277564:19277644:-|X:19277764:19277833:-|X:19277977:19278974:-|X:19279987:19280173:-
trX_19282520_19284801_13121,1,X:19282935:19283002:-|X:19283193:19283357:-
trX_19281232_19298162_26429,1,X:19282935:19283002:-|X:19283193:19283357:-|X:19284818:19297116:-
trX_19301330_19305299_17837,1,X:19301723:19301800:-|X:19303092:19303413:-|X:19303539:19303637:-|X:19304094:19305294:-
trX_19301330_19307925_21521,1,X:19301723:19301800:-|X:19303092:19303413:-|X:19303539:19303637:-|X:19304094:19307639:-
trX_19353181_19470041_30960,1,X:19353653:19362967:+|X:19363021:19433154:+|X:19433272:19446273:+|X:19446305:19464193:+|X:19466221:19468307:+
trX_19353181_19470041_30961,1,X:19353583:19362967:+|X:19363021:19433154:+|X:19433272:19446273:+|X:19446305:19464193:+|X:19466221:19468307:+
trX_19353181_19470041_30962,1,X:19353653:19362967:+|X:19363021:19379213:+|X:19379280:19398503:+|X:19398534:19433154:+|X:19433272:19446273:+|X:19446305:19464193:+|X:19466221:19468307:+
trX_19353181_19471914_30971,1,X:19353653:19362967:+|X:19363021:19433154:+|X:19433272:19464193:+|X:19466221:19468307:+
trX_19475063_19476055_5931,1,monoexon_19475063_19476055
trX_19479984_19484643_19043,2,X:19480678:19481018:+|X:19481506:19481598:+|X:19482385:19482452:+|X:19482879:19482952:+|X:19483604:19483684:+
trX_19492421_19493337_5419,1,X:19492586:19492677:+|X:19492997:19493057:+
trX_19493292_19494401_6725,1,monoexon_19493292_19494401
trX_19509768_19518402_23234,1,X:19510130:19510202:+|X:19510278:19511113:+|X:19511345:19511397:+|X:19515644:19515913:+
trX_19509768_19518402_23235,1,X:19510130:19510202:+|X:19510278:19511113:+|X:19511345:19511400:+|X:19515644:19515913:+
trX_19495505_19518402_27641,1,X:19496183:19509818:+|X:19510130:19510202:+|X:19510278:19511113:+|X:19515644:19515913:+
trX_19531032_19531742_3794,1,monoexon_19531032_19531742
trX_19571169_19573874_14680,1,X:19571704:19571775:-|X:19571893:19571966:-|X:19572187:19572252:-|X:19572425:19572497:-|X:19572613:19572678:-|X:19572800:19572866:-|X:19573228:19573291:-
trX_19570647_19573874_16197,2,X:19571704:19571775:-|X:19571893:19571966:-|X:19572187:19572252:-|X:19572425:19572497:-|X:19572613:19572678:-|X:19572800:19572866:-|X:19573228:19573291:-|X:19573464:19573604:-
trX_19574785_19579740_19509,1,X:19575969:19576039:-|X:19576395:19576695:-|X:19577199:19577265:-|X:19577594:19579398:-
trX_19574438_19579800_20071,1,X:19574974:19575358:-|X:19575969:19576039:-|X:19576395:19576695:-|X:19577199:19577265:-|X:19577594:19579398:-
trX_19571169_19578502_22213,1,X:19571704:19571775:-|X:19571893:19571966:-|X:19572187:19572252:-|X:19572425:19572497:-|X:19572613:19572678:-|X:19572800:19572866:-|X:19573228:19573291:-|X:19573464:19575358:-|X:19575969:19576039:-|X:19576392:19576695:-|X:19577199:19577265:-|X:19577594:19577902:-
trX_19571169_19579800_23232,1,X:19571704:19571775:-|X:19571893:19571966:-|X:19572187:19572252:-|X:19572425:19572497:-|X:19572613:19572678:-|X:19572800:19572866:-|X:19573228:19573291:-|X:19573464:19575358:-|X:19575969:19576039:-|X:19576395:19576695:-|X:19577199:19577265:-|X:19577594:19579748:-
trX_19569721_19579800_23990,2,X:19571704:19571775:-|X:19571893:19571966:-|X:19572187:19572252:-|X:19572425:19572497:-|X:19572613:19572678:-|X:19572800:19572866:-|X:19573228:19573291:-|X:19573464:19575358:-|X:19575969:19576039:-|X:19576395:19576695:-|X:19577199:19577265:-|X:19577594:19579398:-
trX_19580350_19581981_9948,1,X:19580934:19580996:-
trX_19580350_19581981_9949,1,X:19580934:19581013:-
trX_19583617_19587057_16728,2,X:19583939:19583999:+|X:19584371:19584430:+|X:19584503:19584577:+|X:19584892:19584957:+|X:19585173:19585465:+|X:19585646:19585705:+|X:19586176:19586247:+
trX_19587348_19590170_15018,1,X:19587651:19587712:-|X:19588162:19588223:-|X:19588395:19588455:-|X:19588671:19588751:-|X:19588863:19588922:-|X:19589124:19589180:-|X:19589253:19589331:-|X:19589685:19589753:-
trX_19592609_19595548_15368,1,X:19592968:19593040:+|X:19593394:19593465:+|X:19593538:19593603:+|X:19593805:19593877:+|X:19593989:19594081:+|X:19594297:19594365:+|X:19594537:19594641:+|X:19595106:19595172:+
trX_19599803_19601851_12162,2,X:19600561:19600636:-|X:19601344:19601404:-|X:19601512:19601612:-
trX_19610138_19611153_6071,1,X:19610254:19610381:+|X:19610462:19610528:+|X:19610623:19610696:+
trX_19605199_19611273_20978,1,X:19605682:19609463:+|X:19609489:19610381:+|X:19610462:19610528:+|X:19610623:19610696:+
trX_19605199_19611413_21133,2,X:19605682:19610381:+|X:19610462:19610528:+|X:19610623:19610696:+
trX_19611526_19615596_18005,1,X:19611943:19612012:+|X:19612199:19612288:+|X:19613307:19613913:+|X:19614143:19614213:+|X:19614382:19614442:+|X:19614951:19615024:+|X:19615105:19615184:+
trX_19611526_19615617_18047,1,X:19611943:19612012:+|X:19612199:19612288:+|X:19612875:19612965:+|X:19613307:19613913:+|X:19614143:19614213:+|X:19614382:19614442:+|X:19614951:19615024:+|X:19615105:19615184:+
trX_19611526_19615617_18048,1,X:19611943:19612012:+|X:19612199:19612288:+|X:19612885:19612965:+|X:19613307:19613632:+|X:19614143:19614213:+|X:19614382:19614442:+|X:19614951:19615024:+|X:19615105:19615184:+
trX_19613722_19615617_11387,1,X:19614143:19614213:+|X:19614382:19614442:+|X:19614951:19615024:+|X:19615105:19615184:+
trX_19611526_19615596_18006,1,X:19611943:19612012:+|X:19612199:19612288:+|X:19613307:19613913:+|X:19614143:19614213:+|X:19614382:19614442:+|X:19614951:19615024:+|X:19615105:19615184:+
trX_19611526_19615617_18049,1,X:19611943:19612012:+|X:19612199:19612288:+|X:19612875:19612965:+|X:19613307:19613913:+|X:19614143:19614213:+|X:19614382:19614442:+|X:19614951:19615024:+|X:19615105:19615184:+
trX_19611526_19615617_18050,1,X:19611943:19612012:+|X:19612199:19612288:+|X:19612885:19612965:+|X:19613307:19613632:+|X:19614143:19614213:+|X:19614382:19614442:+|X:19614951:19615024:+|X:19615105:19615184:+
trX_19616196_19616825_3119,2,X:19616406:19616470:+
trX_19616663_19618537_11283,2,X:19618187:19618250:-|X:19618345:19618405:-
trX_19616663_19618537_11284,1,X:19618187:19618250:-|X:19618295:19618405:-
trX_19618819_19621118_13202,1,X:19619123:19619184:-|X:19619391:19619475:-|X:19619925:19619994:-|X:19620633:19620712:-|X:19620783:19620854:-
trX_19618819_19621245_13735,1,X:19619123:19619184:-|X:19619391:19619475:-|X:19619925:19619994:-|X:19620633:19620712:-|X:19620783:19620854:-|X:19620957:19621028:-
trX_19621451_19623074_9899,1,X:19621650:19621777:-|X:19622264:19622335:-|X:19622471:19622537:-|X:19622666:19622729:-|X:19622844:19622913:-
trX_19621451_19623074_9900,1,X:19621650:19622203:-|X:19622264:19622335:-|X:19622471:19622537:-|X:19622666:19622729:-|X:19622844:19622913:-
trX_19621451_19623074_9901,1,X:19621650:19621768:-|X:19622264:19622335:-|X:19622471:19622537:-|X:19622666:19622729:-|X:19622844:19622913:-
trX_19621451_19623074_9902,1,X:19621664:19621777:-|X:19622264:19622335:-|X:19622471:19622537:-|X:19622666:19622729:-|X:19622844:19622913:-
trX_19623114_19625729_14396,2,X:19623354:19623417:+|X:19623548:19623615:+|X:19623714:19623780:+|X:19624462:19624528:+
trX_19625705_19626601_5255,1,monoexon_19625705_19626601
trX_19638889_19640746_11188,1,X:19639076:19639145:+|X:19639393:19639446:+|X:19639820:19639896:+|X:19640090:19640148:+|X:19640239:19640302:+
trX_19638889_19640746_11189,1,X:19639393:19639446:+|X:19639820:19639896:+|X:19640090:19640148:+|X:19640239:19640302:+
trX_19638767_19640746_11842,1,X:19639393:19639455:+|X:19639820:19639896:+|X:19640090:19640148:+|X:19640239:19640302:+
trX_19641191_19642869_10203,1,monoexon_19641191_19642869
trX_19643859_19644395_2384,1,monoexon_19643859_19644395
trX_19643327_19644518_7294,2,X:19643464:19643865:+
trX_19644531_19646176_10014,2,X:19645582:19645633:-|X:19645785:19645846:-
trX_19646306_19652269_20833,2,X:19651317:19651403:-
trX_19652305_19659407_22023,2,X:19652558:19652627:+|X:19653262:19653322:+|X:19653638:19653693:+|X:19654056:19654126:+|X:19654316:19654452:+|X:19655228:19655298:+
trX_19659442_19662293_15119,1,X:19660598:19660664:-|X:19661608:19662004:-
trX_19659442_19663367_17767,1,X:19660598:19660664:-|X:19661608:19662669:-
trX_19659442_19663971_18820,1,X:19660598:19660664:-|X:19661608:19663619:-
trX_19664561_19666866_13238,2,X:19664872:19664935:+|X:19665193:19665252:+
trX_19664561_19666866_13239,1,X:19664869:19664935:+|X:19665193:19665252:+
trX_19672312_19675891_17063,1,X:19673470:19674511:-|X:19675668:19675804:-
trX_19672312_19675891_17064,1,X:19673470:19674505:-|X:19675668:19675847:-
trX_19683808_19687658_17622,2,X:19684096:19684440:+|X:19685910:19685990:+
trX_19687791_19688948_7019,1,X:19688263:19688332:-|X:19688516:19688583:-|X:19688625:19688694:-
trX_19693977_19695250_7839,3,X:19694864:19694929:-
trX_19699820_19701755_11607,2,X:19701488:19701544:-
trX_19701927_19704153_12900,1,X:19702673:19702733:-|X:19703197:19703403:-|X:19703830:19703889:-
trX_19701988_19704259_13081,1,X:19702673:19702733:-|X:19703197:19703403:-|X:19703830:19703889:-|X:19704062:19704139:-
trX_19704176_19706417_12966,1,X:19704588:19704650:+|X:19704939:19705006:+|X:19706113:19706176:+
trX_19718923_19730199_24592,1,X:19719770:19722712:+|X:19722837:19722903:+|X:19723056:19723283:+|X:19723414:19723484:+|X:19723582:19723656:+|X:19723864:19723968:+|X:19724139:19724418:+|X:19724601:19724673:+|X:19725265:19725470:+|X:19725635:19725714:+|X:19725924:19726004:+|X:19726100:19726427:+
trX_19718923_19730199_24593,1,X:19719770:19722712:+|X:19722837:19722903:+|X:19723056:19723283:+|X:19723414:19723484:+|X:19723582:19723656:+|X:19723864:19723968:+|X:19724139:19724418:+|X:19724601:19724673:+|X:19725265:19725470:+|X:19725635:19725714:+|X:19725924:19726004:+|X:19726100:19726430:+
trX_19735570_19740456_19410,1,X:19736075:19736996:+|X:19737361:19737424:+|X:19737588:19737702:+|X:19738043:19738198:+
trX_19740537_19744048_16912,1,X:19741165:19744000:-
trX_19740686_19744335_17201,1,X:19741165:19744262:-
trX_19740537_19744335_17519,1,X:19741202:19744262:-
trX_19740537_19744335_17520,1,X:19741168:19744262:-
trX_19748923_19750167_7661,1,X:19749308:19749388:+|X:19749629:19749689:+
trX_19748314_19750167_11170,1,X:19748549:19748904:+|X:19749308:19749388:+|X:19749629:19749689:+
