gene_id,er_id,ef_id,ef_chr,ef_start,ef_end,ef_strand,ef_exon_ids,ef_transcript_ids,exons_per_ef,transcripts_per_ef,ef_ir_flag,ea_annotation_frequency
gene:WBGene00004755,gene:WBGene00004755:ER9,gene:WBGene00004755:ER9:EF9,IV,11566091,11566194,-,tr_gene:WBGene00004755_1_exon_9,tr_gene:WBGene00004755_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER1,gene:WBGene00004756:ER1:EF1,IV,12355724,12356402,-,tr_gene:WBGene00004756_1_exon_1,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER2,gene:WBGene00004756:ER2:EF2,IV,12356901,12357005,-,tr_gene:WBGene00004756_1_exon_2,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER3,gene:WBGene00004756:ER3:EF3,IV,12357049,12357358,-,tr_gene:WBGene00004756_1_exon_3,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER4,gene:WBGene00004756:ER4:EF4,IV,12357408,12358025,-,tr_gene:WBGene00004756_1_exon_4,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER5,gene:WBGene00004756:ER5:EF5,IV,12358392,12359002,-,tr_gene:WBGene00004756_1_exon_5,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER6,gene:WBGene00004756:ER6:EF6,IV,12359054,12359164,-,tr_gene:WBGene00004756_1_exon_6,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER7,gene:WBGene00004756:ER7:EF7,IV,12359222,12359452,-,tr_gene:WBGene00004756_1_exon_7,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER8,gene:WBGene00004756:ER8:EF8,IV,12359757,12359918,-,tr_gene:WBGene00004756_1_exon_8,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER9,gene:WBGene00004756:ER9:EF9,IV,12359962,12360274,-,tr_gene:WBGene00004756_1_exon_9,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER10,gene:WBGene00004756:ER10:EF10,IV,12360321,12360510,-,tr_gene:WBGene00004756_1_exon_10,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004756,gene:WBGene00004756:ER11,gene:WBGene00004756:ER11:EF11,IV,12360574,12360792,-,tr_gene:WBGene00004756_1_exon_11,tr_gene:WBGene00004756_1,1,1,0,unique
gene:WBGene00004800,gene:WBGene00004800:ER1,gene:WBGene00004800:ER1:EF1,IV,10363320,10363614,-,tr_gene:WBGene00004800_1_exon_1,tr_gene:WBGene00004800_1,1,1,0,unique
gene:WBGene00004800,gene:WBGene00004800:ER2,gene:WBGene00004800:ER2:EF2,IV,10363760,10363955,-,tr_gene:WBGene00004800_1_exon_2,tr_gene:WBGene00004800_1,1,1,0,unique
gene:WBGene00004800,gene:WBGene00004800:ER3,gene:WBGene00004800:ER3:EF3,IV,10364043,10364925,-,tr_gene:WBGene00004800_1_exon_3,tr_gene:WBGene00004800_1,1,1,0,unique
gene:WBGene00004800,gene:WBGene00004800:ER4,gene:WBGene00004800:ER4:EF4,IV,10365379,10365664,-,tr_gene:WBGene00004800_1_exon_4,tr_gene:WBGene00004800_1,1,1,0,unique
gene:WBGene00004800,gene:WBGene00004800:ER5,gene:WBGene00004800:ER5:EF5,IV,10365720,10365849,-,tr_gene:WBGene00004800_1_exon_5,tr_gene:WBGene00004800_1,1,1,0,unique
gene:WBGene00004800,gene:WBGene00004800:ER6,gene:WBGene00004800:ER6:EF6,IV,10365920,10366070,-,tr_gene:WBGene00004800_1_exon_6,tr_gene:WBGene00004800_1,1,1,0,unique
gene:WBGene00004800,gene:WBGene00004800:ER7,gene:WBGene00004800:ER7:EF7,IV,10366134,10366249,-,tr_gene:WBGene00004800_1_exon_7,tr_gene:WBGene00004800_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER1,gene:WBGene00004804:ER1:EF1,IV,5651086,5651840,-,tr_gene:WBGene00004804_1_exon_1,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER2,gene:WBGene00004804:ER2:EF2,IV,5651892,5652260,-,tr_gene:WBGene00004804_1_exon_2,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER3,gene:WBGene00004804:ER3:EF3,IV,5652413,5652672,-,tr_gene:WBGene00004804_1_exon_3,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER4,gene:WBGene00004804:ER4:EF4,IV,5653348,5653501,-,tr_gene:WBGene00004804_1_exon_4,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER5,gene:WBGene00004804:ER5:EF5,IV,5653554,5653876,-,tr_gene:WBGene00004804_1_exon_5,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER6,gene:WBGene00004804:ER6:EF6,IV,5655182,5655607,-,tr_gene:WBGene00004804_1_exon_6,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER7,gene:WBGene00004804:ER7:EF7,IV,5655769,5655908,-,tr_gene:WBGene00004804_1_exon_7,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004804,gene:WBGene00004804:ER8,gene:WBGene00004804:ER8:EF8,IV,5660255,5660523,-,tr_gene:WBGene00004804_1_exon_8,tr_gene:WBGene00004804_1,1,1,0,unique
gene:WBGene00004814,gene:WBGene00004814:ER1,gene:WBGene00004814:ER1:EF1,IV,17165190,17165861,-,tr_gene:WBGene00004814_1_exon_1,tr_gene:WBGene00004814_1,1,1,0,unique
gene:WBGene00004822,gene:WBGene00004822:ER1,gene:WBGene00004822:ER1:EF1,IV,7168709,7169467,+,tr_gene:WBGene00004822_1_exon_1,tr_gene:WBGene00004822_1,1,1,0,unique
gene:WBGene00004824,gene:WBGene00004824:ER1,gene:WBGene00004824:ER1:EF1,IV,786232,786479,-,tr_gene:WBGene00004824_1_exon_1,tr_gene:WBGene00004824_1,1,1,0,unique
gene:WBGene00004824,gene:WBGene00004824:ER2,gene:WBGene00004824:ER2:EF2,IV,786894,787099,-,tr_gene:WBGene00004824_1_exon_2,tr_gene:WBGene00004824_1,1,1,0,unique
gene:WBGene00004824,gene:WBGene00004824:ER3,gene:WBGene00004824:ER3:EF3,IV,791912,792421,-,tr_gene:WBGene00004824_1_exon_3,tr_gene:WBGene00004824_1,1,1,0,unique
gene:WBGene00004824,gene:WBGene00004824:ER4,gene:WBGene00004824:ER4:EF4,IV,792638,792717,-,tr_gene:WBGene00004824_1_exon_4,tr_gene:WBGene00004824_1,1,1,0,unique
gene:WBGene00004824,gene:WBGene00004824:ER5,gene:WBGene00004824:ER5:EF5,IV,793197,793316,-,tr_gene:WBGene00004824_1_exon_5,tr_gene:WBGene00004824_1,1,1,0,unique
gene:WBGene00004824,gene:WBGene00004824:ER6,gene:WBGene00004824:ER6:EF6,IV,793442,794326,-,tr_gene:WBGene00004824_1_exon_6,tr_gene:WBGene00004824_1,1,1,0,unique
gene:WBGene00004881,gene:WBGene00004881:ER1,gene:WBGene00004881:ER1:EF1,IV,6362394,6362647,-,tr_gene:WBGene00004881_1_exon_1|tr_gene:WBGene00004881_2_exon_1,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER1,gene:WBGene00004881:ER1:EF2,IV,6362647,6362654,-,tr_gene:WBGene00004881_1_exon_1|tr_gene:WBGene00004881_2_exon_1,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER2,gene:WBGene00004881:ER2:EF1,IV,6365366,6365453,-,tr_gene:WBGene00004881_1_exon_2|tr_gene:WBGene00004881_2_exon_2,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER3,gene:WBGene00004881:ER3:EF1,IV,6365504,6365850,-,tr_gene:WBGene00004881_1_exon_3|tr_gene:WBGene00004881_2_exon_3,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER4,gene:WBGene00004881:ER4:EF1,IV,6368129,6368208,-,tr_gene:WBGene00004881_1_exon_4|tr_gene:WBGene00004881_2_exon_4,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER5,gene:WBGene00004881:ER5:EF1,IV,6368572,6368714,-,tr_gene:WBGene00004881_1_exon_5|tr_gene:WBGene00004881_2_exon_5,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER6,gene:WBGene00004881:ER6:EF1,IV,6369012,6369113,-,tr_gene:WBGene00004881_1_exon_6|tr_gene:WBGene00004881_2_exon_6,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER7,gene:WBGene00004881:ER7:EF1,IV,6369171,6369313,-,tr_gene:WBGene00004881_1_exon_7|tr_gene:WBGene00004881_2_exon_7,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER8,gene:WBGene00004881:ER8:EF1,IV,6369786,6370161,-,tr_gene:WBGene00004881_1_exon_8|tr_gene:WBGene00004881_2_exon_8,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER9,gene:WBGene00004881:ER9:EF1,IV,6370594,6370941,-,tr_gene:WBGene00004881_1_exon_9|tr_gene:WBGene00004881_2_exon_9,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER10,gene:WBGene00004881:ER10:EF1,IV,6370992,6371865,-,tr_gene:WBGene00004881_1_exon_10|tr_gene:WBGene00004881_2_exon_10,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER11,gene:WBGene00004881:ER11:EF1,IV,6371909,6372002,-,tr_gene:WBGene00004881_1_exon_11|tr_gene:WBGene00004881_2_exon_11,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER12,gene:WBGene00004881:ER12:EF1,IV,6372054,6372284,-,tr_gene:WBGene00004881_1_exon_12|tr_gene:WBGene00004881_2_exon_12,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER13,gene:WBGene00004881:ER13:EF1,IV,6372333,6372545,-,tr_gene:WBGene00004881_1_exon_13|tr_gene:WBGene00004881_2_exon_13,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER14,gene:WBGene00004881:ER14:EF1,IV,6372600,6372779,-,tr_gene:WBGene00004881_1_exon_14|tr_gene:WBGene00004881_2_exon_14,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004881,gene:WBGene00004881:ER15,gene:WBGene00004881:ER15:EF1,IV,6372826,6373087,-,tr_gene:WBGene00004881_1_exon_15|tr_gene:WBGene00004881_2_exon_15,tr_gene:WBGene00004881_1|tr_gene:WBGene00004881_2,2,2,0,constitutive
gene:WBGene00004885,gene:WBGene00004885:ER1,gene:WBGene00004885:ER1:EF1,IV,6740495,6741171,-,tr_gene:WBGene00004885_1_exon_1,tr_gene:WBGene00004885_1,1,1,0,unique
gene:WBGene00004885,gene:WBGene00004885:ER2,gene:WBGene00004885:ER2:EF2,IV,6741223,6741329,-,tr_gene:WBGene00004885_1_exon_2,tr_gene:WBGene00004885_1,1,1,0,unique
gene:WBGene00004885,gene:WBGene00004885:ER3,gene:WBGene00004885:ER3:EF3,IV,6741376,6741438,-,tr_gene:WBGene00004885_1_exon_3,tr_gene:WBGene00004885_1,1,1,0,unique
gene:WBGene00004885,gene:WBGene00004885:ER4,gene:WBGene00004885:ER4:EF4,IV,6741491,6741604,-,tr_gene:WBGene00004885_1_exon_4,tr_gene:WBGene00004885_1,1,1,0,unique
gene:WBGene00004885,gene:WBGene00004885:ER5,gene:WBGene00004885:ER5:EF5,IV,6741653,6741754,-,tr_gene:WBGene00004885_1_exon_5,tr_gene:WBGene00004885_1,1,1,0,unique
gene:WBGene00004885,gene:WBGene00004885:ER6,gene:WBGene00004885:ER6:EF6,IV,6741956,6742304,-,tr_gene:WBGene00004885_1_exon_6,tr_gene:WBGene00004885_1,1,1,0,unique
gene:WBGene00004885,gene:WBGene00004885:ER7,gene:WBGene00004885:ER7:EF7,IV,6742349,6742443,-,tr_gene:WBGene00004885_1_exon_7,tr_gene:WBGene00004885_1,1,1,0,unique
gene:WBGene00004892,tr_gene:WBGene00004892_2_exon_1,tr_gene:WBGene00004892_2_exon_1:EF1,IV,11482667,11483414,-,tr_gene:WBGene00004892_2_exon_1,tr_gene:WBGene00004892_2,1,1,0,unique
gene:WBGene00004892,tr_gene:WBGene00004892_2_exon_2,tr_gene:WBGene00004892_2_exon_2:EF1,IV,11483961,11484137,-,tr_gene:WBGene00004892_2_exon_2,tr_gene:WBGene00004892_2,1,1,0,unique
gene:WBGene00004892,tr_gene:WBGene00004892_2_exon_3,tr_gene:WBGene00004892_2_exon_3:EF1,IV,11484420,11484710,-,tr_gene:WBGene00004892_2_exon_3,tr_gene:WBGene00004892_2,1,1,0,unique
gene:WBGene00004892,tr_gene:WBGene00004892_2_exon_4,tr_gene:WBGene00004892_2_exon_4:EF1,IV,11485359,11485738,-,tr_gene:WBGene00004892_2_exon_4,tr_gene:WBGene00004892_2,1,1,0,unique
gene:WBGene00004892,tr_gene:WBGene00004892_2_exon_5,tr_gene:WBGene00004892_2_exon_5:EF1,IV,11485898,11486108,-,tr_gene:WBGene00004892_2_exon_5,tr_gene:WBGene00004892_2,1,1,0,unique
gene:WBGene00004892,tr_gene:WBGene00004892_2_exon_6,tr_gene:WBGene00004892_2_exon_6:EF1,IV,11496278,11496362,-,tr_gene:WBGene00004892_2_exon_6,tr_gene:WBGene00004892_2,1,1,0,unique
gene:WBGene00004892,tr_gene:WBGene00004892_2_exon_7,tr_gene:WBGene00004892_2_exon_7:EF1,IV,11498082,11498167,-,tr_gene:WBGene00004892_2_exon_7,tr_gene:WBGene00004892_2,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER1,gene:WBGene00004908:ER1:EF1,IV,17312140,17312594,+,tr_gene:WBGene00004908_1_exon_1,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER2,gene:WBGene00004908:ER2:EF2,IV,17312645,17312733,+,tr_gene:WBGene00004908_1_exon_2,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER3,gene:WBGene00004908:ER3:EF3,IV,17312775,17312910,+,tr_gene:WBGene00004908_1_exon_3,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER4,gene:WBGene00004908:ER4:EF4,IV,17312956,17313199,+,tr_gene:WBGene00004908_1_exon_4,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER5,gene:WBGene00004908:ER5:EF5,IV,17313439,17313542,+,tr_gene:WBGene00004908_1_exon_5,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER6,gene:WBGene00004908:ER6:EF6,IV,17313587,17313729,+,tr_gene:WBGene00004908_1_exon_6,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER7,gene:WBGene00004908:ER7:EF7,IV,17313772,17313886,+,tr_gene:WBGene00004908_1_exon_7,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER8,gene:WBGene00004908:ER8:EF8,IV,17313931,17314051,+,tr_gene:WBGene00004908_1_exon_8,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER9,gene:WBGene00004908:ER9:EF9,IV,17314094,17314460,+,tr_gene:WBGene00004908_1_exon_9,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER10,gene:WBGene00004908:ER10:EF10,IV,17314505,17314605,+,tr_gene:WBGene00004908_1_exon_10,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER11,gene:WBGene00004908:ER11:EF11,IV,17314739,17314870,+,tr_gene:WBGene00004908_1_exon_11,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER12,gene:WBGene00004908:ER12:EF12,IV,17314914,17314998,+,tr_gene:WBGene00004908_1_exon_12,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER13,gene:WBGene00004908:ER13:EF13,IV,17315042,17315222,+,tr_gene:WBGene00004908_1_exon_13,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004908,gene:WBGene00004908:ER14,gene:WBGene00004908:ER14:EF14,IV,17315264,17315462,+,tr_gene:WBGene00004908_1_exon_14,tr_gene:WBGene00004908_1,1,1,0,unique
gene:WBGene00004914,gene:WBGene00004914:ER1,gene:WBGene00004914:ER1:EF1,IV,17088057,17088134,+,tr_gene:WBGene00004914_1_exon_1,tr_gene:WBGene00004914_1,1,1,0,unique
gene:WBGene00004914,gene:WBGene00004914:ER2,gene:WBGene00004914:ER2:EF2,IV,17088184,17088312,+,tr_gene:WBGene00004914_1_exon_2,tr_gene:WBGene00004914_1,1,1,0,unique
gene:WBGene00004914,gene:WBGene00004914:ER3,gene:WBGene00004914:ER3:EF3,IV,17088363,17088834,+,tr_gene:WBGene00004914_1_exon_3,tr_gene:WBGene00004914_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER1,gene:WBGene00004929:ER1:EF1,IV,5127005,5127622,-,tr_gene:WBGene00004929_1_exon_1,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER2,gene:WBGene00004929:ER2:EF2,IV,5129026,5129377,-,tr_gene:WBGene00004929_1_exon_2,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER3,gene:WBGene00004929:ER3:EF3,IV,5129748,5129968,-,tr_gene:WBGene00004929_1_exon_3,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER4,gene:WBGene00004929:ER4:EF4,IV,5130432,5130635,-,tr_gene:WBGene00004929_1_exon_4,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER5,gene:WBGene00004929:ER5:EF5,IV,5131298,5131515,-,tr_gene:WBGene00004929_1_exon_5,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER6,gene:WBGene00004929:ER6:EF6,IV,5131762,5131915,-,tr_gene:WBGene00004929_1_exon_6,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER7,gene:WBGene00004929:ER7:EF7,IV,5132104,5132236,-,tr_gene:WBGene00004929_1_exon_7,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004929,gene:WBGene00004929:ER8,gene:WBGene00004929:ER8:EF8,IV,5133587,5133859,-,tr_gene:WBGene00004929_1_exon_8,tr_gene:WBGene00004929_1,1,1,0,unique
gene:WBGene00004954,gene:WBGene00004954:ER1,gene:WBGene00004954:ER1:EF1,IV,6762715,6762966,+,tr_gene:WBGene00004954_1_exon_1,tr_gene:WBGene00004954_1,1,1,0,unique
gene:WBGene00004954,gene:WBGene00004954:ER2,gene:WBGene00004954:ER2:EF2,IV,6763016,6763155,+,tr_gene:WBGene00004954_1_exon_2,tr_gene:WBGene00004954_1,1,1,0,unique
gene:WBGene00004954,gene:WBGene00004954:ER3,gene:WBGene00004954:ER3:EF3,IV,6763584,6763831,+,tr_gene:WBGene00004954_1_exon_3,tr_gene:WBGene00004954_1,1,1,0,unique
gene:WBGene00004954,gene:WBGene00004954:ER4,gene:WBGene00004954:ER4:EF4,IV,6764100,6764393,+,tr_gene:WBGene00004954_1_exon_4,tr_gene:WBGene00004954_1,1,1,0,unique
gene:WBGene00004954,gene:WBGene00004954:ER5,gene:WBGene00004954:ER5:EF5,IV,6764436,6764629,+,tr_gene:WBGene00004954_1_exon_5,tr_gene:WBGene00004954_1,1,1,0,unique
gene:WBGene00004954,gene:WBGene00004954:ER6,gene:WBGene00004954:ER6:EF6,IV,6764672,6764909,+,tr_gene:WBGene00004954_1_exon_6,tr_gene:WBGene00004954_1,1,1,0,unique
gene:WBGene00004954,gene:WBGene00004954:ER7,gene:WBGene00004954:ER7:EF7,IV,6764954,6765200,+,tr_gene:WBGene00004954_1_exon_7,tr_gene:WBGene00004954_1,1,1,0,unique
gene:WBGene00004979,gene:WBGene00004979:ER1,gene:WBGene00004979:ER1:EF1,IV,8132174,8132398,-,tr_gene:WBGene00004979_1_exon_1,tr_gene:WBGene00004979_1,1,1,0,unique
gene:WBGene00004979,gene:WBGene00004979:ER2,gene:WBGene00004979:ER2:EF2,IV,8132444,8132832,-,tr_gene:WBGene00004979_1_exon_2,tr_gene:WBGene00004979_1,1,1,0,unique
gene:WBGene00004979,gene:WBGene00004979:ER3,gene:WBGene00004979:ER3:EF3,IV,8133297,8133416,-,tr_gene:WBGene00004979_1_exon_3,tr_gene:WBGene00004979_1,1,1,0,unique
gene:WBGene00004979,gene:WBGene00004979:ER4,gene:WBGene00004979:ER4:EF4,IV,8133472,8133561,-,tr_gene:WBGene00004979_1_exon_4,tr_gene:WBGene00004979_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER1,gene:WBGene00004981:ER1:EF1,IV,379897,380249,-,tr_gene:WBGene00004981_1_exon_1,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER2,gene:WBGene00004981:ER2:EF2,IV,380300,380565,-,tr_gene:WBGene00004981_1_exon_2,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER3,gene:WBGene00004981:ER3:EF3,IV,380614,380735,-,tr_gene:WBGene00004981_1_exon_3,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER4,gene:WBGene00004981:ER4:EF4,IV,380784,380931,-,tr_gene:WBGene00004981_1_exon_4,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER5,gene:WBGene00004981:ER5:EF5,IV,381132,381376,-,tr_gene:WBGene00004981_1_exon_5,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER6,gene:WBGene00004981:ER6:EF6,IV,381423,381602,-,tr_gene:WBGene00004981_1_exon_6,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER7,gene:WBGene00004981:ER7:EF7,IV,382556,382705,-,tr_gene:WBGene00004981_1_exon_7,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER8,gene:WBGene00004981:ER8:EF8,IV,382755,382892,-,tr_gene:WBGene00004981_1_exon_8,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER9,gene:WBGene00004981:ER9:EF9,IV,382940,383051,-,tr_gene:WBGene00004981_1_exon_9,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004981,gene:WBGene00004981:ER10,gene:WBGene00004981:ER10:EF10,IV,383105,383185,-,tr_gene:WBGene00004981_1_exon_10,tr_gene:WBGene00004981_1,1,1,0,unique
gene:WBGene00004985,gene:WBGene00004985:ER1,gene:WBGene00004985:ER1:EF1,IV,11123132,11123567,-,tr_gene:WBGene00004985_1_exon_1,tr_gene:WBGene00004985_1,1,1,0,unique
gene:WBGene00004985,gene:WBGene00004985:ER2,gene:WBGene00004985:ER2:EF2,IV,11123613,11123704,-,tr_gene:WBGene00004985_1_exon_2,tr_gene:WBGene00004985_1,1,1,0,unique
gene:WBGene00004985,gene:WBGene00004985:ER3,gene:WBGene00004985:ER3:EF3,IV,11123771,11123999,-,tr_gene:WBGene00004985_1_exon_3,tr_gene:WBGene00004985_1,1,1,0,unique
gene:WBGene00004985,gene:WBGene00004985:ER4,gene:WBGene00004985:ER4:EF4,IV,11124046,11124143,-,tr_gene:WBGene00004985_1_exon_4,tr_gene:WBGene00004985_1,1,1,0,unique
gene:WBGene00004985,gene:WBGene00004985:ER5,gene:WBGene00004985:ER5:EF5,IV,11124187,11124422,-,tr_gene:WBGene00004985_1_exon_5,tr_gene:WBGene00004985_1,1,1,0,unique
gene:WBGene00004985,gene:WBGene00004985:ER6,gene:WBGene00004985:ER6:EF6,IV,11124472,11124642,-,tr_gene:WBGene00004985_1_exon_6,tr_gene:WBGene00004985_1,1,1,0,unique
gene:WBGene00004985,gene:WBGene00004985:ER7,gene:WBGene00004985:ER7:EF7,IV,11124687,11124757,-,tr_gene:WBGene00004985_1_exon_7,tr_gene:WBGene00004985_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER1,gene:WBGene00004993:ER1:EF1,IV,8481663,8481752,+,tr_gene:WBGene00004993_1_exon_1,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER2,gene:WBGene00004993:ER2:EF2,IV,8481809,8481968,+,tr_gene:WBGene00004993_1_exon_2,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER3,gene:WBGene00004993:ER3:EF3,IV,8482011,8482137,+,tr_gene:WBGene00004993_1_exon_3,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER4,gene:WBGene00004993:ER4:EF4,IV,8482186,8482267,+,tr_gene:WBGene00004993_1_exon_4,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER5,gene:WBGene00004993:ER5:EF5,IV,8482315,8482636,+,tr_gene:WBGene00004993_1_exon_5,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER6,gene:WBGene00004993:ER6:EF6,IV,8482743,8482921,+,tr_gene:WBGene00004993_1_exon_6,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER7,gene:WBGene00004993:ER7:EF7,IV,8482967,8483131,+,tr_gene:WBGene00004993_1_exon_7,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER8,gene:WBGene00004993:ER8:EF8,IV,8483362,8483446,+,tr_gene:WBGene00004993_1_exon_8,tr_gene:WBGene00004993_1,1,1,0,unique
gene:WBGene00004993,gene:WBGene00004993:ER9,gene:WBGene00004993:ER9:EF9,IV,8483525,8483710,+,tr_gene:WBGene00004993_1_exon_9,tr_gene:WBGene00004993_1,1,1,0,unique
