gene_id,ujc_id,num_xscripts,junction_string
FBgn0030350,tr_FBtr0073570,1,X:11887415:11887483:+|X:11887567:11887631:+
FBgn0030351,tr_FBtr0073571,1,X:11888514:11888572:+|X:11888656:11888716:+
FBgn0030351,tr_FBtr0331590,1,X:11888514:11888572:+|X:11888653:11888716:+
FBgn0030352,tr_FBtr0073572,2,X:11892219:11892289:+|X:11892403:11892730:+|X:11893355:11893590:+
FBgn0030354,tr_FBtr0073596,1,X:11901279:11901349:-|X:11904681:11904744:-|X:11904976:11905035:-
FBgn0030354,tr_FBtr0342744,1,X:11901279:11901349:-|X:11904681:11904744:-|X:11904947:11905035:-
FBgn0030356,tr_FBtr0073593,1,X:11917979:11918037:-|X:11918253:11918318:-|X:11918496:11918595:-
FBgn0030357,tr_FBtr0331748,1,X:11920186:11920244:-|X:11920337:11920410:-|X:11920581:11920653:-|X:11921004:11921784:-|X:11921931:11921998:-|X:11922165:11922230:-|X:11922373:11924158:-
FBgn0030357,tr_FBtr0073591,1,X:11921931:11921998:-|X:11922165:11922230:-|X:11922373:11924158:-
FBgn0030357,tr_FBtr0302182,1,X:11921931:11921998:-|X:11922165:11922230:-|X:11922373:11922588:-
FBgn0030358,tr_FBtr0073590,1,X:11926937:11927010:-|X:11927256:11927322:-|X:11927954:11928009:-|X:11928158:11928233:-|X:11929508:11929712:-|X:11929904:11930021:-|X:11930281:11930349:-
FBgn0030359,tr_FBtr0073581,1,X:11990652:11990719:-|X:11990905:11990977:-|X:11992229:11992283:-|X:11992354:11992414:-|X:11992517:11992576:-
FBgn0030360,tr_FBtr0073574,1,X:12007401:12008167:+|X:12008704:12008770:+|X:12008896:12009023:+|X:12009174:12009241:+|X:12009572:12009632:+
FBgn0030360,tr_FBtr0339626,1,X:12007196:12007263:+|X:12007401:12008167:+|X:12008704:12008770:+|X:12008896:12009023:+|X:12009174:12009241:+|X:12009572:12009632:+
FBgn0030361,tr_FBtr0073579,2,X:12010601:12010673:-|X:12010866:12010948:-|X:12011933:12011994:-
FBgn0030362,tr_FBtr0073575,1,X:12012528:12016003:+|X:12016721:12016779:+
FBgn0030362,tr_FBtr0073576,1,X:12014521:12016003:+|X:12016721:12016779:+
FBgn0030362,tr_FBtr0073577,1,X:12015624:12016003:+|X:12016721:12016779:+
FBgn0030362,tr_FBtr0073578,1,X:12015566:12016003:+|X:12016721:12016779:+
FBgn0030364,tr_FBtr0073621,1,X:12019325:12019628:+|X:12019758:12019825:+|X:12019941:12020007:+|X:12020138:12020535:+
FBgn0030365,tr_FBtr0073622,1,X:12021278:12021338:+
FBgn0030366,tr_FBtr0073641,1,X:12025057:12025114:-|X:12026511:12026626:-|X:12028039:12028424:-
FBgn0030366,tr_FBtr0342732,1,X:12025045:12025114:-|X:12026511:12026626:-|X:12028039:12028424:-
FBgn0030367,tr_FBtr0073640,1,X:12030358:12030412:-|X:12030761:12030839:-|X:12031216:12031276:-
FBgn0030369,tr_FBtr0073623,1,X:12032979:12033042:+|X:12033233:12033300:+|X:12033500:12033902:+|X:12033971:12034036:+|X:12034351:12034412:+|X:12034901:12035016:+
FBgn0030370,tr_FBtr0073638,1,monoexon_12055338_12056635
FBgn0030373,tr_FBtr0073637,1,monoexon_12072008_12072818
FBgn0030374,tr_FBtr0300834,2,X:12086762:12086831:-
FBgn0030375,tr_FBtr0073635,1,X:12103051:12103172:-
FBgn0030376,tr_FBtr0300918,1,X:12107301:12107361:+|X:12107414:12107481:+|X:12107656:12107778:+|X:12108106:12108170:+
FBgn0030376,tr_FBtr0333729,1,X:12107301:12107361:+|X:12107414:12107484:+|X:12107656:12107778:+|X:12108106:12108170:+
FBgn0030377,tr_FBtr0073634,1,monoexon_12176440_12178626
FBgn0030384,tr_FBtr0073643,1,monoexon_12373118_12374448
FBgn0030385,tr_FBtr0336964,1,X:12376579:12376651:-|X:12377206:12377316:-
FBgn0030386,tr_FBtr0073644,1,X:12409440:12409510:+
FBgn0030389,tr_FBtr0073647,2,monoexon_12454729_12455683
FBgn0030390,tr_FBtr0073670,1,X:12457509:12457685:-
FBgn0030391,tr_FBtr0073668,1,X:12460583:12460989:-|X:12461211:12461456:-|X:12461649:12461736:-|X:12461872:12462867:-
FBgn0030391,tr_FBtr0073669,1,X:12460583:12460989:-|X:12461211:12461456:-|X:12461679:12461736:-|X:12461872:12462867:-
FBgn0030391,tr_FBtr0339841,1,X:12460583:12460989:-|X:12461211:12461456:-|X:12461649:12461736:-|X:12461872:12462055:-
FBgn0030394,tr_FBtr0073650,1,X:12487093:12487827:+|X:12488041:12488317:+|X:12488496:12488642:+
FBgn0030395,tr_FBtr0073667,1,monoexon_12494395_12496597
FBgn0030396,tr_FBtr0073652,1,X:12497593:12514484:+|X:12515517:12515645:+|X:12515767:12515825:+
FBgn0030398,tr_FBtr0073653,1,X:12553510:12553622:+|X:12553831:12554015:+
FBgn0030398,tr_FBtr0333157,1,X:12553510:12553622:+|X:12553831:12554021:+
FBgn0030400,tr_FBtr0331718,1,X:12572626:12572772:-|X:12573409:12581572:-
FBgn0030400,tr_FBtr0073662,1,X:12572626:12572772:-|X:12573409:12573725:-|X:12573814:12581572:-
FBgn0030400,tr_FBtr0273245,1,X:12572626:12572772:-|X:12573409:12573725:-|X:12573859:12581572:-
FBgn0030403,tr_FBtr0073658,1,X:12592948:12593007:-|X:12593612:12593876:-|X:12594892:12594968:-|X:12595331:12595497:-
FBgn0030406,tr_FBtr0073657,3,X:12610634:12610689:-|X:12611470:12611523:-
FBgn0030407,tr_FBtr0073655,1,X:12611990:12612395:+|X:12612772:12613110:+|X:12613286:12614021:+|X:12614850:12614917:+
FBgn0030407,tr_FBtr0346308,1,X:12612772:12613110:+|X:12613286:12614021:+|X:12614850:12614917:+
FBgn0030408,tr_FBtr0073656,1,X:12616749:12619652:+|X:12620213:12620669:+
FBgn0030409,tr_FBtr0307897,1,X:12624431:12627216:+|X:12627364:12627421:+|X:12627612:12627677:+
FBgn0030409,tr_FBtr0073674,1,X:12627144:12627216:+|X:12627364:12627421:+|X:12627612:12627677:+
FBgn0030410,tr_FBtr0073709,2,X:12629410:12629475:-
FBgn0030411,tr_FBtr0073675,1,monoexon_12629878_12631111
FBgn0030412,tr_FBtr0300375,1,X:12631813:12635732:+|X:12636283:12636539:+|X:12636636:12636711:+|X:12636899:12637051:+|X:12637185:12637261:+|X:12637324:12637438:+|X:12637645:12637707:+|X:12637782:12638019:+|X:12638173:12638344:+|X:12638525:12638593:+|X:12639075:12639154:+|X:12639296:12640662:+|X:12640839:12643873:+|X:12644767:12651110:+|X:12651226:12651295:+|X:12651417:12651479:+|X:12651598:12651675:+|X:12652124:12652241:+|X:12652349:12652415:+|X:12652501:12652569:+|X:12652664:12652739:+|X:12652863:12652947:+
FBgn0030412,tr_FBtr0307898,1,X:12631813:12635732:+|X:12636283:12636539:+|X:12636636:12636711:+|X:12636899:12637051:+|X:12637185:12637261:+|X:12637324:12637438:+|X:12637645:12637707:+|X:12637782:12638019:+|X:12638173:12638344:+|X:12638525:12638593:+|X:12639075:12639154:+|X:12639296:12640662:+|X:12640839:12648537:+|X:12648783:12651110:+|X:12651226:12651295:+|X:12651417:12651479:+|X:12651598:12651675:+|X:12652124:12652241:+|X:12652349:12652415:+|X:12652501:12652569:+|X:12652664:12652739:+|X:12652863:12652947:+
FBgn0030412,tr_FBtr0307899,1,X:12631813:12633918:+|X:12633957:12635732:+|X:12636283:12636539:+|X:12636636:12636711:+|X:12636899:12637051:+|X:12637185:12637261:+|X:12637324:12637438:+|X:12637645:12637707:+|X:12637782:12638019:+|X:12638173:12638344:+|X:12638525:12638593:+|X:12639075:12639154:+|X:12639296:12640662:+|X:12640839:12643873:+|X:12644767:12651110:+|X:12651226:12651295:+|X:12651417:12651479:+|X:12651598:12651675:+|X:12652124:12652241:+|X:12652349:12652415:+|X:12652501:12652569:+|X:12652664:12652739:+|X:12652863:12652947:+
FBgn0030412,tr_FBtr0307900,1,X:12631813:12633913:+|X:12633957:12635732:+|X:12636283:12636539:+|X:12636636:12636711:+|X:12636899:12637051:+|X:12637185:12637261:+|X:12637324:12637438:+|X:12637645:12637707:+|X:12637782:12638019:+|X:12638173:12638344:+|X:12638525:12638593:+|X:12639075:12639154:+|X:12639296:12640662:+|X:12640839:12648537:+|X:12648783:12651110:+|X:12651226:12651295:+|X:12651417:12651479:+|X:12651598:12651675:+|X:12652124:12652241:+|X:12652349:12652415:+|X:12652501:12652569:+|X:12652664:12652739:+|X:12652863:12652947:+
FBgn0030412,tr_FBtr0340406,1,X:12631813:12635732:+|X:12636283:12636539:+|X:12636636:12636711:+|X:12636899:12637051:+|X:12637185:12637261:+|X:12637324:12637438:+|X:12637645:12637707:+|X:12637782:12638019:+|X:12638173:12638344:+|X:12638525:12638593:+|X:12639075:12639154:+|X:12639296:12640662:+|X:12640839:12648537:+|X:12649182:12651110:+|X:12651226:12651295:+|X:12651417:12651479:+|X:12651598:12651675:+|X:12652124:12652241:+|X:12652349:12652415:+|X:12652501:12652569:+|X:12652664:12652739:+|X:12652863:12652947:+
FBgn0030412,tr_FBtr0073678,1,X:12633957:12635732:+|X:12636283:12636539:+|X:12636636:12636711:+|X:12636899:12637051:+|X:12637185:12637261:+|X:12637324:12637438:+|X:12637645:12637707:+|X:12637782:12638019:+|X:12638173:12638344:+|X:12638525:12638593:+|X:12639075:12639154:+|X:12639296:12640662:+|X:12640839:12643873:+|X:12644767:12651110:+|X:12651226:12651295:+|X:12651417:12651479:+|X:12651598:12651675:+|X:12652124:12652241:+|X:12652349:12652415:+|X:12652501:12652569:+|X:12652664:12652739:+|X:12652863:12652947:+
FBgn0030412,tr_FBtr0340407,1,X:12633957:12635732:+|X:12636283:12636539:+|X:12636636:12636711:+|X:12636899:12637051:+|X:12637185:12637261:+|X:12637324:12637438:+|X:12637645:12637707:+|X:12637782:12638019:+|X:12638173:12638344:+|X:12638525:12638593:+|X:12639075:12639154:+|X:12639296:12640662:+|X:12640839:12648537:+|X:12649182:12651110:+|X:12651226:12651295:+|X:12651417:12651479:+|X:12651598:12651675:+|X:12652124:12652241:+|X:12652349:12652415:+|X:12652501:12652569:+|X:12652664:12652739:+|X:12652863:12652947:+
FBgn0030417,tr_FBtr0073685,1,X:12706748:12706884:+
FBgn0030418,tr_FBtr0073686,3,X:12744949:12746869:+
FBgn0030418,tr_FBtr0073687,1,X:12745867:12746869:+
FBgn0030418,tr_FBtr0333722,1,X:12746719:12746869:+
FBgn0030420,tr_FBtr0073704,2,monoexon_12760642_12763611
FBgn0030421,tr_FBtr0073688,1,X:12765512:12766969:+|X:12767354:12769691:+|X:12769824:12769915:+
FBgn0030421,tr_FBtr0073689,1,X:12765603:12766969:+|X:12767354:12769691:+|X:12769824:12769915:+
FBgn0030421,tr_FBtr0333176,1,X:12766678:12766969:+|X:12767354:12769691:+|X:12769824:12769915:+
FBgn0030425,tr_FBtr0073690,2,monoexon_12801661_12804232
FBgn0030429,tr_FBtr0073699,1,monoexon_12855688_12857722
FBgn0030431,tr_FBtr0073695,1,X:12901851:12902316:-|X:12902966:12903329:-
FBgn0030431,tr_FBtr0073696,1,X:12901851:12902316:-|X:12902966:12903078:-
FBgn0030432,tr_FBtr0073694,1,X:12905034:12905613:-
FBgn0030433,tr_FBtr0073691,2,X:12907244:12907309:+
FBgn0030434,tr_FBtr0073693,1,X:12908688:12908936:-|X:12909180:12909248:-
FBgn0030435,tr_FBtr0073692,3,X:12910688:12910753:+|X:12910959:12911024:+|X:12911116:12911413:+
FBgn0030437,tr_FBtr0073753,2,X:12951683:12951747:-|X:12951820:12951945:-|X:12952063:12952307:-|X:12952408:12952502:-|X:12952628:12952730:-|X:12952821:12952887:-|X:12952977:12953533:-|X:12953833:12954365:-|X:12954583:12957218:-
FBgn0030438,tr_FBtr0305600,1,X:12970962:12971036:+|X:12971194:12971575:+
FBgn0030439,tr_FBtr0073752,1,X:12975494:12975557:-|X:12975721:12975850:-
FBgn0030440,tr_FBtr0309878,1,X:13004376:13004430:-|X:13004508:13004568:-
FBgn0030440,tr_FBtr0310532,1,X:13004376:13004430:-|X:13004508:13004568:-|X:13004783:13004850:-
FBgn0030441,tr_FBtr0073717,1,monoexon_13022198_13022949
FBgn0030443,tr_FBtr0073750,2,X:13054763:13055139:-
FBgn0030447,tr_FBtr0073721,2,X:13094673:13094773:+|X:13095333:13095445:+
FBgn0030449,tr_FBtr0073745,1,X:13107899:13107962:-
FBgn0030451,tr_FBtr0344608,1,X:13129026:13129099:+|X:13129188:13129306:+
FBgn0030451,tr_FBtr0073723,1,X:13129188:13129306:+
FBgn0030451,tr_FBtr0339676,1,X:13129188:13129306:+|X:13130036:13131179:+|X:13131971:13132932:+
FBgn0030452,tr_FBtr0339678,1,X:13129188:13129306:+|X:13130036:13131179:+|X:13131971:13132932:+
FBgn0030452,tr_FBtr0073724,2,X:13131971:13132932:+
FBgn0030455,tr_FBtr0301690,1,monoexon_13153461_13154924
FBgn0030456,tr_FBtr0073726,1,X:13155989:13156069:+
FBgn0030457,tr_FBtr0073727,3,X:13161033:13161090:+
FBgn0030459,tr_FBtr0073738,1,X:13189972:13190036:-|X:13190936:13191002:-
FBgn0030460,tr_FBtr0073737,3,X:13193634:13193688:-|X:13194106:13194165:-
FBgn0030462,tr_FBtr0073733,1,monoexon_13257392_13258318
FBgn0030462,tr_FBtr0290202,1,X:13258225:13258354:-
FBgn0030462,tr_FBtr0290203,1,X:13258186:13258384:-
FBgn0030465,tr_FBtr0073755,3,X:13286879:13286956:+
FBgn0030466,tr_FBtr0073756,1,X:13288625:13288692:+|X:13288910:13288967:+
FBgn0030467,tr_FBtr0339946,1,X:13295096:13295158:-|X:13295382:13295527:-|X:13295624:13295689:-|X:13296011:13296513:-|X:13296712:13302106:-
FBgn0030467,tr_FBtr0073796,1,X:13295096:13295158:-|X:13295382:13295527:-|X:13295624:13295689:-|X:13296011:13296513:-
FBgn0030468,tr_FBtr0073757,1,X:13297239:13297307:+|X:13297447:13297527:+|X:13297651:13297747:+|X:13297882:13298706:+|X:13298812:13298896:+
FBgn0030468,tr_FBtr0310465,1,X:13297239:13297307:+|X:13297447:13297527:+|X:13297651:13297747:+|X:13297882:13298706:+|X:13298823:13298896:+
FBgn0030468,tr_FBtr0339945,1,X:13297239:13297307:+|X:13297447:13297527:+|X:13297651:13297747:+|X:13298187:13298706:+|X:13298812:13298896:+
FBgn0030474,tr_FBtr0073766,1,X:13338385:13338452:+
FBgn0030474,tr_FBtr0346618,1,X:13338385:13338452:+|X:13340427:13340518:+
FBgn0030477,tr_FBtr0073768,1,X:13368250:13368493:+|X:13369240:13369999:+
FBgn0030478,tr_FBtr0073769,1,X:13370802:13373863:+|X:13374103:13374241:+|X:13374385:13377858:+|X:13377947:13378013:+|X:13378275:13378547:+|X:13379370:13379433:+
FBgn0030478,tr_FBtr0073770,1,X:13371261:13373863:+|X:13374103:13374241:+|X:13374385:13377858:+|X:13377947:13378013:+|X:13378275:13378547:+|X:13379370:13379433:+
FBgn0030478,tr_FBtr0073771,1,X:13371214:13373863:+|X:13374103:13374241:+|X:13374385:13377858:+|X:13377947:13378013:+|X:13378275:13378547:+|X:13379370:13379433:+
FBgn0030478,tr_FBtr0073772,1,X:13371060:13373863:+|X:13374103:13374241:+|X:13374385:13377858:+|X:13377947:13378013:+|X:13378275:13378547:+|X:13379370:13379433:+
FBgn0030478,tr_FBtr0073773,1,X:13371367:13373863:+|X:13374103:13374241:+|X:13374385:13377858:+|X:13377947:13378013:+|X:13378275:13378547:+|X:13379370:13379433:+
FBgn0030478,tr_FBtr0073774,1,X:13371526:13373863:+|X:13374103:13374241:+|X:13374385:13377858:+|X:13377947:13378013:+|X:13378275:13378547:+|X:13379370:13379433:+
FBgn0030478,tr_FBtr0339837,1,X:13373796:13373863:+|X:13374103:13374241:+|X:13374385:13377858:+|X:13377947:13378013:+|X:13378275:13378547:+|X:13379370:13379433:+
FBgn0030479,tr_FBtr0073790,2,X:13381043:13384300:-
FBgn0030479,tr_FBtr0304001,1,X:13383623:13384300:-
FBgn0030480,tr_FBtr0073775,2,X:13385396:13385500:+|X:13385595:13385661:+
FBgn0030481,tr_FBtr0073776,2,monoexon_13387563_13389332
FBgn0030482,tr_FBtr0073777,1,X:13397300:13398585:+|X:13399004:13399331:+|X:13399561:13399633:+|X:13399939:13400007:+|X:13400161:13400230:+
FBgn0030483,tr_FBtr0073788,1,monoexon_13401839_13402863
FBgn0030484,tr_FBtr0073778,1,X:13405084:13408288:+|X:13408574:13408656:+|X:13408791:13408863:+
FBgn0030485,tr_FBtr0073787,1,X:13409749:13409814:-|X:13410268:13410342:-|X:13410517:13411352:-|X:13411425:13412262:-|X:13412416:13412487:-|X:13412922:13412982:-
FBgn0030485,tr_FBtr0301560,1,X:13409749:13409814:-|X:13410268:13410342:-|X:13410517:13411352:-
FBgn0030485,tr_FBtr0343148,1,X:13409749:13409814:-|X:13410268:13410342:-|X:13410517:13411352:-|X:13411425:13412262:-|X:13412416:13412487:-
FBgn0030486,tr_FBtr0073779,1,X:13417519:13417591:+|X:13420304:13420369:+|X:13420531:13420597:+
FBgn0030486,tr_FBtr0301559,1,X:13413248:13413313:+|X:13414895:13415043:+|X:13417519:13417591:+|X:13420304:13420369:+|X:13420531:13420597:+
FBgn0030492,tr_FBtr0073782,1,X:13528614:13528819:+|X:13528988:13529059:+
FBgn0030493,tr_FBtr0073783,1,X:13534804:13534866:+|X:13535032:13535098:+|X:13535336:13535645:+
FBgn0030494,tr_FBtr0073784,1,X:13544086:13544494:+
FBgn0030495,tr_FBtr0331736,1,X:13553000:13553092:-|X:13553264:13553411:-
FBgn0030495,tr_FBtr0332298,1,X:13553000:13553092:-|X:13553264:13553411:-|X:13554266:13555314:-
FBgn0030495,tr_FBtr0073785,1,X:13553264:13553411:-
FBgn0030495,tr_FBtr0332297,1,X:13553264:13553411:-|X:13554266:13555314:-
FBgn0030499,tr_FBtr0345128,1,X:13605771:13605999:+|X:13607474:13607683:+|X:13608084:13608152:+|X:13608332:13608401:+
FBgn0030499,tr_FBtr0073805,1,X:13607474:13607683:+|X:13608084:13608152:+|X:13608332:13608401:+
FBgn0030500,tr_FBtr0073850,1,X:13611242:13611311:-|X:13611695:13611758:-|X:13611817:13611880:-
FBgn0030501,tr_FBtr0073806,1,X:13612201:13612261:+|X:13612713:13612776:+
FBgn0030502,tr_FBtr0073849,2,X:13615419:13615676:-
FBgn0030503,tr_FBtr0073807,1,X:13617575:13617814:+|X:13617936:13618273:+|X:13618402:13618597:+
FBgn0030503,tr_FBtr0308644,1,X:13617106:13617178:+|X:13617575:13617814:+|X:13617936:13618102:+|X:13618402:13618597:+
FBgn0030503,tr_FBtr0331722,1,X:13617220:13617370:+|X:13617575:13617814:+|X:13617936:13618273:+|X:13618402:13618597:+
FBgn0030503,tr_FBtr0340395,1,X:13617575:13617814:+|X:13617936:13618102:+|X:13618402:13618597:+
FBgn0030504,tr_FBtr0073848,2,X:13619665:13619738:-|X:13620272:13620344:-|X:13620534:13620593:-|X:13620855:13620924:-|X:13621356:13621419:-|X:13621553:13621619:-|X:13622500:13622560:-|X:13623470:13623547:-|X:13624106:13624164:-
FBgn0030505,tr_FBtr0073808,1,X:13625589:13649377:+|X:13649501:13649655:+|X:13650067:13652879:+|X:13653505:13654784:+|X:13655204:13655303:+|X:13655459:13655528:+|X:13655775:13655851:+|X:13656034:13660740:+|X:13662686:13662755:+
FBgn0030505,tr_FBtr0301450,1,X:13625589:13649377:+|X:13649501:13649655:+|X:13650067:13654784:+|X:13655204:13655303:+|X:13655459:13655528:+|X:13655775:13655851:+|X:13656034:13660740:+|X:13662686:13662755:+
FBgn0030505,tr_FBtr0340396,1,X:13625589:13649377:+|X:13649501:13649655:+|X:13650067:13654784:+|X:13655204:13655303:+|X:13655459:13655528:+|X:13655775:13655851:+|X:13656034:13658108:+|X:13658645:13660740:+|X:13662686:13662755:+
FBgn0030505,tr_FBtr0345127,1,X:13642198:13645178:+|X:13645804:13649377:+|X:13649501:13649655:+|X:13650067:13654784:+|X:13655204:13655303:+|X:13655459:13655528:+|X:13655775:13655851:+|X:13656034:13660740:+|X:13662686:13662755:+
FBgn0030505,tr_FBtr0112980,1,X:13645804:13649377:+|X:13649501:13649655:+|X:13650067:13652879:+|X:13653505:13654784:+|X:13655204:13655303:+|X:13655459:13655528:+|X:13655775:13655851:+|X:13656034:13660740:+|X:13662686:13662755:+
FBgn0030505,tr_FBtr0301449,1,X:13645804:13649377:+|X:13649501:13649655:+|X:13650067:13654784:+|X:13655204:13655303:+|X:13655459:13655528:+|X:13655775:13655851:+|X:13656034:13660740:+|X:13662686:13662755:+
FBgn0030505,tr_FBtr0301451,1,X:13645804:13649377:+|X:13649501:13649655:+|X:13650067:13654784:+|X:13655204:13655303:+|X:13655459:13655528:+|X:13655775:13655851:+|X:13656034:13658108:+
FBgn0030506,tr_FBtr0073847,1,X:13666163:13666226:-|X:13667136:13667196:-|X:13667360:13667428:-
FBgn0030507,tr_FBtr0073809,2,X:13668447:13668520:+
FBgn0030508,tr_FBtr0073810,1,X:13669744:13670132:+|X:13670649:13671301:+|X:13671446:13672236:+|X:13672428:13672487:+|X:13672579:13673096:+|X:13673180:13673245:+
FBgn0030508,tr_FBtr0332888,2,X:13669744:13670129:+|X:13670649:13671301:+|X:13671446:13672236:+|X:13672428:13672487:+|X:13673180:13673245:+
FBgn0030509,tr_FBtr0073811,1,X:13677630:13677701:+
FBgn0030510,tr_FBtr0073846,3,X:13678753:13678855:-|X:13679301:13679896:-
FBgn0030511,tr_FBtr0073812,1,X:13683188:13683246:+
FBgn0030512,tr_FBtr0073844,1,X:13686502:13686569:-|X:13688002:13688072:-|X:13688161:13688258:-|X:13688571:13701097:-|X:13701353:13718129:-
FBgn0030512,tr_FBtr0073845,1,X:13686502:13686569:-|X:13688002:13688072:-|X:13688161:13688258:-|X:13688571:13701097:-|X:13701353:13707596:-|X:13707714:13718129:-
FBgn0030512,tr_FBtr0343352,1,X:13686502:13686569:-|X:13688002:13688072:-|X:13688161:13688258:-|X:13688571:13701097:-|X:13701353:13718011:-
FBgn0030514,tr_FBtr0073843,1,X:13719345:13719411:-|X:13720351:13720418:-
FBgn0030518,tr_FBtr0331708,1,X:13737988:13738174:+|X:13738376:13738440:+|X:13738910:13738986:+
FBgn0030518,tr_FBtr0073818,1,X:13738376:13738440:+|X:13738910:13738986:+
FBgn0030519,tr_FBtr0073819,1,X:13739860:13739949:+|X:13740112:13740678:+
FBgn0030519,tr_FBtr0331719,1,X:13740112:13740678:+|X:13741143:13741684:+
FBgn0030520,tr_FBtr0112981,1,X:13746848:13750316:-|X:13750455:13750586:-|X:13752027:13754830:-|X:13755061:13755253:-
FBgn0030520,tr_FBtr0331711,1,X:13746848:13750316:-|X:13750455:13750586:-|X:13752022:13754830:-
FBgn0030520,tr_FBtr0331712,1,X:13746848:13750316:-|X:13750455:13750586:-|X:13752027:13755253:-
FBgn0030520,tr_FBtr0073840,1,X:13746848:13750316:-|X:13750455:13750586:-|X:13752027:13754830:-
FBgn0030521,tr_FBtr0073838,2,X:13780650:13781159:-|X:13781326:13781473:-|X:13781733:13781810:-
FBgn0030522,tr_FBtr0100218,1,monoexon_13782459_13783381
FBgn0030524,tr_FBtr0073837,1,X:13790707:13790767:-
FBgn0030525,tr_FBtr0073836,1,monoexon_13796389_13797638
FBgn0030528,tr_FBtr0073827,1,X:13812045:13812112:+
FBgn0030529,tr_FBtr0073835,2,X:13813805:13813875:-|X:13813985:13814377:-|X:13814886:13821925:-
FBgn0030530,tr_FBtr0303418,2,X:13826717:13826787:-|X:13826952:13827043:-|X:13827105:13827340:-|X:13827509:13827579:-|X:13827719:13828642:-
FBgn0030530,tr_FBtr0073834,1,X:13826717:13826787:-|X:13826952:13827043:-|X:13827105:13827340:-|X:13827509:13827579:-|X:13827719:13828224:-|X:13828253:13828642:-
FBgn0030530,tr_FBtr0303419,1,X:13826717:13826787:-|X:13826952:13827043:-|X:13827120:13827340:-|X:13827509:13827579:-|X:13827719:13828642:-
FBgn0030536,tr_FBtr0073854,1,X:13955675:13955745:+
FBgn0030537,tr_FBtr0073868,1,monoexon_14169592_14171545
FBgn0030537,tr_FBtr0304579,1,X:14169615:14169718:+
FBgn0030538,tr_FBtr0089267,1,X:14172487:14172542:-
FBgn0030539,tr_FBtr0073891,1,X:14174829:14174971:+
FBgn0030540,tr_FBtr0073892,2,monoexon_14176923_14178456
FBgn0030541,tr_FBtr0073893,1,X:14181100:14181192:+
FBgn0030542,tr_FBtr0100281,1,monoexon_14187253_14187841
FBgn0030543,tr_FBtr0114508,1,X:14189569:14189645:+
FBgn0030544,tr_FBtr0073928,2,X:14191724:14191879:-
FBgn0030545,tr_FBtr0073899,1,monoexon_14200178_14200907
FBgn0030551,tr_FBtr0073926,1,X:14225270:14225332:-
FBgn0030552,tr_FBtr0073902,1,X:14226490:14226562:+|X:14226717:14226784:+|X:14227141:14227197:+|X:14227495:14227566:+
FBgn0030554,tr_FBtr0073903,2,X:14238581:14238643:+|X:14239605:14239673:+
FBgn0030555,tr_FBtr0073923,1,X:14234762:14234825:-|X:14234894:14234959:-|X:14235150:14235212:-|X:14235377:14235444:-|X:14235608:14235661:-|X:14235770:14235833:-|X:14236441:14236507:-|X:14236714:14236846:-|X:14236939:14236994:-
FBgn0030556,tr_FBtr0073922,1,X:14240520:14240588:-|X:14240784:14240852:-|X:14241125:14241180:-|X:14241318:14241381:-|X:14242313:14242378:-
FBgn0030558,tr_FBtr0073908,2,X:14261933:14263450:+|X:14263964:14264031:+|X:14264324:14264391:+
FBgn0030559,tr_FBtr0299543,1,X:14265701:14265789:-|X:14266029:14266090:-
FBgn0030562,tr_FBtr0073920,1,X:14288587:14288742:-
FBgn0030563,tr_FBtr0073919,1,X:14315429:14315484:-
FBgn0030566,tr_FBtr0073915,1,X:14380435:14380490:+
FBgn0030569,tr_FBtr0073916,1,X:14474583:14474659:-|X:14475852:14479773:-
FBgn0030570,tr_FBtr0073929,1,X:14496334:14496544:+|X:14496780:14496906:+
FBgn0030571,tr_FBtr0073930,1,X:14580677:14580740:+|X:14580846:14580965:+|X:14581039:14581582:+|X:14581674:14581749:+
FBgn0030571,tr_FBtr0073932,1,X:14580846:14580965:+|X:14581039:14581582:+|X:14581674:14581749:+
FBgn0030571,tr_FBtr0303288,1,X:14580677:14580740:+|X:14580846:14580919:+|X:14581039:14581582:+|X:14581674:14581749:+
FBgn0030571,tr_FBtr0339460,1,X:14580677:14580740:+|X:14580846:14580895:+|X:14581039:14581582:+|X:14581674:14581749:+
FBgn0030572,tr_FBtr0073945,1,X:14582355:14582499:-|X:14582693:14582757:-
FBgn0030573,tr_FBtr0073933,1,X:14583952:14584029:+
FBgn0030574,tr_FBtr0073943,1,X:14586436:14586497:-|X:14586815:14587061:-|X:14587157:14587266:-|X:14587764:14587922:-|X:14588164:14588630:-|X:14588731:14590246:-|X:14590292:14590917:-|X:14591088:14602462:-
FBgn0030574,tr_FBtr0073944,1,X:14586436:14586497:-|X:14586815:14587061:-|X:14587157:14587266:-|X:14587764:14587922:-|X:14588164:14588630:-|X:14588731:14590246:-|X:14590292:14590917:-|X:14591088:14591320:-
FBgn0030574,tr_FBtr0343365,1,X:14586436:14586497:-|X:14586815:14587061:-|X:14587157:14587266:-|X:14587764:14587922:-|X:14587997:14588058:-|X:14588164:14588630:-|X:14588731:14590246:-|X:14590292:14590917:-|X:14591088:14591320:-
FBgn0030574,tr_FBtr0343366,1,X:14586436:14586497:-|X:14586753:14587061:-|X:14587157:14587266:-|X:14587764:14587922:-|X:14588164:14588630:-|X:14588731:14590246:-|X:14590292:14590917:-|X:14591088:14602462:-
