gene_id,transcript_id,ujc_id
FBgn0016038,FBtr0335122,tr_FBtr0335122
FBgn0016038,FBtr0335123,tr_FBtr0335123
FBgn0016038,FBtr0089723,tr_FBtr0089723
FBgn0016041,FBtr0071074,tr_FBtr0071074
FBgn0016041,FBtr0333748,tr_FBtr0333748
FBgn0016041,FBtr0071073,tr_FBtr0071073
FBgn0016047,FBtr0089379,tr_FBtr0089379
FBgn0016047,FBtr0089380,tr_FBtr0089380
FBgn0016047,FBtr0089381,tr_FBtr0089381
FBgn0016047,FBtr0089382,tr_FBtr0089382
FBgn0016047,FBtr0339483,tr_FBtr0339483
FBgn0016053,FBtr0112519,tr_FBtr0112519
FBgn0016053,FBtr0112520,tr_FBtr0112520
FBgn0016053,FBtr0342987,tr_FBtr0342987
FBgn0016054,FBtr0081404,tr_FBtr0081404
FBgn0016054,FBtr0081405,tr_FBtr0081405
FBgn0016054,FBtr0336829,tr_FBtr0336829
FBgn0016054,FBtr0336830,tr_FBtr0336830
FBgn0016059,FBtr0086890,tr_FBtr0086890
FBgn0016059,FBtr0086891,tr_FBtr0086891
FBgn0016059,FBtr0302161,tr_FBtr0302161
FBgn0016061,FBtr0289998,tr_FBtr0289998
FBgn0016061,FBtr0309180,tr_FBtr0309180
FBgn0016061,FBtr0085168,tr_FBtr0085168
FBgn0016061,FBtr0309179,tr_FBtr0309179
FBgn0016070,FBtr0076549,tr_FBtr0076549
FBgn0016070,FBtr0076550,tr_FBtr0076550
FBgn0016070,FBtr0076551,tr_FBtr0076551
FBgn0016070,FBtr0290103,tr_FBtr0290103
FBgn0016070,FBtr0290104,tr_FBtr0290104
FBgn0016075,FBtr0079036,tr_FBtr0079036
FBgn0016075,FBtr0333540,tr_FBtr0333540
FBgn0016075,FBtr0333541,tr_FBtr0333541
FBgn0016076,FBtr0342936,tr_FBtr0342936
FBgn0016076,FBtr0079070,tr_FBtr0079070
FBgn0016076,FBtr0079071,tr_FBtr0079071
FBgn0016076,FBtr0300020,tr_FBtr0079071
FBgn0016076,FBtr0346579,tr_FBtr0079071
FBgn0016078,FBtr0088552,tr_FBtr0088552
FBgn0016078,FBtr0088553,tr_FBtr0088553
FBgn0016078,FBtr0306111,tr_FBtr0306111
FBgn0016080,FBtr0074405,tr_FBtr0074405
FBgn0016081,FBtr0076417,tr_FBtr0076417
FBgn0016081,FBtr0301435,tr_FBtr0301435
FBgn0016081,FBtr0306240,tr_FBtr0306240
FBgn0016081,FBtr0306241,tr_FBtr0306241
FBgn0016081,FBtr0306242,tr_FBtr0306242
FBgn0016081,FBtr0333858,tr_FBtr0333858
FBgn0016081,FBtr0333859,tr_FBtr0333859
FBgn0016081,FBtr0333860,tr_FBtr0333860
FBgn0016119,FBtr0084432,tr_FBtr0084432
FBgn0016119,FBtr0333777,tr_FBtr0084432
FBgn0016119,FBtr0305982,tr_FBtr0305982
FBgn0016120,FBtr0083727,tr_FBtr0083727
FBgn0016120,FBtr0083728,tr_FBtr0083728
FBgn0016120,FBtr0346155,tr_FBtr0083728
FBgn0016122,FBtr0079685,tr_FBtr0079685
FBgn0016122,FBtr0333416,tr_FBtr0079685
FBgn0016123,FBtr0085733,tr_FBtr0085733
FBgn0016123,FBtr0085734,tr_FBtr0085734
FBgn0016126,FBtr0089063,tr_FBtr0089063
FBgn0016126,FBtr0089065,tr_FBtr0089065
FBgn0016126,FBtr0089069,tr_FBtr0089069
FBgn0016126,FBtr0333670,tr_FBtr0333670
FBgn0016126,FBtr0089067,tr_FBtr0089067
FBgn0016131,FBtr0087102,tr_FBtr0087102
FBgn0016131,FBtr0087103,tr_FBtr0087103
FBgn0016131,FBtr0345340,tr_FBtr0087103
FBgn0016131,FBtr0087104,tr_FBtr0087104
FBgn0016131,FBtr0340063,tr_FBtr0340063
FBgn0016641,FBtr0071686,tr_FBtr0071686
FBgn0016650,FBtr0083509,tr_FBtr0083509
FBgn0016650,FBtr0083510,tr_FBtr0083510
FBgn0016660,FBtr0079076,tr_FBtr0079076
FBgn0016660,FBtr0343225,tr_FBtr0343225
FBgn0016672,FBtr0082865,tr_FBtr0082865
FBgn0016675,FBtr0081201,tr_FBtr0081201
FBgn0016675,FBtr0302360,tr_FBtr0081201
FBgn0016684,FBtr0087463,tr_FBtr0087463
FBgn0016684,FBtr0329884,tr_FBtr0087463
FBgn0016685,FBtr0085552,tr_FBtr0085552
FBgn0016685,FBtr0334701,tr_FBtr0085552
FBgn0016687,FBtr0072343,tr_FBtr0072343
FBgn0016687,FBtr0273253,tr_FBtr0072343
FBgn0016687,FBtr0305985,tr_FBtr0305985
FBgn0016691,FBtr0083063,tr_FBtr0083063
FBgn0016693,FBtr0082654,tr_FBtr0082654
FBgn0016693,FBtr0082655,tr_FBtr0082655
FBgn0016694,FBtr0306535,tr_FBtr0306535
FBgn0016694,FBtr0346536,tr_FBtr0306535
FBgn0016694,FBtr0076775,tr_FBtr0076775
FBgn0016694,FBtr0076776,tr_FBtr0076776
FBgn0016694,FBtr0076777,tr_FBtr0076777
FBgn0016694,FBtr0076780,tr_FBtr0076780
FBgn0016694,FBtr0076782,tr_FBtr0076782
FBgn0016694,FBtr0300499,tr_FBtr0300499
FBgn0016694,FBtr0300500,tr_FBtr0300500
FBgn0016694,FBtr0332080,tr_FBtr0332080
FBgn0016694,FBtr0332081,tr_FBtr0332081
FBgn0016694,FBtr0332082,tr_FBtr0332082
FBgn0016694,FBtr0332083,tr_FBtr0332083
FBgn0016696,FBtr0078247,tr_FBtr0078247
FBgn0016696,FBtr0078250,tr_FBtr0078250
FBgn0016696,FBtr0304935,tr_FBtr0304935
FBgn0016696,FBtr0304936,tr_FBtr0304936
FBgn0016696,FBtr0331523,tr_FBtr0331523
FBgn0016697,FBtr0086910,tr_FBtr0086910
FBgn0016697,FBtr0086911,tr_FBtr0086911
FBgn0016698,FBtr0077589,tr_FBtr0077589
FBgn0016701,FBtr0086829,tr_FBtr0086829
FBgn0016701,FBtr0086830,tr_FBtr0086830
FBgn0016715,FBtr0072561,tr_FBtr0072561
FBgn0016726,FBtr0071592,tr_FBtr0071592
FBgn0016726,FBtr0071593,tr_FBtr0071593
FBgn0016726,FBtr0305669,tr_FBtr0305669
FBgn0016754,FBtr0112888,tr_FBtr0112888
FBgn0016754,FBtr0112889,tr_FBtr0112889
FBgn0016754,FBtr0330380,tr_FBtr0112889
FBgn0016754,FBtr0308562,tr_FBtr0308562
FBgn0016754,FBtr0308563,tr_FBtr0308563
FBgn0016754,FBtr0308564,tr_FBtr0308564
FBgn0016754,FBtr0335206,tr_FBtr0335206
FBgn0016756,FBtr0077095,tr_FBtr0077095
FBgn0016756,FBtr0306259,tr_FBtr0306259
FBgn0016756,FBtr0077096,tr_FBtr0077096
FBgn0016762,FBtr0072083,tr_FBtr0072083
FBgn0016794,FBtr0072926,tr_FBtr0072926
FBgn0016794,FBtr0072927,tr_FBtr0072927
FBgn0016797,FBtr0332735,tr_FBtr0332735
FBgn0016797,FBtr0112890,tr_FBtr0112890
FBgn0016797,FBtr0330195,tr_FBtr0112890
FBgn0016797,FBtr0075028,tr_FBtr0075028
FBgn0016797,FBtr0075029,tr_FBtr0075029
FBgn0016797,FBtr0299586,tr_FBtr0299586
FBgn0016797,FBtr0330194,tr_FBtr0330194
FBgn0016917,FBtr0334581,tr_FBtr0334581
FBgn0016917,FBtr0089484,tr_FBtr0089484
FBgn0016917,FBtr0089485,tr_FBtr0089485
FBgn0016917,FBtr0089486,tr_FBtr0089486
FBgn0016917,FBtr0089487,tr_FBtr0089487
FBgn0016917,FBtr0100457,tr_FBtr0100457
FBgn0016917,FBtr0334582,tr_FBtr0334582
FBgn0016917,FBtr0334583,tr_FBtr0334583
FBgn0016917,FBtr0334584,tr_FBtr0334584
FBgn0016917,FBtr0334586,tr_FBtr0334586
FBgn0016917,FBtr0334585,tr_FBtr0334585
FBgn0016919,FBtr0340651,tr_FBtr0340651
FBgn0016919,FBtr0301173,tr_FBtr0301173
FBgn0016920,FBtr0300012,tr_FBtr0300012
FBgn0016920,FBtr0304843,tr_FBtr0304843
FBgn0016920,FBtr0343224,tr_FBtr0343224
FBgn0016920,FBtr0347408,tr_FBtr0347408
FBgn0016920,FBtr0347409,tr_FBtr0347409
FBgn0016926,FBtr0077987,tr_FBtr0077987
FBgn0016926,FBtr0077988,tr_FBtr0077988
FBgn0016926,FBtr0332272,tr_FBtr0332272
FBgn0016930,FBtr0089289,tr_FBtr0089289
FBgn0016930,FBtr0089290,tr_FBtr0089290
FBgn0016930,FBtr0329933,tr_FBtr0089290
FBgn0016930,FBtr0100447,tr_FBtr0100447
FBgn0016930,FBtr0100448,tr_FBtr0100448
FBgn0016930,FBtr0089288,tr_FBtr0089288
FBgn0016930,FBtr0336949,tr_FBtr0336949
FBgn0016970,FBtr0088505,tr_FBtr0088505
FBgn0016974,FBtr0070923,tr_FBtr0070923
FBgn0016974,FBtr0334014,tr_FBtr0334014
FBgn0016975,FBtr0302020,tr_FBtr0302020
FBgn0016975,FBtr0302021,tr_FBtr0302021
FBgn0016975,FBtr0344111,tr_FBtr0344111
FBgn0016975,FBtr0344466,tr_FBtr0344466
FBgn0016976,FBtr0301618,tr_FBtr0301618
FBgn0016976,FBtr0301619,tr_FBtr0301619
FBgn0016976,FBtr0344112,tr_FBtr0344112
FBgn0016976,FBtr0344465,tr_FBtr0344465
FBgn0016977,FBtr0078121,tr_FBtr0078121
FBgn0016977,FBtr0078122,tr_FBtr0078122
FBgn0016977,FBtr0306341,tr_FBtr0306341
FBgn0016977,FBtr0330652,tr_FBtr0330652
FBgn0016977,FBtr0332336,tr_FBtr0332336
FBgn0016977,FBtr0078123,tr_FBtr0078123
FBgn0016977,FBtr0330653,tr_FBtr0330653
FBgn0016977,FBtr0332337,tr_FBtr0332337
FBgn0016978,FBtr0079355,tr_FBtr0079355
FBgn0016978,FBtr0331375,tr_FBtr0079355
FBgn0016983,FBtr0333404,tr_FBtr0333404
FBgn0016983,FBtr0076851,tr_FBtr0076851
FBgn0016983,FBtr0301611,tr_FBtr0301611
FBgn0016983,FBtr0331849,tr_FBtr0331849
FBgn0016983,FBtr0331850,tr_FBtr0331850
FBgn0016984,FBtr0071563,tr_FBtr0071563
FBgn0016984,FBtr0342801,tr_FBtr0071563
FBgn0016984,FBtr0344196,tr_FBtr0344196
FBgn0017414,FBtr0088239,tr_FBtr0088239
FBgn0017414,FBtr0331937,tr_FBtr0088239
FBgn0017418,FBtr0089506,tr_FBtr0089506
FBgn0017418,FBtr0306057,tr_FBtr0089506
FBgn0017418,FBtr0332850,tr_FBtr0332850
FBgn0017418,FBtr0332851,tr_FBtr0332851
FBgn0017418,FBtr0089507,tr_FBtr0089507
FBgn0017418,FBtr0089508,tr_FBtr0089508
FBgn0017424,FBtr0347179,tr_FBtr0347179
FBgn0017429,FBtr0076649,tr_FBtr0076649
FBgn0017429,FBtr0330166,tr_FBtr0330166
FBgn0017429,FBtr0333114,tr_FBtr0333114
FBgn0017430,FBtr0076650,tr_FBtr0076650
FBgn0017448,FBtr0085861,tr_FBtr0085861
FBgn0017448,FBtr0303376,tr_FBtr0085861
FBgn0017456,FBtr0081552,tr_FBtr0081552
FBgn0017457,FBtr0078133,tr_FBtr0078133
FBgn0017457,FBtr0333408,tr_FBtr0078133
FBgn0017482,FBtr0071848,tr_FBtr0071848
FBgn0017545,FBtr0308296,tr_FBtr0308296
FBgn0017545,FBtr0089175,tr_FBtr0089175
FBgn0017545,FBtr0089176,tr_FBtr0089176
FBgn0017550,FBtr0078741,tr_FBtr0078741
FBgn0017550,FBtr0078742,tr_FBtr0078742
FBgn0017550,FBtr0345140,tr_FBtr0078742
FBgn0017551,FBtr0079342,tr_FBtr0079342
FBgn0017556,FBtr0072350,tr_FBtr0072350
FBgn0017556,FBtr0343481,tr_FBtr0072350
FBgn0017558,FBtr0088508,tr_FBtr0088508
FBgn0017558,FBtr0306807,tr_FBtr0088508
FBgn0017558,FBtr0112892,tr_FBtr0112892
FBgn0017558,FBtr0333004,tr_FBtr0333004
FBgn0017561,FBtr0073404,tr_FBtr0073404
FBgn0017561,FBtr0346304,tr_FBtr0073404
FBgn0017561,FBtr0073405,tr_FBtr0073405
FBgn0017561,FBtr0343584,tr_FBtr0343584
FBgn0017566,FBtr0071180,tr_FBtr0071180
FBgn0017566,FBtr0071181,tr_FBtr0071181
FBgn0017567,FBtr0083191,tr_FBtr0083191
FBgn0017572,FBtr0075358,tr_FBtr0075358
FBgn0017572,FBtr0331560,tr_FBtr0075358
FBgn0017577,FBtr0082279,tr_FBtr0082279
FBgn0017578,FBtr0075018,tr_FBtr0075018
FBgn0017578,FBtr0310276,tr_FBtr0075018
FBgn0017578,FBtr0345391,tr_FBtr0075018
FBgn0017579,FBtr0076633,tr_FBtr0076633
FBgn0017581,FBtr0082534,tr_FBtr0082534
FBgn0017581,FBtr0082535,tr_FBtr0082535
FBgn0017590,FBtr0084337,tr_FBtr0084337
FBgn0019624,FBtr0082473,tr_FBtr0082473
FBgn0019624,FBtr0082474,tr_FBtr0082474
FBgn0019624,FBtr0334890,tr_FBtr0334890
FBgn0019624,FBtr0347553,tr_FBtr0347553
FBgn0019637,FBtr0078704,tr_FBtr0078704
FBgn0019643,FBtr0072254,tr_FBtr0072254
FBgn0019643,FBtr0072255,tr_FBtr0072255
FBgn0019644,FBtr0076405,tr_FBtr0076405
FBgn0019650,FBtr0089185,tr_FBtr0089185
FBgn0019650,FBtr0339509,tr_FBtr0339509
FBgn0019660,FBtr0073514,tr_FBtr0073514
FBgn0019660,FBtr0073515,tr_FBtr0073515
FBgn0019660,FBtr0308845,tr_FBtr0308845
FBgn0019660,FBtr0308846,tr_FBtr0308846
FBgn0019660,FBtr0343985,tr_FBtr0343985
FBgn0019660,FBtr0343986,tr_FBtr0343986
FBgn0019661,FBtr0345714,tr_FBtr0070634
FBgn0019661,FBtr0337067,tr_FBtr0070634
FBgn0019661,FBtr0337066,tr_FBtr0070634
FBgn0019661,FBtr0070634,tr_FBtr0070634
FBgn0019661,FBtr0070635,tr_FBtr0070635
FBgn0019662,FBtr0076846,tr_FBtr0076846
FBgn0019662,FBtr0302045,tr_FBtr0302045
FBgn0019662,FBtr0332729,tr_FBtr0332729
FBgn0019686,FBtr0081328,tr_FBtr0081328
FBgn0019686,FBtr0081329,tr_FBtr0081329
FBgn0019686,FBtr0081330,tr_FBtr0081330
FBgn0019686,FBtr0306234,tr_FBtr0306234
FBgn0019809,FBtr0079837,tr_FBtr0079837
FBgn0019828,FBtr0089741,tr_FBtr0089741
FBgn0019828,FBtr0089742,tr_FBtr0089742
FBgn0019828,FBtr0305962,tr_FBtr0305962
FBgn0019830,FBtr0077731,tr_FBtr0077731
FBgn0019830,FBtr0077734,tr_FBtr0077731
FBgn0019890,FBtr0080562,tr_FBtr0080562
FBgn0019890,FBtr0343669,tr_FBtr0343669
FBgn0019890,FBtr0080561,tr_FBtr0080561
FBgn0019925,FBtr0083117,tr_FBtr0083117
FBgn0019928,FBtr0087664,tr_FBtr0087664
FBgn0019929,FBtr0071387,tr_FBtr0071387
FBgn0019932,FBtr0079994,tr_FBtr0079994
FBgn0019936,FBtr0083964,tr_FBtr0083964
FBgn0019938,FBtr0087511,tr_FBtr0087511
FBgn0019940,FBtr0347603,tr_FBtr0347603
FBgn0019949,FBtr0071937,tr_FBtr0071937
FBgn0019952,FBtr0084599,tr_FBtr0084599
FBgn0019952,FBtr0334870,tr_FBtr0084599
FBgn0019957,FBtr0084172,tr_FBtr0084172
FBgn0019957,FBtr0084173,tr_FBtr0084173
FBgn0019957,FBtr0335194,tr_FBtr0335194
FBgn0019960,FBtr0290271,tr_FBtr0290271
FBgn0019960,FBtr0335199,tr_FBtr0290271
FBgn0019960,FBtr0335200,tr_FBtr0335200
FBgn0019968,FBtr0329956,tr_FBtr0329956
FBgn0019968,FBtr0087357,tr_FBtr0087357
FBgn0019968,FBtr0329955,tr_FBtr0329955
FBgn0019968,FBtr0329957,tr_FBtr0329955
FBgn0019968,FBtr0346265,tr_FBtr0346265
FBgn0019972,FBtr0085482,tr_FBtr0085482
FBgn0019982,FBtr0110812,tr_FBtr0110812
FBgn0019982,FBtr0077453,tr_FBtr0077453
FBgn0019985,FBtr0089184,tr_FBtr0089184
FBgn0019985,FBtr0332858,tr_FBtr0089184
FBgn0019985,FBtr0332859,tr_FBtr0332859
FBgn0019985,FBtr0344897,tr_FBtr0344897
FBgn0019990,FBtr0085787,tr_FBtr0085787
FBgn0019990,FBtr0334551,tr_FBtr0085787
FBgn0019990,FBtr0334552,tr_FBtr0334552
FBgn0020018,FBtr0084664,tr_FBtr0084664
FBgn0020224,FBtr0076614,tr_FBtr0076614
FBgn0020224,FBtr0076615,tr_FBtr0076615
FBgn0020235,FBtr0085541,tr_FBtr0085541
FBgn0020235,FBtr0085539,tr_FBtr0085539
FBgn0020235,FBtr0085540,tr_FBtr0085540
FBgn0020236,FBtr0300596,tr_FBtr0300596
FBgn0020236,FBtr0300597,tr_FBtr0300596
FBgn0020236,FBtr0300598,tr_FBtr0300598
FBgn0020236,FBtr0340016,tr_FBtr0340016
FBgn0020238,FBtr0083566,tr_FBtr0083566
FBgn0020238,FBtr0083568,tr_FBtr0083568
FBgn0020238,FBtr0083565,tr_FBtr0083565
FBgn0020238,FBtr0083567,tr_FBtr0083567
FBgn0020248,FBtr0072712,tr_FBtr0072712
FBgn0020248,FBtr0072713,tr_FBtr0072713
FBgn0020249,FBtr0081844,tr_FBtr0081844
FBgn0020249,FBtr0306260,tr_FBtr0306260
FBgn0020249,FBtr0081845,tr_FBtr0081845
FBgn0020249,FBtr0081846,tr_FBtr0081846
FBgn0020251,FBtr0076968,tr_FBtr0076968
FBgn0020251,FBtr0301562,tr_FBtr0301562
FBgn0020255,FBtr0073472,tr_FBtr0073472
FBgn0020255,FBtr0340164,tr_FBtr0340164
FBgn0020255,FBtr0073471,tr_FBtr0073471
FBgn0020255,FBtr0340165,tr_FBtr0073471
FBgn0020257,FBtr0343014,tr_FBtr0071924
FBgn0020257,FBtr0071924,tr_FBtr0071924
FBgn0020257,FBtr0330249,tr_FBtr0071924
FBgn0020258,FBtr0080638,tr_FBtr0080638
FBgn0020261,FBtr0302082,tr_FBtr0302082
FBgn0020261,FBtr0074784,tr_FBtr0074784
FBgn0020269,FBtr0087477,tr_FBtr0087477
FBgn0020269,FBtr0345427,tr_FBtr0087477
FBgn0020270,FBtr0080213,tr_FBtr0080213
FBgn0020272,FBtr0077211,tr_FBtr0077211
FBgn0020272,FBtr0346380,tr_FBtr0077211
FBgn0020277,FBtr0074969,tr_FBtr0074969
FBgn0020277,FBtr0301489,tr_FBtr0301489
FBgn0020278,FBtr0084273,tr_FBtr0084273
FBgn0020278,FBtr0084275,tr_FBtr0084275
FBgn0020278,FBtr0084276,tr_FBtr0084276
FBgn0020278,FBtr0304669,tr_FBtr0304669
FBgn0020278,FBtr0309249,tr_FBtr0309249
FBgn0020279,FBtr0088774,tr_FBtr0088774
FBgn0020279,FBtr0088775,tr_FBtr0088775
FBgn0020279,FBtr0088776,tr_FBtr0088776
FBgn0020279,FBtr0301915,tr_FBtr0301915
FBgn0020279,FBtr0301917,tr_FBtr0301917
FBgn0020279,FBtr0304681,tr_FBtr0304681
FBgn0020279,FBtr0304682,tr_FBtr0304682
FBgn0020279,FBtr0330631,tr_FBtr0330631
FBgn0020279,FBtr0346957,tr_FBtr0330631
FBgn0020279,FBtr0301916,tr_FBtr0301916
FBgn0020279,FBtr0100575,tr_FBtr0100575
FBgn0020279,FBtr0330630,tr_FBtr0330630
FBgn0020280,FBtr0078852,tr_FBtr0078852
FBgn0020280,FBtr0345252,tr_FBtr0345252
FBgn0020294,FBtr0078324,tr_FBtr0078324
FBgn0020294,FBtr0333449,tr_FBtr0333449
FBgn0020299,FBtr0112893,tr_FBtr0112893
FBgn0020299,FBtr0334956,tr_FBtr0334956
FBgn0020299,FBtr0082959,tr_FBtr0082959
FBgn0020299,FBtr0334955,tr_FBtr0334955
FBgn0020299,FBtr0334957,tr_FBtr0334957
FBgn0020300,FBtr0075126,tr_FBtr0075126
FBgn0020304,FBtr0302120,tr_FBtr0302120
FBgn0020304,FBtr0302121,tr_FBtr0302121
FBgn0020304,FBtr0302612,tr_FBtr0302612
FBgn0020304,FBtr0078037,tr_FBtr0078037
FBgn0020304,FBtr0334763,tr_FBtr0334763
FBgn0020305,FBtr0078030,tr_FBtr0078030
FBgn0020306,FBtr0071602,tr_FBtr0071602
FBgn0020306,FBtr0071603,tr_FBtr0071603
FBgn0020306,FBtr0071604,tr_FBtr0071604
FBgn0020306,FBtr0342890,tr_FBtr0342890
FBgn0020307,FBtr0071775,tr_FBtr0071775
FBgn0020307,FBtr0071776,tr_FBtr0071776
FBgn0020309,FBtr0080260,tr_FBtr0080260
FBgn0020309,FBtr0335473,tr_FBtr0335473
FBgn0020309,FBtr0335474,tr_FBtr0335474
FBgn0020309,FBtr0335475,tr_FBtr0335475
FBgn0020309,FBtr0335476,tr_FBtr0335476
FBgn0020309,FBtr0080262,tr_FBtr0080262
FBgn0020309,FBtr0080263,tr_FBtr0080263
FBgn0020309,FBtr0305262,tr_FBtr0305262
FBgn0020309,FBtr0080261,tr_FBtr0080261
FBgn0020312,FBtr0071637,tr_FBtr0071637
FBgn0020312,FBtr0071638,tr_FBtr0071638
FBgn0020369,FBtr0077189,tr_FBtr0077189
FBgn0020370,FBtr0087774,tr_FBtr0087774
FBgn0020370,FBtr0087775,tr_FBtr0087775
FBgn0020370,FBtr0339755,tr_FBtr0339755
FBgn0020370,FBtr0344199,tr_FBtr0344199
FBgn0020371,FBtr0089699,tr_FBtr0089699
FBgn0020371,FBtr0343734,tr_FBtr0089699
FBgn0020372,FBtr0072130,tr_FBtr0072130
FBgn0020372,FBtr0330600,tr_FBtr0072130
FBgn0020372,FBtr0100255,tr_FBtr0100255
FBgn0020376,FBtr0077466,tr_FBtr0077466
FBgn0020377,FBtr0088004,tr_FBtr0088004
FBgn0020377,FBtr0303037,tr_FBtr0303037
FBgn0020378,FBtr0071381,tr_FBtr0071381
FBgn0020378,FBtr0273354,tr_FBtr0273354
FBgn0020378,FBtr0331335,tr_FBtr0273354
FBgn0020378,FBtr0310290,tr_FBtr0310290
FBgn0020379,FBtr0305995,tr_FBtr0305995
FBgn0020379,FBtr0337103,tr_FBtr0337103
FBgn0020379,FBtr0337105,tr_FBtr0337105
FBgn0020379,FBtr0337107,tr_FBtr0337107
FBgn0020379,FBtr0337104,tr_FBtr0337104
FBgn0020379,FBtr0337106,tr_FBtr0337106
FBgn0020381,FBtr0114559,tr_FBtr0114559
FBgn0020381,FBtr0114560,tr_FBtr0114560
FBgn0020381,FBtr0114561,tr_FBtr0114561
FBgn0020381,FBtr0340083,tr_FBtr0340083
FBgn0020385,FBtr0082264,tr_FBtr0082264
FBgn0020385,FBtr0100144,tr_FBtr0082264
FBgn0020385,FBtr0305662,tr_FBtr0305662
FBgn0020385,FBtr0082265,tr_FBtr0082265
FBgn0020385,FBtr0082266,tr_FBtr0082266
FBgn0020386,FBtr0072464,tr_FBtr0072464
FBgn0020386,FBtr0333218,tr_FBtr0072464
FBgn0020386,FBtr0072465,tr_FBtr0072465
FBgn0020386,FBtr0072466,tr_FBtr0072466
FBgn0020386,FBtr0072467,tr_FBtr0072467
FBgn0020386,FBtr0072468,tr_FBtr0072468
FBgn0020386,FBtr0072469,tr_FBtr0072469
FBgn0020386,FBtr0072471,tr_FBtr0072471
FBgn0020386,FBtr0072470,tr_FBtr0072470
FBgn0020388,FBtr0075969,tr_FBtr0075969
FBgn0020389,FBtr0074885,tr_FBtr0074885
FBgn0020389,FBtr0074886,tr_FBtr0074886
FBgn0020389,FBtr0074887,tr_FBtr0074887
FBgn0020389,FBtr0111108,tr_FBtr0111108
FBgn0020389,FBtr0332146,tr_FBtr0332146
FBgn0020389,FBtr0074888,tr_FBtr0074888
FBgn0020389,FBtr0332147,tr_FBtr0332147
FBgn0020389,FBtr0074889,tr_FBtr0074889
FBgn0020391,FBtr0087728,tr_FBtr0087728
FBgn0020392,FBtr0076728,tr_FBtr0076728
FBgn0020399,FBtr0083260,tr_FBtr0083260
FBgn0020407,FBtr0083259,tr_FBtr0083259
FBgn0020412,FBtr0076237,tr_FBtr0076237
FBgn0020412,FBtr0332707,tr_FBtr0332707
FBgn0020412,FBtr0076236,tr_FBtr0076236
FBgn0020414,FBtr0080862,tr_FBtr0080862
FBgn0020414,FBtr0080863,tr_FBtr0080863
FBgn0020414,FBtr0080864,tr_FBtr0080863
FBgn0020414,FBtr0342945,tr_FBtr0080863
FBgn0020415,FBtr0080861,tr_FBtr0080861
FBgn0020415,FBtr0305984,tr_FBtr0305984
FBgn0020415,FBtr0308080,tr_FBtr0308080
FBgn0020416,FBtr0080860,tr_FBtr0080860
FBgn0020429,FBtr0089577,tr_FBtr0089577
FBgn0020440,FBtr0086542,tr_FBtr0086542
FBgn0020440,FBtr0086543,tr_FBtr0086543
FBgn0020440,FBtr0086544,tr_FBtr0086544
FBgn0020440,FBtr0114605,tr_FBtr0114605
FBgn0020440,FBtr0301882,tr_FBtr0301882
FBgn0020440,FBtr0301883,tr_FBtr0301883
FBgn0020443,FBtr0080369,tr_FBtr0080369
FBgn0020443,FBtr0333089,tr_FBtr0080369
FBgn0020443,FBtr0344859,tr_FBtr0080369
FBgn0020443,FBtr0333090,tr_FBtr0333090
FBgn0020445,FBtr0089979,tr_FBtr0089979
FBgn0020445,FBtr0339548,tr_FBtr0339548
FBgn0020445,FBtr0339549,tr_FBtr0339549
FBgn0020493,FBtr0083393,tr_FBtr0083393
FBgn0020493,FBtr0100160,tr_FBtr0100160
FBgn0020493,FBtr0083394,tr_FBtr0083394
FBgn0020496,FBtr0082699,tr_FBtr0082699
FBgn0020496,FBtr0082700,tr_FBtr0082700
FBgn0020496,FBtr0100161,tr_FBtr0100161
FBgn0020496,FBtr0334513,tr_FBtr0334513
FBgn0020496,FBtr0334515,tr_FBtr0334515
FBgn0020496,FBtr0334516,tr_FBtr0334516
FBgn0020496,FBtr0334517,tr_FBtr0334517
FBgn0020496,FBtr0082701,tr_FBtr0082701
FBgn0020496,FBtr0082702,tr_FBtr0082702
FBgn0020496,FBtr0334514,tr_FBtr0334514
FBgn0020497,FBtr0079663,tr_FBtr0079663
FBgn0020497,FBtr0346708,tr_FBtr0079663
FBgn0020503,FBtr0080975,tr_FBtr0080975
FBgn0020503,FBtr0301442,tr_FBtr0301442
FBgn0020503,FBtr0080976,tr_FBtr0080976
FBgn0020503,FBtr0301440,tr_FBtr0301440
FBgn0020503,FBtr0332454,tr_FBtr0332454
FBgn0020503,FBtr0332451,tr_FBtr0332451
FBgn0020503,FBtr0332453,tr_FBtr0332453
FBgn0020503,FBtr0080977,tr_FBtr0080977
FBgn0020503,FBtr0290262,tr_FBtr0290262
FBgn0020503,FBtr0290263,tr_FBtr0290263
FBgn0020503,FBtr0301441,tr_FBtr0301441
FBgn0020503,FBtr0332452,tr_FBtr0332452
FBgn0020503,FBtr0332455,tr_FBtr0332455
FBgn0020503,FBtr0339796,tr_FBtr0339796
FBgn0020506,FBtr0087117,tr_FBtr0087117
FBgn0020508,FBtr0073938,tr_FBtr0073938
FBgn0020509,FBtr0072943,tr_FBtr0072943
FBgn0020510,FBtr0082910,tr_FBtr0082910
FBgn0020510,FBtr0112896,tr_FBtr0112896
FBgn0020510,FBtr0307076,tr_FBtr0307076
FBgn0020510,FBtr0307077,tr_FBtr0307077
FBgn0020510,FBtr0337096,tr_FBtr0337096
FBgn0020510,FBtr0337097,tr_FBtr0337097
FBgn0020513,FBtr0333799,tr_FBtr0333799
FBgn0020513,FBtr0073705,tr_FBtr0073705
