gene_id,xscript_model_id,ERS_grp_num,flag_nonolp_pair,nonolp_xscript_id
FBgn0032399,FBtr0342596,1436,0,
FBgn0032401,FBtr0080305,1437,0,
FBgn0032401,FBtr0342594,1437,0,
FBgn0032402,FBtr0080294,1438,0,
FBgn0032402,FBtr0080295,1438,0,
FBgn0032404,FBtr0080296,1439,0,
FBgn0032404,FBtr0113037,1439,0,
FBgn0032404,FBtr0346426,1439,0,
FBgn0032415,FBtr0080360,1440,0,
FBgn0032415,FBtr0342604,1440,0,
FBgn0032422,FBtr0273342,1441,0,
FBgn0032422,FBtr0331999,1441,0,
FBgn0032429,FBtr0080388,1442,0,
FBgn0032429,FBtr0333093,1442,0,
FBgn0032429,FBtr0333094,1442,0,
FBgn0032431,FBtr0080387,1443,0,
FBgn0032431,FBtr0345613,1443,0,
FBgn0032433,FBtr0080384,1444,0,
FBgn0032433,FBtr0333092,1444,0,
FBgn0032434,FBtr0080383,1445,0,
FBgn0032434,FBtr0333091,1445,0,
FBgn0032439,FBtr0308800,1446,0,
FBgn0032439,FBtr0308801,1446,0,
FBgn0032442,FBtr0080412,1447,0,
FBgn0032442,FBtr0340546,1447,0,
FBgn0032445,FBtr0080394,1448,0,
FBgn0032445,FBtr0340541,1448,0,
FBgn0032447,FBtr0080396,1449,0,
FBgn0032447,FBtr0340544,1449,0,
FBgn0032449,FBtr0080408,1450,0,
FBgn0032449,FBtr0340545,1450,0,
FBgn0032450,FBtr0080407,1451,0,
FBgn0032450,FBtr0329925,1451,0,
FBgn0032451,FBtr0080397,1452,0,
FBgn0032451,FBtr0329924,1452,0,
FBgn0032467,FBtr0080428,1453,0,
FBgn0032467,FBtr0301247,1453,0,
FBgn0032470,FBtr0301366,1454,0,
FBgn0032470,FBtr0336855,1454,0,
FBgn0032472,FBtr0080496,1455,0,
FBgn0032472,FBtr0345616,1455,0,
FBgn0032474,FBtr0080494,1456,0,
FBgn0032474,FBtr0329989,1456,0,
FBgn0032475,FBtr0080492,1457,0,
FBgn0032475,FBtr0289981,1457,0,
FBgn0032480,FBtr0080438,1458,0,
FBgn0032480,FBtr0333235,1458,0,
FBgn0032482,FBtr0080439,1459,0,
FBgn0032482,FBtr0080440,1459,0,
FBgn0032482,FBtr0080441,1459,0,
FBgn0032482,FBtr0334752,1459,0,
FBgn0032484,FBtr0080485,1460,0,
FBgn0032484,FBtr0334756,1460,0,
FBgn0032494,FBtr0080450,1461,0,
FBgn0032494,FBtr0334754,1461,0,
FBgn0032503,FBtr0080463,1462,0,
FBgn0032503,FBtr0329824,1462,0,
FBgn0032505,FBtr0080464,1463,0,
FBgn0032505,FBtr0345611,1463,0,
FBgn0032511,FBtr0080472,1464,0,
FBgn0032511,FBtr0342640,1464,0,
FBgn0032512,FBtr0080471,1465,0,
FBgn0032512,FBtr0342639,1465,0,
FBgn0032513,FBtr0080468,1466,0,
FBgn0032513,FBtr0342631,1466,0,
FBgn0032513,FBtr0346420,1466,0,
FBgn0032515,FBtr0080497,1467,0,
FBgn0032515,FBtr0342632,1467,0,
FBgn0032515,FBtr0080498,1468,0,
FBgn0032515,FBtr0100220,1468,0,
FBgn0032515,FBtr0342633,1468,0,
FBgn0032516,FBtr0080525,1469,0,
FBgn0032516,FBtr0080526,1469,0,
FBgn0032518,FBtr0080524,1470,0,
FBgn0032518,FBtr0342637,1470,0,
FBgn0032518,FBtr0345449,1470,0,
FBgn0032519,FBtr0080523,1471,0,
FBgn0032519,FBtr0342636,1471,0,
FBgn0032520,FBtr0080522,1472,0,
FBgn0032520,FBtr0342635,1472,0,
FBgn0032521,FBtr0080500,1473,0,
FBgn0032521,FBtr0345438,1473,0,
FBgn0032536,FBtr0100327,1474,0,
FBgn0032536,FBtr0343641,1474,0,
FBgn0032549,FBtr0301695,1475,0,
FBgn0032549,FBtr0343710,1475,0,
FBgn0032554,FBtr0080683,1476,0,
FBgn0032554,FBtr0305558,1476,0,
FBgn0032554,FBtr0343682,1476,0,
FBgn0032582,FBtr0080853,1477,0,
FBgn0032582,FBtr0305564,1477,0,
FBgn0032586,FBtr0080866,1478,0,
FBgn0032586,FBtr0333487,1478,0,
FBgn0032587,FBtr0080873,1479,0,
FBgn0032587,FBtr0080874,1479,0,
FBgn0032587,FBtr0337091,1479,0,
FBgn0032588,FBtr0080872,1480,0,
FBgn0032588,FBtr0335499,1480,0,
FBgn0032593,FBtr0080946,1481,0,
FBgn0032593,FBtr0335144,1481,0,
FBgn0032596,FBtr0080936,1482,0,
FBgn0032596,FBtr0335142,1482,0,
FBgn0032600,FBtr0113041,1483,0,
FBgn0032600,FBtr0308802,1483,0,
FBgn0032600,FBtr0308803,1483,0,
FBgn0032600,FBtr0329944,1483,0,
FBgn0032600,FBtr0329945,1483,0,
FBgn0032601,FBtr0080894,1484,0,
FBgn0032601,FBtr0343768,1484,0,
FBgn0032602,FBtr0080933,1485,0,
FBgn0032602,FBtr0343769,1485,0,
FBgn0032614,FBtr0080926,1486,0,
FBgn0032614,FBtr0345747,1486,0,
FBgn0032614,FBtr0080927,1487,0,
FBgn0032614,FBtr0332334,1487,0,
FBgn0032626,FBtr0080953,1488,0,
FBgn0032626,FBtr0332225,1488,0,
FBgn0032632,FBtr0080970,1489,0,
FBgn0032632,FBtr0339800,1489,0,
FBgn0032637,FBtr0080981,1490,0,
FBgn0032637,FBtr0305682,1490,0,
FBgn0032642,FBtr0080983,1491,0,
FBgn0032642,FBtr0306162,1491,0,
FBgn0032643,FBtr0080998,1492,0,
FBgn0032643,FBtr0305684,1492,0,
FBgn0032651,FBtr0080986,1493,0,
FBgn0032651,FBtr0303253,1493,0,
FBgn0032651,FBtr0303252,1494,0,
FBgn0032651,FBtr0344781,1494,0,
FBgn0032652,FBtr0080989,1495,0,
FBgn0032652,FBtr0340254,1495,0,
FBgn0032656,FBtr0081022,1496,0,
FBgn0032656,FBtr0340182,1496,0,
FBgn0032660,FBtr0302030,1497,0,
FBgn0032660,FBtr0302031,1497,0,
FBgn0032665,FBtr0081034,1498,0,
FBgn0032665,FBtr0340574,1498,0,
FBgn0032666,FBtr0081035,1499,1,FBtr0340577
FBgn0032666,FBtr0340576,1499,0,
FBgn0032666,FBtr0340577,1499,1,FBtr0081035
FBgn0032666,FBtr0081036,1500,0,
FBgn0032666,FBtr0081037,1500,0,
FBgn0032669,FBtr0081048,1501,0,
FBgn0032669,FBtr0329926,1501,0,
FBgn0032677,FBtr0081050,1502,0,
FBgn0032677,FBtr0345614,1502,0,
FBgn0032682,FBtr0300674,1503,0,
FBgn0032682,FBtr0332321,1503,0,
FBgn0032683,FBtr0300341,1504,0,
FBgn0032683,FBtr0332322,1504,0,
FBgn0032684,FBtr0081068,1505,0,
FBgn0032684,FBtr0305619,1505,0,
FBgn0032685,FBtr0081069,1506,0,
FBgn0032685,FBtr0343824,1506,0,
FBgn0032688,FBtr0081070,1507,0,
FBgn0032688,FBtr0343825,1507,0,
FBgn0032689,FBtr0081080,1508,0,
FBgn0032689,FBtr0343829,1508,0,
FBgn0032694,FBtr0081073,1509,0,
FBgn0032694,FBtr0329971,1509,0,
FBgn0032699,FBtr0089628,1510,0,
FBgn0032699,FBtr0343117,1510,0,
FBgn0032700,FBtr0081096,1511,0,
FBgn0032700,FBtr0343108,1511,0,
FBgn0032701,FBtr0081097,1512,0,
FBgn0032701,FBtr0343109,1512,0,
FBgn0032706,FBtr0081125,1513,0,
FBgn0032706,FBtr0343114,1513,0,
FBgn0032707,FBtr0301647,1514,0,
FBgn0032707,FBtr0343112,1514,0,
FBgn0032713,FBtr0081104,1515,0,
FBgn0032713,FBtr0308574,1515,0,
FBgn0032713,FBtr0308575,1515,0,
FBgn0032713,FBtr0343833,1515,0,
FBgn0032719,FBtr0081110,1516,0,
FBgn0032719,FBtr0342919,1516,0,
FBgn0032721,FBtr0089314,1517,0,
FBgn0032721,FBtr0089315,1517,0,
FBgn0032723,FBtr0081193,1518,0,
FBgn0032723,FBtr0342929,1518,0,
FBgn0032725,FBtr0081192,1519,0,
FBgn0032725,FBtr0342928,1519,0,
FBgn0032726,FBtr0081191,1520,0,
FBgn0032726,FBtr0342926,1520,0,
FBgn0032727,FBtr0081190,1521,0,
FBgn0032727,FBtr0344844,1521,0,
FBgn0032727,FBtr0344845,1521,0,
FBgn0032729,FBtr0081186,1522,0,
FBgn0032729,FBtr0340323,1522,0,
FBgn0032729,FBtr0340324,1522,0,
FBgn0032730,FBtr0081134,1523,0,
FBgn0032730,FBtr0340317,1523,0,
FBgn0032731,FBtr0081185,1524,0,
FBgn0032731,FBtr0340322,1524,0,
FBgn0032733,FBtr0081184,1525,0,
FBgn0032733,FBtr0340321,1525,0,
FBgn0032740,FBtr0081140,1526,0,
FBgn0032740,FBtr0321270,1526,0,
FBgn0032748,FBtr0081148,1527,0,
FBgn0032748,FBtr0113043,1527,0,
FBgn0032749,FBtr0081149,1528,0,
FBgn0032749,FBtr0336844,1528,0,
FBgn0032752,FBtr0081175,1529,1,FBtr0081176
FBgn0032752,FBtr0303241,1529,0,
FBgn0032752,FBtr0081176,1529,1,FBtr0081175
FBgn0032769,FBtr0081196,1530,0,
FBgn0032769,FBtr0343804,1530,0,
FBgn0032770,FBtr0081197,1531,0,
FBgn0032770,FBtr0336817,1531,0,
FBgn0032770,FBtr0336818,1531,0,
FBgn0032773,FBtr0081222,1532,0,
FBgn0032773,FBtr0301287,1532,0,
FBgn0032773,FBtr0336819,1532,0,
FBgn0032774,FBtr0081219,1533,0,
FBgn0032774,FBtr0081220,1533,0,
FBgn0032775,FBtr0081216,1534,0,
FBgn0032775,FBtr0081217,1534,0,
FBgn0032775,FBtr0300822,1534,0,
FBgn0032779,FBtr0081204,1535,0,
FBgn0032779,FBtr0334164,1535,0,
FBgn0032783,FBtr0081209,1536,0,
FBgn0032783,FBtr0334176,1536,0,
FBgn0032785,FBtr0081237,1537,0,
FBgn0032785,FBtr0081238,1537,0,
FBgn0032787,FBtr0302930,1538,0,
FBgn0032787,FBtr0332318,1538,0,
FBgn0032791,FBtr0081243,1539,0,
FBgn0032791,FBtr0331324,1539,0,
FBgn0032796,FBtr0081282,1540,0,
FBgn0032796,FBtr0329963,1540,0,
FBgn0032797,FBtr0081280,1541,0,
FBgn0032797,FBtr0302107,1541,0,
FBgn0032798,FBtr0081247,1542,0,
FBgn0032798,FBtr0343771,1542,0,
FBgn0032801,FBtr0081277,1543,0,
FBgn0032801,FBtr0303779,1543,0,
FBgn0032801,FBtr0081278,1544,0,
FBgn0032801,FBtr0303780,1544,0,
FBgn0032804,FBtr0081252,1545,0,
FBgn0032804,FBtr0343772,1545,0,
FBgn0032810,FBtr0081257,1546,0,
FBgn0032810,FBtr0336619,1546,0,
FBgn0032812,FBtr0081263,1547,0,
FBgn0032812,FBtr0081264,1547,0,
FBgn0032812,FBtr0331245,1548,0,
FBgn0032812,FBtr0331246,1548,0,
FBgn0032815,FBtr0081325,1549,0,
FBgn0032815,FBtr0305952,1549,0,
FBgn0032815,FBtr0331243,1549,0,
FBgn0032815,FBtr0100351,1550,0,
FBgn0032815,FBtr0100352,1550,0,
FBgn0032815,FBtr0331244,1550,0,
FBgn0032816,FBtr0081289,1551,0,
FBgn0032816,FBtr0343854,1551,0,
FBgn0032820,FBtr0081321,1552,0,
FBgn0032820,FBtr0343856,1552,0,
FBgn0032820,FBtr0343857,1553,0,
FBgn0032820,FBtr0347410,1553,0,
FBgn0032821,FBtr0081318,1554,0,
FBgn0032821,FBtr0300966,1554,0,
FBgn0032821,FBtr0300967,1554,0,
FBgn0032822,FBtr0081291,1555,0,
FBgn0032822,FBtr0332178,1555,0,
FBgn0032824,FBtr0081314,1556,0,
FBgn0032824,FBtr0332245,1556,0,
FBgn0032833,FBtr0081300,1557,0,
FBgn0032833,FBtr0081301,1557,0,
FBgn0032835,FBtr0081302,1558,0,
FBgn0032835,FBtr0346480,1558,0,
FBgn0032836,FBtr0081303,1559,0,
FBgn0032836,FBtr0332182,1559,0,
FBgn0032848,FBtr0081334,1560,0,
FBgn0032848,FBtr0081335,1560,0,
FBgn0032849,FBtr0081338,1561,0,
FBgn0032849,FBtr0081339,1561,0,
FBgn0032850,FBtr0081336,1562,0,
FBgn0032850,FBtr0303230,1562,0,
FBgn0032853,FBtr0081378,1563,0,
FBgn0032853,FBtr0345683,1563,0,
FBgn0032857,FBtr0081369,1564,0,
FBgn0032857,FBtr0081370,1564,0,
FBgn0032858,FBtr0081367,1565,0,
FBgn0032858,FBtr0346417,1565,0,
FBgn0032859,FBtr0081358,1566,0,
FBgn0032859,FBtr0346418,1566,0,
FBgn0032863,FBtr0081362,1567,0,
FBgn0032863,FBtr0332969,1567,0,
FBgn0032864,FBtr0081363,1568,0,
FBgn0032864,FBtr0332970,1568,0,
FBgn0032873,FBtr0081388,1569,0,
FBgn0032873,FBtr0339520,1569,0,
FBgn0032877,FBtr0081391,1570,0,
FBgn0032877,FBtr0336825,1570,0,
FBgn0032879,FBtr0081395,1571,0,
FBgn0032879,FBtr0335150,1571,0,
FBgn0032880,FBtr0081393,1572,0,
FBgn0032880,FBtr0335149,1572,0,
FBgn0032881,FBtr0081460,1573,0,
FBgn0032881,FBtr0335148,1573,0,
FBgn0032883,FBtr0081459,1574,0,
FBgn0032883,FBtr0335147,1574,0,
FBgn0032889,FBtr0081417,1575,0,
FBgn0032889,FBtr0081419,1575,0,
FBgn0032889,FBtr0302942,1575,0,
FBgn0032889,FBtr0302943,1575,0,
FBgn0032889,FBtr0339559,1575,0,
FBgn0032889,FBtr0081418,1576,0,
FBgn0032889,FBtr0339561,1576,0,
FBgn0032889,FBtr0081420,1577,0,
FBgn0032889,FBtr0302944,1577,0,
FBgn0032889,FBtr0302945,1577,0,
FBgn0032894,FBtr0081425,1578,0,
FBgn0032894,FBtr0339565,1578,0,
FBgn0032899,FBtr0081428,1579,0,
FBgn0032899,FBtr0333009,1579,0,
FBgn0032900,FBtr0081430,1580,0,
FBgn0032900,FBtr0307163,1580,0,
FBgn0032900,FBtr0333010,1580,0,
FBgn0032901,FBtr0081440,1581,0,
FBgn0032901,FBtr0081446,1581,0,
FBgn0032901,FBtr0081441,1582,0,
FBgn0032901,FBtr0081447,1582,0,
FBgn0032906,FBtr0081438,1583,0,
FBgn0032906,FBtr0333011,1583,0,
FBgn0032910,FBtr0081507,1584,0,
FBgn0032910,FBtr0331378,1584,0,
FBgn0032911,FBtr0329987,1585,0,
FBgn0032911,FBtr0329988,1585,0,
FBgn0032913,FBtr0081464,1586,0,
FBgn0032913,FBtr0332033,1586,0,
FBgn0032923,FBtr0081471,1587,0,
FBgn0032923,FBtr0343870,1587,0,
FBgn0032935,FBtr0081487,1588,0,
FBgn0032935,FBtr0331678,1588,0,
FBgn0032938,FBtr0081483,1589,0,
FBgn0032938,FBtr0346464,1589,0,
FBgn0032938,FBtr0114602,1590,0,
FBgn0032938,FBtr0330679,1590,0,
FBgn0032938,FBtr0330680,1590,0,
FBgn0032940,FBtr0081524,1591,0,
FBgn0032940,FBtr0081525,1591,0,
FBgn0032940,FBtr0301458,1591,0,
FBgn0032940,FBtr0301460,1591,0,
FBgn0032940,FBtr0301462,1591,0,
FBgn0032940,FBtr0301463,1591,0,
FBgn0032940,FBtr0301464,1591,0,
FBgn0032940,FBtr0301457,1592,0,
FBgn0032940,FBtr0301459,1592,0,
FBgn0032940,FBtr0301461,1592,0,
FBgn0032946,FBtr0081518,1593,0,
FBgn0032946,FBtr0081519,1593,0,
FBgn0032946,FBtr0081520,1593,0,
FBgn0032955,FBtr0085921,1594,0,
FBgn0032955,FBtr0345685,1594,0,
FBgn0032955,FBtr0085922,1595,0,
FBgn0032955,FBtr0085923,1595,0,
FBgn0032955,FBtr0305503,1595,0,
FBgn0032956,FBtr0085899,1596,0,
FBgn0032956,FBtr0085900,1596,0,
FBgn0032957,FBtr0085915,1597,1,FBtr0085918
FBgn0032957,FBtr0304885,1597,0,
FBgn0032957,FBtr0085918,1597,1,FBtr0085915
FBgn0032961,FBtr0085904,1598,0,
FBgn0032961,FBtr0085905,1598,0,
FBgn0032973,FBtr0299905,1599,0,
FBgn0032973,FBtr0344787,1599,0,
FBgn0032974,FBtr0331656,1600,0,
FBgn0032974,FBtr0331657,1600,0,
FBgn0032979,FBtr0085964,1601,0,
FBgn0032979,FBtr0100407,1601,0,
FBgn0032981,FBtr0299879,1602,0,
FBgn0032981,FBtr0304739,1602,0,
FBgn0032986,FBtr0299875,1603,0,
FBgn0032986,FBtr0334168,1603,0,
FBgn0032986,FBtr0334169,1603,0,
FBgn0032987,FBtr0085961,1604,0,
FBgn0032987,FBtr0331295,1604,0,
FBgn0032987,FBtr0345541,1604,0,
FBgn0033000,FBtr0299923,1605,0,
FBgn0033000,FBtr0345361,1605,0,
FBgn0033005,FBtr0086077,1606,0,
FBgn0033005,FBtr0086078,1606,0,
FBgn0033010,FBtr0086079,1607,0,
FBgn0033010,FBtr0086081,1607,0,
FBgn0033015,FBtr0086082,1608,0,
FBgn0033015,FBtr0086083,1608,0,
FBgn0033015,FBtr0335258,1608,0,
FBgn0033019,FBtr0347209,1609,0,
FBgn0033019,FBtr0347210,1609,0,
FBgn0033028,FBtr0086072,1610,0,
FBgn0033028,FBtr0345359,1610,0,
FBgn0033029,FBtr0086062,1611,0,
FBgn0033029,FBtr0331970,1611,0,
FBgn0033047,FBtr0085966,1612,0,
FBgn0033047,FBtr0335266,1612,0,
FBgn0033048,FBtr0086033,1613,0,
FBgn0033048,FBtr0345665,1613,0,
FBgn0033050,FBtr0085972,1614,0,
FBgn0033050,FBtr0335285,1614,0,
FBgn0033051,FBtr0086028,1615,0,
FBgn0033051,FBtr0335289,1615,0,
FBgn0033054,FBtr0086025,1616,0,
FBgn0033054,FBtr0086026,1616,0,
FBgn0033054,FBtr0302827,1616,0,
FBgn0033062,FBtr0086018,1617,0,
FBgn0033062,FBtr0310665,1617,0,
FBgn0033062,FBtr0310667,1617,0,
FBgn0033063,FBtr0085978,1618,0,
FBgn0033063,FBtr0304730,1618,0,
FBgn0033063,FBtr0332948,1618,0,
FBgn0033065,FBtr0085987,1619,0,
FBgn0033065,FBtr0345485,1619,0,
FBgn0033075,FBtr0085995,1620,0,
FBgn0033075,FBtr0085996,1620,0,
FBgn0033075,FBtr0085999,1621,0,
FBgn0033075,FBtr0336520,1621,0,
FBgn0033086,FBtr0086115,1622,0,
FBgn0033086,FBtr0330253,1622,0,
FBgn0033087,FBtr0086145,1623,0,
FBgn0033087,FBtr0302190,1623,0,
FBgn0033089,FBtr0086144,1624,0,
FBgn0033089,FBtr0307502,1624,0,
FBgn0033092,FBtr0086120,1625,0,
FBgn0033092,FBtr0086121,1625,0,
FBgn0033100,FBtr0086135,1626,0,
FBgn0033100,FBtr0332940,1626,0,
FBgn0033108,FBtr0086160,1627,0,
FBgn0033108,FBtr0086161,1627,0,
FBgn0033117,FBtr0336740,1628,0,
FBgn0033117,FBtr0336741,1628,0,
FBgn0033121,FBtr0086185,1629,0,
FBgn0033121,FBtr0345802,1629,0,
FBgn0033122,FBtr0086170,1630,0,
FBgn0033122,FBtr0303226,1630,0,
FBgn0033130,FBtr0089028,1631,0,
FBgn0033130,FBtr0336872,1631,0,
FBgn0033133,FBtr0089031,1632,0,
FBgn0033133,FBtr0305678,1632,0,
FBgn0033135,FBtr0089034,1633,0,
FBgn0033135,FBtr0329936,1633,0,
FBgn0033141,FBtr0300063,1634,0,
FBgn0033141,FBtr0345466,1634,0,
FBgn0033155,FBtr0089021,1635,0,
FBgn0033155,FBtr0345370,1635,0,
FBgn0033158,FBtr0088963,1636,0,
FBgn0033158,FBtr0345800,1636,0,
FBgn0033160,FBtr0088966,1637,0,
FBgn0033160,FBtr0336909,1637,0,
FBgn0033166,FBtr0089007,1638,0,
FBgn0033166,FBtr0089008,1638,0,
FBgn0033166,FBtr0089009,1638,0,
FBgn0033167,FBtr0113049,1639,0,
FBgn0033167,FBtr0332995,1639,0,
FBgn0033170,FBtr0088972,1640,0,
FBgn0033170,FBtr0088973,1640,0,
FBgn0033170,FBtr0100138,1640,0,
FBgn0033174,FBtr0088974,1641,0,
FBgn0033174,FBtr0336911,1641,0,
FBgn0033177,FBtr0088998,1642,0,
FBgn0033177,FBtr0088999,1642,0,
FBgn0033177,FBtr0345799,1642,0,
FBgn0033183,FBtr0088983,1643,0,
FBgn0033183,FBtr0336918,1643,0,
FBgn0033185,FBtr0088979,1644,0,
FBgn0033185,FBtr0336925,1644,0,
FBgn0033188,FBtr0088957,1645,0,
FBgn0033188,FBtr0088958,1645,0,
FBgn0033194,FBtr0088910,1646,0,
FBgn0033194,FBtr0310024,1646,0,
FBgn0033203,FBtr0088921,1647,0,
FBgn0033203,FBtr0336999,1647,0,
FBgn0033204,FBtr0088922,1648,0,
FBgn0033204,FBtr0337000,1648,0,
FBgn0033212,FBtr0300779,1649,0,
FBgn0033212,FBtr0332912,1649,0,
FBgn0033214,FBtr0088927,1650,0,
FBgn0033214,FBtr0339114,1650,0,
FBgn0033214,FBtr0339115,1650,0,
FBgn0033224,FBtr0088901,1651,0,
FBgn0033224,FBtr0088902,1651,0,
FBgn0033226,FBtr0088834,1652,0,
FBgn0033226,FBtr0088835,1652,1,FBtr0339120
FBgn0033226,FBtr0088836,1652,0,
FBgn0033226,FBtr0339120,1652,1,FBtr0088835
FBgn0033226,FBtr0345697,1652,0,
FBgn0033233,FBtr0088886,1653,0,
FBgn0033233,FBtr0309844,1653,0,
FBgn0033240,FBtr0113052,1654,0,
FBgn0033240,FBtr0305126,1654,0,
FBgn0033244,FBtr0088873,1655,0,
FBgn0033244,FBtr0088874,1655,0,
FBgn0033246,FBtr0088872,1656,0,
FBgn0033246,FBtr0113053,1656,0,
FBgn0033248,FBtr0088870,1657,0,
FBgn0033248,FBtr0339283,1657,0,
FBgn0033249,FBtr0088868,1658,0,
FBgn0033249,FBtr0339282,1658,0,
FBgn0033250,FBtr0088867,1659,0,
FBgn0033250,FBtr0304750,1659,0,
FBgn0033252,FBtr0088827,1660,0,
FBgn0033252,FBtr0339281,1660,0,
FBgn0033265,FBtr0100668,1661,0,
FBgn0033265,FBtr0344881,1661,0,
FBgn0033268,FBtr0088816,1662,0,
FBgn0033268,FBtr0339297,1662,0,
FBgn0033296,FBtr0088757,1663,0,
FBgn0033296,FBtr0345489,1663,0,
FBgn0033302,FBtr0302331,1664,0,
FBgn0033302,FBtr0345575,1664,0,
FBgn0033303,FBtr0088689,1665,0,
FBgn0033303,FBtr0333553,1665,0,
FBgn0033313,FBtr0290112,1666,0,
FBgn0033313,FBtr0301363,1666,0,
FBgn0033313,FBtr0305081,1667,0,
FBgn0033313,FBtr0310448,1667,0,
FBgn0033313,FBtr0310449,1668,0,
FBgn0033313,FBtr0310450,1668,0,
FBgn0033317,FBtr0088727,1669,0,
FBgn0033317,FBtr0339356,1669,0,
FBgn0033320,FBtr0088725,1670,0,
FBgn0033320,FBtr0339345,1670,0,
FBgn0033324,FBtr0307024,1671,0,
FBgn0033324,FBtr0339342,1671,0,
FBgn0033324,FBtr0339343,1671,0,
FBgn0033327,FBtr0088708,1672,0,
FBgn0033327,FBtr0339336,1672,0,
FBgn0033337,FBtr0088686,1673,0,
FBgn0033337,FBtr0330246,1673,0,
FBgn0033339,FBtr0088642,1674,0,
FBgn0033339,FBtr0088643,1674,0,
FBgn0033339,FBtr0339302,1675,0,
FBgn0033339,FBtr0345224,1675,0,
FBgn0033347,FBtr0088678,1676,0,
FBgn0033347,FBtr0339308,1676,0,
FBgn0033352,FBtr0088654,1677,0,
FBgn0033352,FBtr0339303,1677,0,
FBgn0033357,FBtr0088657,1678,0,
FBgn0033357,FBtr0339306,1678,0,
FBgn0033359,FBtr0273384,1679,0,
FBgn0033359,FBtr0273385,1679,0,
FBgn0033359,FBtr0339307,1679,0,
FBgn0033369,FBtr0088661,1680,0,
FBgn0033369,FBtr0339286,1680,0,
FBgn0033372,FBtr0300369,1681,0,
FBgn0033372,FBtr0310147,1681,0,
FBgn0033372,FBtr0310148,1681,0,
FBgn0033372,FBtr0339285,1681,0,
FBgn0033373,FBtr0088633,1682,0,
FBgn0033373,FBtr0310143,1682,0,
FBgn0033373,FBtr0310144,1682,0,
FBgn0033381,FBtr0088579,1683,0,
FBgn0033381,FBtr0302495,1683,0,
FBgn0033382,FBtr0088580,1684,0,
FBgn0033382,FBtr0302496,1684,0,
FBgn0033382,FBtr0300180,1685,0,
FBgn0033382,FBtr0339360,1685,0,
FBgn0033402,FBtr0088598,1686,0,
FBgn0033402,FBtr0333000,1686,0,
FBgn0033402,FBtr0345024,1686,0,
FBgn0033405,FBtr0332996,1687,0,
FBgn0033405,FBtr0332997,1687,0,
FBgn0033413,FBtr0300293,1688,0,
FBgn0033413,FBtr0333003,1688,0,
FBgn0033421,FBtr0088547,1689,0,
FBgn0033421,FBtr0310033,1689,0,
FBgn0033426,FBtr0088522,1690,0,
FBgn0033426,FBtr0088523,1690,0,
FBgn0033442,FBtr0088496,1691,0,
FBgn0033442,FBtr0336936,1691,0,
FBgn0033446,FBtr0088493,1692,0,
FBgn0033446,FBtr0339403,1692,0,
FBgn0033448,FBtr0088486,1693,0,
FBgn0033448,FBtr0113061,1693,0,
FBgn0033457,FBtr0088375,1694,0,
FBgn0033457,FBtr0472834,1694,0,
FBgn0033460,FBtr0088451,1695,0,
FBgn0033460,FBtr0339406,1695,0,
FBgn0033461,FBtr0088379,1696,0,
FBgn0033461,FBtr0331953,1696,0,
FBgn0033464,FBtr0088448,1697,0,
FBgn0033464,FBtr0088449,1697,0,
FBgn0033474,FBtr0088435,1698,0,
FBgn0033474,FBtr0330325,1698,0,
FBgn0033474,FBtr0088436,1699,0,
FBgn0033474,FBtr0339418,1699,0,
FBgn0033474,FBtr0339419,1699,0,
FBgn0033474,FBtr0339420,1699,0,
FBgn0033476,FBtr0088434,1700,0,
FBgn0033476,FBtr0339416,1700,0,
FBgn0033476,FBtr0345630,1700,0,
FBgn0033480,FBtr0088403,1701,0,
FBgn0033480,FBtr0304041,1701,0,
FBgn0033483,FBtr0088405,1702,0,
FBgn0033483,FBtr0088406,1702,0,
FBgn0033484,FBtr0088407,1703,0,
FBgn0033484,FBtr0088408,1703,0,
FBgn0033486,FBtr0088423,1704,0,
FBgn0033486,FBtr0304926,1704,0,
FBgn0033494,FBtr0301443,1705,0,
FBgn0033494,FBtr0310093,1705,0,
FBgn0033494,FBtr0310096,1705,0,
FBgn0033499,FBtr0088334,1706,0,
FBgn0033499,FBtr0339448,1706,0,
FBgn0033499,FBtr0339449,1706,0,
FBgn0033500,FBtr0088335,1707,0,
FBgn0033500,FBtr0339450,1707,0,
FBgn0033501,FBtr0088336,1708,0,
FBgn0033501,FBtr0289962,1708,0,
FBgn0033501,FBtr0339451,1708,0,
FBgn0033501,FBtr0339452,1708,0,
FBgn0033501,FBtr0339453,1709,0,
FBgn0033501,FBtr0339454,1709,0,
FBgn0033502,FBtr0088337,1710,0,
FBgn0033502,FBtr0310142,1710,0,
FBgn0033504,FBtr0088344,1711,0,
FBgn0033504,FBtr0301965,1711,0,
FBgn0033504,FBtr0299826,1712,0,
FBgn0033504,FBtr0336694,1712,0,
FBgn0033512,FBtr0088356,1713,0,
FBgn0033512,FBtr0088357,1713,0,
FBgn0033523,FBtr0088314,1714,0,
FBgn0033523,FBtr0330615,1714,0,
FBgn0033524,FBtr0088311,1715,0,
FBgn0033524,FBtr0304592,1715,0,
FBgn0033541,FBtr0088213,1716,0,
FBgn0033541,FBtr0339462,1716,0,
FBgn0033544,FBtr0088216,1717,0,
FBgn0033544,FBtr0088219,1717,0,
FBgn0033544,FBtr0088218,1718,0,
FBgn0033544,FBtr0339465,1718,0,
FBgn0033547,FBtr0088221,1719,0,
