gene_id,xscript_model_id,ERS_grp_num,ERS_grp_size,flag_nonolp_pair,nonolp_xscript_id
FBgn0036288,FBtr0075976,2583,4,0,
FBgn0036288,FBtr0332645,2583,4,0,
FBgn0036288,FBtr0332646,2583,4,0,
FBgn0036288,FBtr0332647,2583,4,0,
FBgn0036290,FBtr0089321,2584,2,0,
FBgn0036290,FBtr0345350,2584,2,0,
FBgn0036291,FBtr0075957,2585,2,0,
FBgn0036291,FBtr0332634,2585,2,0,
FBgn0036294,FBtr0075971,2586,2,0,
FBgn0036294,FBtr0332644,2586,2,0,
FBgn0036302,FBtr0300888,2587,2,0,
FBgn0036302,FBtr0300889,2587,2,0,
FBgn0036318,FBtr0273240,2588,2,0,
FBgn0036318,FBtr0273241,2588,2,0,
FBgn0036319,FBtr0075935,2589,3,0,
FBgn0036319,FBtr0332049,2589,3,0,
FBgn0036319,FBtr0345343,2589,3,0,
FBgn0036324,FBtr0113169,2590,2,0,
FBgn0036324,FBtr0343628,2590,2,0,
FBgn0036330,FBtr0075873,2591,2,0,
FBgn0036330,FBtr0300699,2591,2,0,
FBgn0036331,FBtr0306091,2592,2,0,
FBgn0036331,FBtr0332074,2592,2,0,
FBgn0036336,FBtr0075876,2593,2,0,
FBgn0036336,FBtr0332075,2593,2,0,
FBgn0036337,FBtr0075895,2594,2,0,
FBgn0036337,FBtr0346531,2594,2,0,
FBgn0036342,FBtr0075887,2595,3,0,
FBgn0036342,FBtr0332077,2595,3,0,
FBgn0036342,FBtr0345366,2595,3,0,
FBgn0036353,FBtr0075864,2596,2,0,
FBgn0036353,FBtr0075865,2596,2,0,
FBgn0036354,FBtr0075863,2597,2,0,
FBgn0036354,FBtr0321318,2597,2,0,
FBgn0036356,FBtr0075861,2598,2,0,
FBgn0036356,FBtr0345341,2598,2,0,
FBgn0036361,FBtr0075854,2599,2,0,
FBgn0036361,FBtr0303093,2599,2,0,
FBgn0036365,FBtr0075851,2600,3,0,
FBgn0036365,FBtr0331533,2600,3,0,
FBgn0036365,FBtr0331534,2600,3,0,
FBgn0036368,FBtr0302487,2601,2,0,
FBgn0036368,FBtr0304792,2601,2,0,
FBgn0036368,FBtr0302488,2602,2,0,
FBgn0036368,FBtr0304791,2602,2,0,
FBgn0036369,FBtr0075820,2603,2,0,
FBgn0036369,FBtr0345364,2603,2,0,
FBgn0036369,FBtr0075821,2604,2,0,
FBgn0036369,FBtr0075822,2604,2,0,
FBgn0036374,FBtr0075812,2605,3,0,
FBgn0036374,FBtr0304904,2605,3,0,
FBgn0036374,FBtr0340705,2605,3,0,
FBgn0036376,FBtr0075813,2606,3,0,
FBgn0036376,FBtr0075814,2606,3,0,
FBgn0036376,FBtr0330342,2606,3,0,
FBgn0036389,FBtr0075759,2607,2,0,
FBgn0036389,FBtr0346645,2607,2,0,
FBgn0036391,FBtr0333027,2608,3,0,
FBgn0036391,FBtr0333028,2608,3,0,
FBgn0036391,FBtr0333029,2608,3,0,
FBgn0036397,FBtr0075785,2609,3,0,
FBgn0036397,FBtr0075786,2609,3,0,
FBgn0036397,FBtr0333025,2609,3,0,
FBgn0036398,FBtr0075768,2610,2,0,
FBgn0036398,FBtr0333050,2610,2,0,
FBgn0036402,FBtr0304672,2611,2,0,
FBgn0036402,FBtr0343100,2611,2,0,
FBgn0036405,FBtr0075774,2612,2,0,
FBgn0036405,FBtr0302433,2612,2,0,
FBgn0036410,FBtr0075779,2613,3,0,
FBgn0036410,FBtr0334054,2613,3,0,
FBgn0036410,FBtr0347505,2613,3,0,
FBgn0036411,FBtr0075748,2614,2,0,
FBgn0036411,FBtr0330178,2614,2,0,
FBgn0036414,FBtr0089524,2615,2,0,
FBgn0036414,FBtr0321258,2615,2,0,
FBgn0036415,FBtr0075736,2616,2,0,
FBgn0036415,FBtr0075737,2616,2,0,
FBgn0036417,FBtr0075741,2617,2,0,
FBgn0036417,FBtr0321257,2617,2,0,
FBgn0036421,FBtr0113170,2618,2,0,
FBgn0036421,FBtr0333022,2618,2,0,
FBgn0036423,FBtr0273239,2619,2,0,
FBgn0036423,FBtr0333040,2619,2,0,
FBgn0036427,FBtr0333038,2620,2,0,
FBgn0036427,FBtr0333039,2620,2,0,
FBgn0036428,FBtr0075724,2621,2,0,
FBgn0036428,FBtr0333037,2621,2,0,
FBgn0036433,FBtr0075678,2622,2,0,
FBgn0036433,FBtr0301239,2622,2,0,
FBgn0036446,FBtr0075690,2623,2,0,
FBgn0036446,FBtr0333044,2623,2,0,
FBgn0036460,FBtr0075624,2624,2,0,
FBgn0036460,FBtr0309064,2624,2,0,
FBgn0036461,FBtr0113171,2625,2,0,
FBgn0036461,FBtr0347146,2625,2,0,
FBgn0036463,FBtr0075671,2626,2,0,
FBgn0036463,FBtr0333876,2626,2,0,
FBgn0036469,FBtr0075663,2627,2,0,
FBgn0036469,FBtr0333874,2627,2,0,
FBgn0036474,FBtr0075659,2628,2,0,
FBgn0036474,FBtr0310278,2628,2,0,
FBgn0036480,FBtr0075638,2629,3,0,
FBgn0036480,FBtr0303375,2629,3,0,
FBgn0036480,FBtr0333853,2629,3,0,
FBgn0036481,FBtr0075655,2630,3,0,
FBgn0036481,FBtr0303378,2630,3,0,
FBgn0036481,FBtr0344235,2630,3,0,
FBgn0036481,FBtr0075656,2631,2,0,
FBgn0036481,FBtr0333935,2631,2,0,
FBgn0036482,FBtr0075653,2632,2,0,
FBgn0036482,FBtr0075654,2632,2,0,
FBgn0036484,FBtr0075640,2633,2,0,
FBgn0036484,FBtr0331830,2633,2,0,
FBgn0036493,FBtr0100360,2634,3,0,
FBgn0036493,FBtr0110880,2634,3,0,
FBgn0036493,FBtr0301185,2634,3,0,
FBgn0036493,FBtr0110881,2635,2,0,
FBgn0036493,FBtr0334105,2635,2,0,
FBgn0036494,FBtr0075614,2636,3,0,
FBgn0036494,FBtr0306307,2636,3,0,
FBgn0036494,FBtr0306308,2636,3,0,
FBgn0036496,FBtr0075617,2637,2,0,
FBgn0036496,FBtr0332815,2637,2,0,
FBgn0036502,FBtr0075604,2638,2,0,
FBgn0036502,FBtr0334085,2638,2,0,
FBgn0036510,FBtr0075561,2639,5,1,FBtr0306154
FBgn0036510,FBtr0306155,2639,5,1,FBtr0306154
FBgn0036510,FBtr0306156,2639,5,0,
FBgn0036510,FBtr0331934,2639,5,1,FBtr0306154
FBgn0036510,FBtr0306154,2639,5,1,FBtr0331934|FBtr0075561|FBtr0306155
FBgn0036516,FBtr0075592,2640,2,0,
FBgn0036516,FBtr0301186,2640,2,0,
FBgn0036516,FBtr0300329,2641,2,0,
FBgn0036516,FBtr0332095,2641,2,0,
FBgn0036518,FBtr0075567,2642,2,0,
FBgn0036518,FBtr0075568,2642,2,0,
FBgn0036518,FBtr0075569,2643,2,0,
FBgn0036518,FBtr0290065,2643,2,0,
FBgn0036534,FBtr0075538,2644,3,0,
FBgn0036534,FBtr0075539,2644,3,0,
FBgn0036534,FBtr0304975,2644,3,0,
FBgn0036537,FBtr0075537,2645,3,0,
FBgn0036537,FBtr0306855,2645,3,0,
FBgn0036537,FBtr0332134,2645,3,0,
FBgn0036544,FBtr0089527,2646,3,0,
FBgn0036544,FBtr0334070,2646,3,0,
FBgn0036544,FBtr0334071,2646,3,0,
FBgn0036545,FBtr0075509,2647,3,0,
FBgn0036545,FBtr0273189,2647,3,0,
FBgn0036545,FBtr0333572,2647,3,0,
FBgn0036547,FBtr0075511,2648,2,0,
FBgn0036547,FBtr0333574,2648,2,0,
FBgn0036551,FBtr0075514,2649,2,0,
FBgn0036551,FBtr0333575,2649,2,0,
FBgn0036552,FBtr0075515,2650,2,0,
FBgn0036552,FBtr0302493,2650,2,0,
FBgn0036553,FBtr0075516,2651,2,0,
FBgn0036553,FBtr0333576,2651,2,0,
FBgn0036565,FBtr0075497,2652,2,0,
FBgn0036565,FBtr0333599,2652,2,0,
FBgn0036566,FBtr0075444,2653,2,0,
FBgn0036566,FBtr0302503,2653,2,0,
FBgn0036571,FBtr0075452,2654,3,0,
FBgn0036571,FBtr0301912,2654,3,0,
FBgn0036571,FBtr0333292,2654,3,0,
FBgn0036574,FBtr0089713,2655,3,0,
FBgn0036574,FBtr0089714,2655,3,0,
FBgn0036574,FBtr0307518,2655,3,0,
FBgn0036576,FBtr0307519,2656,2,0,
FBgn0036576,FBtr0346525,2656,2,0,
FBgn0036581,FBtr0301481,2657,2,0,
FBgn0036581,FBtr0333560,2657,2,0,
FBgn0036583,FBtr0075482,2658,2,0,
FBgn0036583,FBtr0333564,2658,2,0,
FBgn0036587,FBtr0290260,2659,2,0,
FBgn0036587,FBtr0333562,2659,2,0,
FBgn0036621,FBtr0075423,2660,3,0,
FBgn0036621,FBtr0331173,2660,3,0,
FBgn0036621,FBtr0333265,2660,3,0,
FBgn0036622,FBtr0075421,2661,2,0,
FBgn0036622,FBtr0331172,2661,2,0,
FBgn0036623,FBtr0075418,2662,2,0,
FBgn0036623,FBtr0075419,2662,2,0,
FBgn0036624,FBtr0075386,2663,3,0,
FBgn0036624,FBtr0075387,2663,3,0,
FBgn0036624,FBtr0333596,2663,3,0,
FBgn0036627,FBtr0075388,2664,2,0,
FBgn0036627,FBtr0343534,2664,2,0,
FBgn0036640,FBtr0089479,2665,2,0,
FBgn0036640,FBtr0331561,2665,2,0,
FBgn0036654,FBtr0075317,2666,2,0,
FBgn0036654,FBtr0344229,2666,2,0,
FBgn0036656,FBtr0299542,2667,2,0,
FBgn0036656,FBtr0345347,2667,2,0,
FBgn0036660,FBtr0075346,2668,2,0,
FBgn0036660,FBtr0333610,2668,2,0,
FBgn0036661,FBtr0075324,2669,3,1,FBtr0333607
FBgn0036661,FBtr0075325,2669,3,0,
FBgn0036661,FBtr0333607,2669,3,1,FBtr0075324
FBgn0036663,FBtr0075341,2670,4,1,FBtr0333609|FBtr0305915
FBgn0036663,FBtr0345074,2670,4,0,
FBgn0036663,FBtr0305915,2670,4,1,FBtr0075341
FBgn0036663,FBtr0333609,2670,4,1,FBtr0075341
FBgn0036663,FBtr0305915,2671,2,0,
FBgn0036663,FBtr0333609,2671,2,0,
FBgn0036663,FBtr0305916,2672,2,0,
FBgn0036663,FBtr0333608,2672,2,0,
FBgn0036667,FBtr0075339,2673,2,0,
FBgn0036667,FBtr0305272,2673,2,0,
FBgn0036677,FBtr0075307,2674,2,0,
FBgn0036677,FBtr0345805,2674,2,0,
FBgn0036678,FBtr0075300,2675,4,0,
FBgn0036678,FBtr0075305,2675,4,0,
FBgn0036678,FBtr0113174,2675,4,0,
FBgn0036678,FBtr0305577,2675,4,0,
FBgn0036678,FBtr0075301,2676,3,0,
FBgn0036678,FBtr0075304,2676,3,0,
FBgn0036678,FBtr0113173,2676,3,0,
FBgn0036678,FBtr0075302,2677,3,0,
FBgn0036678,FBtr0075303,2677,3,0,
FBgn0036678,FBtr0075306,2677,3,0,
FBgn0036684,FBtr0075297,2678,2,0,
FBgn0036684,FBtr0332122,2678,2,0,
FBgn0036685,FBtr0075293,2679,3,0,
FBgn0036685,FBtr0075294,2679,3,0,
FBgn0036685,FBtr0075295,2679,3,0,
FBgn0036702,FBtr0075251,2680,2,0,
FBgn0036702,FBtr0075252,2680,2,0,
FBgn0036704,FBtr0075250,2681,2,0,
FBgn0036704,FBtr0332785,2681,2,0,
FBgn0036710,FBtr0075245,2682,2,0,
FBgn0036710,FBtr0331847,2682,2,0,
FBgn0036712,FBtr0075242,2683,2,0,
FBgn0036712,FBtr0331846,2683,2,0,
FBgn0036714,FBtr0075215,2684,2,0,
FBgn0036714,FBtr0344911,2684,2,0,
FBgn0036714,FBtr0331845,2685,2,0,
FBgn0036714,FBtr0347064,2685,2,0,
FBgn0036715,FBtr0075239,2686,3,0,
FBgn0036715,FBtr0075240,2686,3,0,
FBgn0036715,FBtr0309231,2686,3,0,
FBgn0036725,FBtr0075219,2687,2,0,
FBgn0036725,FBtr0333688,2687,2,0,
FBgn0036727,FBtr0075221,2688,2,0,
FBgn0036727,FBtr0333690,2688,2,0,
FBgn0036728,FBtr0075222,2689,2,0,
FBgn0036728,FBtr0302510,2689,2,0,
FBgn0036728,FBtr0302509,2690,2,0,
FBgn0036728,FBtr0333691,2690,2,0,
FBgn0036732,FBtr0075173,2691,2,0,
FBgn0036732,FBtr0302041,2691,2,0,
FBgn0036732,FBtr0345117,2692,2,0,
FBgn0036732,FBtr0345118,2692,2,0,
FBgn0036734,FBtr0075175,2693,4,1,FBtr0344941
FBgn0036734,FBtr0331842,2693,4,1,FBtr0344941
FBgn0036734,FBtr0345387,2693,4,0,
FBgn0036734,FBtr0344941,2693,4,1,FBtr0075175|FBtr0331842
FBgn0036738,FBtr0075181,2694,2,0,
FBgn0036738,FBtr0345386,2694,2,0,
FBgn0036740,FBtr0075201,2695,2,0,
FBgn0036740,FBtr0333123,2695,2,0,
FBgn0036741,FBtr0075182,2696,2,0,
FBgn0036741,FBtr0333121,2696,2,0,
FBgn0036742,FBtr0300284,2697,2,0,
FBgn0036742,FBtr0345385,2697,2,0,
FBgn0036746,FBtr0075196,2698,3,0,
FBgn0036746,FBtr0330162,2698,3,0,
FBgn0036746,FBtr0345384,2698,3,0,
FBgn0036749,FBtr0075187,2699,2,0,
FBgn0036749,FBtr0333692,2699,2,0,
FBgn0036752,FBtr0075190,2700,2,0,
FBgn0036752,FBtr0075191,2700,2,0,
FBgn0036759,FBtr0075162,2701,2,0,
FBgn0036759,FBtr0347063,2701,2,0,
FBgn0036761,FBtr0075160,2702,2,0,
FBgn0036761,FBtr0345815,2702,2,0,
FBgn0036762,FBtr0075140,2703,2,0,
FBgn0036762,FBtr0331810,2703,2,0,
FBgn0036763,FBtr0075141,2704,2,0,
FBgn0036763,FBtr0331811,2704,2,0,
FBgn0036765,FBtr0075142,2705,3,0,
FBgn0036765,FBtr0300281,2705,3,0,
FBgn0036765,FBtr0300282,2705,3,0,
FBgn0036777,FBtr0075123,2706,2,0,
FBgn0036777,FBtr0075124,2706,2,0,
FBgn0036778,FBtr0075135,2707,2,0,
FBgn0036778,FBtr0332863,2707,2,0,
FBgn0036780,FBtr0075127,2708,2,0,
FBgn0036780,FBtr0332861,2708,2,0,
FBgn0036785,FBtr0299605,2709,4,0,
FBgn0036785,FBtr0332864,2709,4,0,
FBgn0036785,FBtr0332865,2709,4,0,
FBgn0036785,FBtr0332866,2709,4,0,
FBgn0036789,FBtr0089387,2710,4,0,
FBgn0036789,FBtr0330088,2710,4,0,
FBgn0036789,FBtr0332867,2710,4,0,
FBgn0036789,FBtr0346968,2710,4,0,
FBgn0036801,FBtr0075049,2711,2,0,
FBgn0036801,FBtr0331420,2711,2,0,
FBgn0036805,FBtr0075092,2712,2,0,
FBgn0036805,FBtr0345383,2712,2,0,
FBgn0036806,FBtr0075091,2713,2,0,
FBgn0036806,FBtr0345812,2713,2,0,
FBgn0036808,FBtr0075090,2714,3,0,
FBgn0036808,FBtr0334056,2714,3,0,
FBgn0036808,FBtr0334057,2714,3,0,
FBgn0036814,FBtr0075084,2715,2,0,
FBgn0036814,FBtr0332801,2715,2,0,
FBgn0036815,FBtr0075056,2716,2,0,
FBgn0036815,FBtr0075057,2716,2,0,
FBgn0036816,FBtr0075083,2717,2,0,
FBgn0036816,FBtr0301857,2717,2,0,
FBgn0036819,FBtr0075062,2718,2,0,
FBgn0036819,FBtr0333708,2718,2,0,
FBgn0036821,FBtr0075077,2719,2,0,
FBgn0036821,FBtr0075078,2719,2,0,
FBgn0036825,FBtr0075066,2720,2,0,
FBgn0036825,FBtr0347494,2720,2,0,
FBgn0036828,FBtr0075068,2721,2,0,
FBgn0036828,FBtr0346816,2721,2,0,
FBgn0036832,FBtr0075071,2722,2,0,
FBgn0036832,FBtr0333711,2722,2,0,
FBgn0036833,FBtr0075048,2723,2,0,
FBgn0036833,FBtr0333710,2723,2,0,
FBgn0036837,FBtr0075045,2724,2,0,
FBgn0036837,FBtr0332651,2724,2,0,
FBgn0036842,FBtr0075037,2725,2,0,
FBgn0036842,FBtr0332648,2725,2,0,
FBgn0036844,FBtr0075035,2726,3,0,
FBgn0036844,FBtr0330089,2726,3,0,
FBgn0036844,FBtr0333220,2726,3,0,
FBgn0036850,FBtr0075032,2727,2,0,
FBgn0036850,FBtr0330093,2727,2,0,
FBgn0036851,FBtr0330091,2728,3,0,
FBgn0036851,FBtr0330092,2728,3,0,
FBgn0036851,FBtr0346533,2728,3,0,
FBgn0036853,FBtr0075022,2729,3,0,
FBgn0036853,FBtr0333224,2729,3,0,
FBgn0036853,FBtr0346548,2729,3,0,
FBgn0036862,FBtr0331425,2730,3,0,
FBgn0036862,FBtr0332155,2730,3,0,
FBgn0036862,FBtr0345390,2730,3,0,
FBgn0036872,FBtr0074930,2731,2,0,
FBgn0036872,FBtr0333844,2731,2,0,
FBgn0036875,FBtr0290043,2732,2,0,
FBgn0036875,FBtr0345146,2732,2,0,
FBgn0036875,FBtr0290044,2733,4,0,
FBgn0036875,FBtr0333846,2733,4,0,
FBgn0036875,FBtr0333847,2733,4,0,
FBgn0036875,FBtr0345147,2733,4,0,
FBgn0036876,FBtr0074979,2734,2,0,
FBgn0036876,FBtr0333845,2734,2,0,
FBgn0036880,FBtr0113180,2735,2,0,
FBgn0036880,FBtr0332754,2735,2,0,
FBgn0036881,FBtr0113181,2736,3,0,
FBgn0036881,FBtr0332755,2736,3,0,
FBgn0036881,FBtr0332756,2736,3,0,
FBgn0036882,FBtr0074976,2737,2,0,
FBgn0036882,FBtr0332758,2737,2,0,
FBgn0036887,FBtr0074972,2738,2,0,
FBgn0036887,FBtr0344994,2738,2,0,
FBgn0036890,FBtr0074942,2739,3,0,
FBgn0036890,FBtr0074944,2739,3,0,
FBgn0036890,FBtr0336786,2739,3,0,
FBgn0036892,FBtr0074967,2740,2,0,
FBgn0036892,FBtr0273410,2740,2,0,
FBgn0036896,FBtr0074963,2741,3,0,
FBgn0036896,FBtr0074964,2741,3,0,
FBgn0036896,FBtr0074965,2741,3,0,
FBgn0036897,FBtr0074962,2742,3,1,FBtr0290116
FBgn0036897,FBtr0331862,2742,3,0,
FBgn0036897,FBtr0290116,2742,3,1,FBtr0074962
FBgn0036899,FBtr0074960,2743,3,0,
FBgn0036899,FBtr0273407,2743,3,0,
FBgn0036899,FBtr0331860,2743,3,0,
FBgn0036900,FBtr0089597,2744,3,0,
FBgn0036900,FBtr0089598,2744,3,0,
FBgn0036900,FBtr0331859,2744,3,0,
FBgn0036908,FBtr0074927,2745,2,0,
FBgn0036908,FBtr0333878,2745,2,0,
FBgn0036909,FBtr0074879,2746,3,0,
FBgn0036909,FBtr0074880,2746,3,0,
FBgn0036909,FBtr0344256,2746,3,0,
FBgn0036911,FBtr0089595,2747,5,0,
FBgn0036911,FBtr0089596,2747,5,0,
FBgn0036911,FBtr0310477,2747,5,0,
FBgn0036911,FBtr0332727,2747,5,0,
FBgn0036911,FBtr0332728,2747,5,0,
FBgn0036913,FBtr0332148,2748,4,0,
FBgn0036913,FBtr0332149,2748,4,0,
FBgn0036913,FBtr0332150,2748,4,0,
FBgn0036913,FBtr0332151,2748,4,0,
FBgn0036915,FBtr0074891,2749,2,0,
FBgn0036915,FBtr0074892,2749,2,0,
FBgn0036918,FBtr0074894,2750,2,0,
FBgn0036918,FBtr0330181,2750,2,0,
FBgn0036921,FBtr0074896,2751,2,0,
FBgn0036921,FBtr0331800,2751,2,0,
FBgn0036922,FBtr0074913,2752,4,0,
FBgn0036922,FBtr0331801,2752,4,0,
FBgn0036922,FBtr0331802,2752,4,0,
FBgn0036922,FBtr0346534,2752,4,0,
FBgn0036927,FBtr0074909,2753,2,0,
FBgn0036927,FBtr0344085,2753,2,0,
FBgn0036929,FBtr0074904,2754,2,0,
FBgn0036929,FBtr0332720,2754,2,0,
FBgn0036932,FBtr0074872,2755,2,0,
FBgn0036932,FBtr0302366,2755,2,0,
FBgn0036934,FBtr0074871,2756,2,0,
FBgn0036934,FBtr0332667,2756,2,0,
FBgn0036938,FBtr0074868,2757,2,0,
FBgn0036938,FBtr0332701,2757,2,0,
FBgn0036945,FBtr0074820,2758,2,0,
FBgn0036945,FBtr0074821,2758,2,0,
FBgn0036949,FBtr0074858,2759,2,0,
FBgn0036949,FBtr0332696,2759,2,0,
FBgn0036950,FBtr0302721,2760,2,0,
FBgn0036950,FBtr0332691,2760,2,0,
FBgn0036951,FBtr0074856,2761,2,0,
FBgn0036951,FBtr0332695,2761,2,0,
FBgn0036952,FBtr0074854,2762,2,0,
FBgn0036952,FBtr0074855,2762,2,0,
FBgn0036952,FBtr0310468,2763,2,0,
FBgn0036952,FBtr0332694,2763,2,0,
FBgn0036953,FBtr0074823,2764,2,0,
FBgn0036953,FBtr0332692,2764,2,0,
FBgn0036958,FBtr0074850,2765,2,0,
FBgn0036958,FBtr0306327,2765,2,0,
FBgn0036958,FBtr0302113,2766,2,0,
FBgn0036958,FBtr0308204,2766,2,0,
FBgn0036958,FBtr0306326,2767,2,0,
FBgn0036958,FBtr0306329,2767,2,0,
FBgn0036967,FBtr0074837,2768,2,0,
FBgn0036967,FBtr0074838,2768,2,0,
FBgn0036970,FBtr0078172,2769,2,0,
FBgn0036970,FBtr0331816,2769,2,0,
FBgn0036974,FBtr0078173,2770,6,1,FBtr0078178
FBgn0036974,FBtr0078174,2770,6,1,FBtr0078178
FBgn0036974,FBtr0078175,2770,6,1,FBtr0078178
FBgn0036974,FBtr0078176,2770,6,1,FBtr0078178
FBgn0036974,FBtr0078177,2770,6,0,
FBgn0036974,FBtr0078178,2770,6,1,FBtr0078176|FBtr0078173|FBtr0078175|FBtr0078174
FBgn0036977,FBtr0308646,2771,2,0,
FBgn0036977,FBtr0308655,2771,2,0,
FBgn0036980,FBtr0078185,2772,2,0,
FBgn0036980,FBtr0330157,2772,2,0,
FBgn0036988,FBtr0078230,2773,2,0,
FBgn0036988,FBtr0310615,2773,2,0,
FBgn0036991,FBtr0078194,2774,2,0,
FBgn0036991,FBtr0344821,2774,2,0,
FBgn0036992,FBtr0078225,2775,2,0,
FBgn0036992,FBtr0078226,2775,2,0,
FBgn0036994,FBtr0078224,2776,2,0,
FBgn0036994,FBtr0331571,2776,2,0,
FBgn0037007,FBtr0078216,2777,2,0,
FBgn0037007,FBtr0078219,2777,2,0,
FBgn0037007,FBtr0078217,2778,3,0,
FBgn0037007,FBtr0078218,2778,3,0,
FBgn0037007,FBtr0331567,2778,3,0,
FBgn0037010,FBtr0078214,2779,2,0,
FBgn0037010,FBtr0331566,2779,2,0,
FBgn0037015,FBtr0113182,2780,3,0,
FBgn0037015,FBtr0113183,2780,3,0,
FBgn0037015,FBtr0305579,2780,3,0,
FBgn0037017,FBtr0078280,2781,2,0,
FBgn0037017,FBtr0345811,2781,2,0,
FBgn0037024,FBtr0078252,2782,3,0,
FBgn0037024,FBtr0078253,2782,3,0,
FBgn0037024,FBtr0078254,2782,3,0,
FBgn0037025,FBtr0078255,2783,2,0,
FBgn0037025,FBtr0321284,2783,2,0,
FBgn0037026,FBtr0078272,2784,3,0,
FBgn0037026,FBtr0331528,2784,3,0,
FBgn0037026,FBtr0331529,2784,3,0,
FBgn0037027,FBtr0078256,2785,4,0,
FBgn0037027,FBtr0331524,2785,4,0,
FBgn0037027,FBtr0331525,2785,4,0,
FBgn0037027,FBtr0331526,2785,4,0,
FBgn0037028,FBtr0078271,2786,2,0,
FBgn0037028,FBtr0302947,2786,2,0,
FBgn0037030,FBtr0078262,2787,2,0,
FBgn0037030,FBtr0345826,2787,2,0,
FBgn0037031,FBtr0078264,2788,2,0,
FBgn0037031,FBtr0300873,2788,2,0,
FBgn0037037,FBtr0078284,2789,2,0,
FBgn0037037,FBtr0346528,2789,2,0,
FBgn0037039,FBtr0078333,2790,3,1,FBtr0333286
FBgn0037039,FBtr0339891,2790,3,0,
FBgn0037039,FBtr0333286,2790,3,1,FBtr0078333
FBgn0037040,FBtr0114616,2791,5,1,FBtr0308681|FBtr0114618|FBtr0333285
FBgn0037040,FBtr0114617,2791,5,0,
FBgn0037040,FBtr0114618,2791,5,1,FBtr0308681|FBtr0114616
FBgn0037040,FBtr0308681,2791,5,1,FBtr0114618|FBtr0114616
FBgn0037040,FBtr0333285,2791,5,1,FBtr0114616
FBgn0037044,FBtr0078287,2792,2,0,
FBgn0037044,FBtr0345136,2792,2,0,
FBgn0037050,FBtr0078292,2793,2,0,
FBgn0037050,FBtr0305500,2793,2,0,
FBgn0037051,FBtr0078323,2794,2,0,
FBgn0037051,FBtr0305502,2794,2,0,
FBgn0037060,FBtr0307386,2795,2,0,
FBgn0037060,FBtr0307387,2795,2,0,
FBgn0037065,FBtr0078411,2796,3,0,
FBgn0037065,FBtr0332860,2796,3,0,
FBgn0037065,FBtr0345804,2796,3,0,
FBgn0037068,FBtr0078337,2797,2,0,
FBgn0037068,FBtr0333394,2797,2,0,
FBgn0037070,FBtr0078406,2798,3,0,
FBgn0037070,FBtr0321283,2798,3,0,
FBgn0037070,FBtr0345883,2798,3,0,
FBgn0037071,FBtr0078339,2799,2,0,
FBgn0037071,FBtr0321281,2799,2,0,
FBgn0037074,FBtr0078404,2800,2,0,
FBgn0037074,FBtr0331797,2800,2,0,
FBgn0037081,FBtr0078399,2801,2,0,
FBgn0037081,FBtr0078400,2801,2,0,
FBgn0037082,FBtr0078397,2802,2,0,
FBgn0037082,FBtr0331822,2802,2,0,
FBgn0037084,FBtr0088102,2803,2,0,
FBgn0037084,FBtr0088104,2803,2,0,
FBgn0037087,FBtr0078353,2804,2,0,
FBgn0037087,FBtr0332711,2804,2,0,
FBgn0037092,FBtr0332713,2805,2,0,
FBgn0037092,FBtr0339793,2805,2,0,
FBgn0037093,FBtr0078358,2806,2,0,
FBgn0037093,FBtr0332716,2806,2,0,
FBgn0037094,FBtr0078359,2807,9,0,
FBgn0037094,FBtr0078361,2807,9,0,
FBgn0037094,FBtr0078362,2807,9,0,
FBgn0037094,FBtr0078363,2807,9,0,
FBgn0037094,FBtr0078364,2807,9,0,
FBgn0037094,FBtr0078365,2807,9,0,
FBgn0037094,FBtr0078366,2807,9,0,
FBgn0037094,FBtr0301197,2807,9,0,
FBgn0037094,FBtr0301198,2807,9,0,
FBgn0037098,FBtr0346817,2808,3,0,
FBgn0037098,FBtr0346819,2808,3,0,
FBgn0037098,FBtr0347540,2808,3,0,
FBgn0037100,FBtr0078379,2809,2,0,
FBgn0037100,FBtr0333458,2809,2,0,
FBgn0037106,FBtr0301160,2810,2,0,
FBgn0037106,FBtr0333391,2810,2,0,
FBgn0037107,FBtr0301161,2811,2,0,
FBgn0037107,FBtr0333393,2811,2,0,
FBgn0037109,FBtr0078464,2812,2,0,
FBgn0037109,FBtr0333972,2812,2,0,
FBgn0037117,FBtr0078430,2813,3,0,
FBgn0037117,FBtr0078431,2813,3,0,
FBgn0037117,FBtr0333967,2813,3,0,
FBgn0037120,FBtr0078458,2814,4,0,
FBgn0037120,FBtr0078459,2814,4,1,FBtr0113184
FBgn0037120,FBtr0113184,2814,4,1,FBtr0078459
FBgn0037120,FBtr0332769,2814,4,0,
FBgn0037127,FBtr0078453,2815,2,0,
FBgn0037127,FBtr0332768,2815,2,0,
FBgn0037130,FBtr0078450,2816,4,0,
FBgn0037130,FBtr0310451,2816,4,0,
FBgn0037130,FBtr0333892,2816,4,0,
FBgn0037130,FBtr0333893,2816,4,0,
FBgn0037135,FBtr0078441,2817,4,0,
FBgn0037135,FBtr0303245,2817,4,0,
FBgn0037135,FBtr0303246,2817,4,0,
FBgn0037135,FBtr0303247,2817,4,0,
FBgn0037137,FBtr0089579,2818,3,0,
FBgn0037137,FBtr0332811,2818,3,0,
FBgn0037137,FBtr0332812,2818,3,0,
FBgn0037138,FBtr0078445,2819,2,0,
FBgn0037138,FBtr0078447,2819,2,0,
