"ERS_grp_num","ERS_grp_size","gene_id","xscripts","flag_nonolp_pair","flag_IR_exclusion"
3531,3,"FBgn0003495","FBtr0085137|FBtr0085139|FBtr0085146",0,0
3532,3,"FBgn0003495","FBtr0085138|FBtr0114372|FBtr0085145",1,0
3533,2,"FBgn0003499","FBtr0330050|FBtr0083542",0,0
3534,3,"FBgn0003499","FBtr0301615|FBtr0083543|FBtr0344633",0,0
3535,2,"FBgn0003502","FBtr0079615|FBtr0079618",0,0
3536,3,"FBgn0003502","FBtr0079616|FBtr0112836|FBtr0079617",1,0
3537,2,"FBgn0003507","FBtr0335424|FBtr0100595",0,0
3538,2,"FBgn0003511","FBtr0346861|FBtr0085556",0,0
3539,3,"FBgn0003513","FBtr0306026|FBtr0083318|FBtr0306027",0,0
3540,3,"FBgn0003514","FBtr0339503|FBtr0339504|FBtr0070877",0,0
3541,3,"FBgn0003517","FBtr0339594|FBtr0070289|FBtr0070290",0,0
3542,2,"FBgn0003520","FBtr0301614|FBtr0086783",0,0
3543,2,"FBgn0003525","FBtr0334867|FBtr0085397",0,0
3544,2,"FBgn0003545","FBtr0340277|FBtr0086881",0,0
3545,3,"FBgn0003557","FBtr0077822|FBtr0077823|FBtr0339529",0,0
3546,2,"FBgn0003559","FBtr0306544|FBtr0113733",0,0
3547,2,"FBgn0003567","FBtr0082946|FBtr0082945",0,0
3548,2,"FBgn0003575","FBtr0340081|FBtr0070120",0,0
3549,2,"FBgn0003598","FBtr0301657|FBtr0082736",0,0
3550,2,"FBgn0003607","FBtr0079636|FBtr0079635",0,0
3551,2,"FBgn0003612","FBtr0088570|FBtr0306705",0,0
3552,2,"FBgn0003612","FBtr0088572|FBtr0088571",0,0
3553,4,"FBgn0003612","FBtr0088573|FBtr0088576|FBtr0088578|FBtr0088574",1,0
3554,2,"FBgn0003612","FBtr0088577|FBtr0088575",0,0
3555,6,"FBgn0003638","FBtr0305651|FBtr0070177|FBtr0070178|FBtr0070176|FBtr0305652|FBtr0336687",1,0
3556,2,"FBgn0003651","FBtr0331183|FBtr0082564",0,0
3557,4,"FBgn0003654","FBtr0089398|FBtr0340360|FBtr0089397|FBtr0089399",0,0
3558,3,"FBgn0003654","FBtr0089400|FBtr0089402|FBtr0089401",0,0
3559,3,"FBgn0003654","FBtr0340361|FBtr0089403|FBtr0089404",0,0
3560,2,"FBgn0003654","FBtr0089407|FBtr0089406",0,0
3561,2,"FBgn0003654","FBtr0089408|FBtr0089409",0,0
3562,2,"FBgn0003660","FBtr0273274|FBtr0088362",0,0
3563,2,"FBgn0003660","FBtr0273275|FBtr0088363",0,0
3564,2,"FBgn0003676","FBtr0084290|FBtr0084291",0,0
3565,2,"FBgn0003701","FBtr0340283|FBtr0086825",0,0
3566,2,"FBgn0003710","FBtr0073220|FBtr0073219",0,0
3567,2,"FBgn0003714","FBtr0308831|FBtr0070459",0,0
3568,2,"FBgn0003721","FBtr0089962|FBtr0089961",0,0
3569,4,"FBgn0003721","FBtr0301959|FBtr0089967|FBtr0305654|FBtr0089964",0,0
3570,2,"FBgn0003733","FBtr0339117|FBtr0088938",0,0
3571,2,"FBgn0003741","FBtr0100244|FBtr0075364",0,0
3572,2,"FBgn0003742","FBtr0089615|FBtr0089616",0,0
3573,4,"FBgn0003742","FBtr0089618|FBtr0089617|FBtr0089620|FBtr0089621",0,0
3574,2,"FBgn0003744","FBtr0332154|FBtr0074922",0,0
3575,2,"FBgn0003861","FBtr0085513|FBtr0331356",0,0
3576,2,"FBgn0003862","FBtr0082949|FBtr0100277",0,0
3577,2,"FBgn0003867","FBtr0084164|FBtr0084165",0,0
3578,2,"FBgn0003888","FBtr0072270|FBtr0343443",0,0
3579,2,"FBgn0003891","FBtr0071582|FBtr0342870",0,0
3580,3,"FBgn0003896","FBtr0081111|FBtr0081112|FBtr0342921",0,0
3581,2,"FBgn0003900","FBtr0100130|FBtr0071953",0,0
3582,2,"FBgn0003941","FBtr0334787|FBtr0077470",0,0
3583,2,"FBgn0003944","FBtr0083351|FBtr0083347",0,0
3584,2,"FBgn0003944","FBtr0083348|FBtr0083352",0,0
3585,2,"FBgn0003944","FBtr0083350|FBtr0083349",0,0
3586,2,"FBgn0003963","FBtr0078063|FBtr0329895",0,0
3587,3,"FBgn0003969","FBtr0340415|FBtr0074142|FBtr0074140",0,0
3588,3,"FBgn0003969","FBtr0074141|FBtr0340416|FBtr0074143",1,0
3589,2,"FBgn0003979","FBtr0079239|FBtr0333232",0,0
3590,2,"FBgn0003980","FBtr0345439|FBtr0079171",0,0
3591,2,"FBgn0003997","FBtr0332862|FBtr0075133",0,0
3592,2,"FBgn0004003","FBtr0086510|FBtr0340470",0,0
3593,2,"FBgn0004045","FBtr0071419|FBtr0346261",0,0
3594,2,"FBgn0004047","FBtr0346090|FBtr0073821",0,0
3595,2,"FBgn0004049","FBtr0114376|FBtr0082793",0,0
3596,3,"FBgn0004050","FBtr0100380|FBtr0331161|FBtr0070435",0,0
3597,2,"FBgn0004054","FBtr0081671|FBtr0290296",0,0
3598,2,"FBgn0004055","FBtr0345678|FBtr0072397",0,0
3599,2,"FBgn0004087","FBtr0110910|FBtr0083295",0,0
3600,2,"FBgn0004101","FBtr0343314|FBtr0072271",0,0
3601,4,"FBgn0004102","FBtr0331738|FBtr0331306|FBtr0331737|FBtr0300106",0,0
3602,3,"FBgn0004107","FBtr0300447|FBtr0083921|FBtr0083922",0,0
3603,2,"FBgn0004108","FBtr0075322|FBtr0304018",0,0
3604,2,"FBgn0004117","FBtr0083079|FBtr0339530",0,0
3605,2,"FBgn0004118","FBtr0084681|FBtr0084682",0,0
3606,2,"FBgn0004167","FBtr0300017|FBtr0332056",0,0
3607,4,"FBgn0004169","FBtr0073851|FBtr0100563|FBtr0308234|FBtr0310137",0,0
3608,2,"FBgn0004169","FBtr0310138|FBtr0073852",0,0
3609,2,"FBgn0004169","FBtr0073853|FBtr0345131",0,0
3610,2,"FBgn0004169","FBtr0301919|FBtr0308233",0,0
3611,2,"FBgn0004169","FBtr0310136|FBtr0301922",0,0
3612,2,"FBgn0004174","FBtr0081587|FBtr0112841",0,0
3613,3,"FBgn0004177","FBtr0343416|FBtr0079525|FBtr0343417",0,0
3614,2,"FBgn0004179","FBtr0078493|FBtr0078495",0,0
3615,4,"FBgn0004179","FBtr0344983|FBtr0334746|FBtr0334747|FBtr0078494",1,0
3616,2,"FBgn0004181","FBtr0333174|FBtr0072454",0,0
3617,2,"FBgn0004197","FBtr0344121|FBtr0085128",0,0
3618,2,"FBgn0004198","FBtr0071068|FBtr0331733",0,0
3619,4,"FBgn0004227","FBtr0074233|FBtr0074232|FBtr0100586|FBtr0340313",1,0
3620,2,"FBgn0004228","FBtr0334084|FBtr0075602",0,0
3621,4,"FBgn0004237","FBtr0300590|FBtr0310621|FBtr0334495|FBtr0082851",1,0
3622,4,"FBgn0004242","FBtr0332219|FBtr0077726|FBtr0343993|FBtr0077727",0,0
3623,2,"FBgn0004359","FBtr0085065|FBtr0336724",0,0
3624,2,"FBgn0004360","FBtr0339383|FBtr0088512",0,0
3625,2,"FBgn0004362","FBtr0301410|FBtr0071708",0,0
3626,4,"FBgn0004363","FBtr0080182|FBtr0100584|FBtr0080183|FBtr0332029",1,0
3627,3,"FBgn0004368","FBtr0070724|FBtr0343529|FBtr0301793",0,0
3628,2,"FBgn0004369","FBtr0085424|FBtr0085422",0,0
3629,3,"FBgn0004370","FBtr0073522|FBtr0330393|FBtr0330392",0,0
3630,2,"FBgn0004370","FBtr0273235|FBtr0331406",0,0
3631,2,"FBgn0004372","FBtr0332086|FBtr0073006",0,0
3632,3,"FBgn0004373","FBtr0072515|FBtr0072516|FBtr0332841",1,0
3633,3,"FBgn0004379","FBtr0333886|FBtr0346530|FBtr0076499",0,0
3634,2,"FBgn0004381","FBtr0076030|FBtr0332129",0,0
3635,3,"FBgn0004390","FBtr0076367|FBtr0076368|FBtr0330168",0,0
3636,3,"FBgn0004394","FBtr0340540|FBtr0340539|FBtr0080392",0,0
3637,5,"FBgn0004395","FBtr0084402|FBtr0084403|FBtr0305573|FBtr0337052|FBtr0305571",0,0
3638,2,"FBgn0004395","FBtr0347570|FBtr0305572",0,0
3639,2,"FBgn0004396","FBtr0075557|FBtr0075558",0,0
3640,2,"FBgn0004397","FBtr0070420|FBtr0342771",0,0
3641,2,"FBgn0004401","FBtr0304977|FBtr0075200",0,0
3642,2,"FBgn0004403","FBtr0071094|FBtr0071095",0,0
3643,2,"FBgn0004414","FBtr0078482|FBtr0334114",0,0
3644,2,"FBgn0004425","FBtr0072628|FBtr0336738",0,0
3645,2,"FBgn0004435","FBtr0087829|FBtr0087830",0,0
3646,2,"FBgn0004435","FBtr0087831|FBtr0304955",0,0
3647,2,"FBgn0004436","FBtr0306106|FBtr0078849",0,0
3648,2,"FBgn0004449","FBtr0330159|FBtr0306107",0,0
3649,2,"FBgn0004456","FBtr0330398|FBtr0073731",0,0
3650,2,"FBgn0004456","FBtr0073732|FBtr0340190",0,0
3651,2,"FBgn0004507","FBtr0100485|FBtr0077828",0,0
3652,2,"FBgn0004509","FBtr0336805|FBtr0089984",0,0
3653,2,"FBgn0004510","FBtr0330167|FBtr0085088",0,0
3654,2,"FBgn0004514","FBtr0078479|FBtr0301930",0,0
3655,2,"FBgn0004516","FBtr0332980|FBtr0073275",0,0
3656,2,"FBgn0004574","FBtr0073263|FBtr0310632",0,0
3657,4,"FBgn0004575","FBtr0100472|FBtr0089477|FBtr0089475|FBtr0100471",0,0
3658,2,"FBgn0004577","FBtr0337061|FBtr0089287",0,0
3659,2,"FBgn0004581","FBtr0344878|FBtr0072232",0,0
3660,2,"FBgn0004583","FBtr0329832|FBtr0078059",0,0
3661,2,"FBgn0004584","FBtr0077678|FBtr0290241",0,0
3662,10,"FBgn0004587","FBtr0308195|FBtr0308197|FBtr0082804|FBtr0082802|FBtr0300586|FBtr0082806|FBtr0082801|FBtr0300588|FBtr0308196|FBtr0082803",1,0
3663,2,"FBgn0004587","FBtr0082806|FBtr0082804",0,0
3664,2,"FBgn0004589","FBtr0303460|FBtr0075571",0,0
3665,3,"FBgn0004595","FBtr0304607|FBtr0304605|FBtr0304606",0,0
3666,5,"FBgn0004598","FBtr0301301|FBtr0301300|FBtr0074267|FBtr0074261|FBtr0074262",0,0
3667,2,"FBgn0004598","FBtr0074265|FBtr0074263",0,0
3668,2,"FBgn0004606","FBtr0331180|FBtr0085701",0,0
3669,2,"FBgn0004607","FBtr0089070|FBtr0307167",0,0
3670,3,"FBgn0004611","FBtr0330674|FBtr0078048|FBtr0078050",0,0
3671,3,"FBgn0004618","FBtr0330042|FBtr0083585|FBtr0083584",0,0
3672,3,"FBgn0004622","FBtr0085507|FBtr0330298|FBtr0301656",0,0
3673,2,"FBgn0004635","FBtr0333207|FBtr0072694",0,0
3674,2,"FBgn0004636","FBtr0303154|FBtr0072867",0,0
3675,4,"FBgn0004638","FBtr0087697|FBtr0087694|FBtr0087696|FBtr0087695",0,0
3676,2,"FBgn0004647","FBtr0304659|FBtr0070507",0,0
3677,2,"FBgn0004648","FBtr0070087|FBtr0070081",0,0
3678,2,"FBgn0004648","FBtr0290016|FBtr0070084",0,0
3679,2,"FBgn0004648","FBtr0340146|FBtr0070085",0,0
3680,3,"FBgn0004648","FBtr0344738|FBtr0344739|FBtr0290017",0,0
3681,2,"FBgn0004649","FBtr0073898|FBtr0073897",0,0
3682,3,"FBgn0004652","FBtr0330040|FBtr0083645|FBtr0083640",0,0
3683,2,"FBgn0004652","FBtr0083644|FBtr0083641",0,0
3684,2,"FBgn0004652","FBtr0083642|FBtr0083643",0,0
3685,2,"FBgn0004654","FBtr0070384|FBtr0331410",0,0
3686,2,"FBgn0004655","FBtr0070429|FBtr0344159",0,0
3687,2,"FBgn0004656","FBtr0071118|FBtr0071120",0,0
3688,2,"FBgn0004656","FBtr0333307|FBtr0071119",0,0
3689,2,"FBgn0004656","FBtr0301309|FBtr0071121",0,0
3690,2,"FBgn0004656","FBtr0071122|FBtr0333308",0,0
3691,3,"FBgn0004657","FBtr0340136|FBtr0340137|FBtr0071105",0,0
3692,2,"FBgn0004666","FBtr0082711|FBtr0334614",0,0
3693,2,"FBgn0004698","FBtr0087374|FBtr0087373",0,0
3694,3,"FBgn0004795","FBtr0072073|FBtr0072072|FBtr0340029",0,0
3695,3,"FBgn0004797","FBtr0080915|FBtr0080916|FBtr0080917",0,0
3696,2,"FBgn0004811","FBtr0081317|FBtr0332246",0,0
3697,2,"FBgn0004828","FBtr0071345|FBtr0340343",0,0
3698,2,"FBgn0004837","FBtr0346621|FBtr0080700",0,0
3699,2,"FBgn0004838","FBtr0079346|FBtr0307032",0,0
3700,2,"FBgn0004839","FBtr0088028|FBtr0344879",0,0
3701,2,"FBgn0004841","FBtr0112789|FBtr0082315",0,0
3702,2,"FBgn0004842","FBtr0345267|FBtr0085100",0,0
3703,3,"FBgn0004855","FBtr0082925|FBtr0346348|FBtr0309995",0,0
3704,2,"FBgn0004856","FBtr0071350|FBtr0333809",0,0
3705,2,"FBgn0004858","FBtr0342915|FBtr0080637",0,0
3706,3,"FBgn0004859","FBtr0308074|FBtr0306168|FBtr0089178",0,0
3707,3,"FBgn0004861","FBtr0070432|FBtr0301515|FBtr0343589",1,0
3708,2,"FBgn0004865","FBtr0306157|FBtr0306158",0,0
3709,3,"FBgn0004867","FBtr0330682|FBtr0079905|FBtr0345436",0,0
3710,3,"FBgn0004868","FBtr0345433|FBtr0079862|FBtr0306169",0,0
3711,4,"FBgn0004870","FBtr0333269|FBtr0333268|FBtr0333270|FBtr0072642",0,0
3712,2,"FBgn0004872","FBtr0080166|FBtr0340227",0,0
3713,3,"FBgn0004875","FBtr0333210|FBtr0073153|FBtr0073152",0,0
3714,2,"FBgn0004875","FBtr0112845|FBtr0333208",0,0
3715,2,"FBgn0004878","FBtr0339518|FBtr0078725",0,0
3716,2,"FBgn0004880","FBtr0333136|FBtr0073165",0,0
3717,2,"FBgn0004882","FBtr0084384|FBtr0334498",0,0
3718,3,"FBgn0004882","FBtr0100227|FBtr0301491|FBtr0084385",0,0
3719,2,"FBgn0004882","FBtr0100228|FBtr0084386",0,0
3720,2,"FBgn0004885","FBtr0339252|FBtr0084690",0,0
3721,2,"FBgn0004888","FBtr0303096|FBtr0073151",0,0
3722,2,"FBgn0004889","FBtr0082187|FBtr0345177",0,0
3723,4,"FBgn0004889","FBtr0082188|FBtr0082190|FBtr0082189|FBtr0082191",0,0
3724,2,"FBgn0004889","FBtr0082192|FBtr0082193",0,0
3725,4,"FBgn0004893","FBtr0307028|FBtr0307027|FBtr0077491|FBtr0077490",0,0
3726,2,"FBgn0004895","FBtr0309789|FBtr0073192",0,0
3727,2,"FBgn0004897","FBtr0084770|FBtr0339246",0,0
3728,2,"FBgn0004901","FBtr0081764|FBtr0304705",0,0
3729,9,"FBgn0004903","FBtr0100339|FBtr0100338|FBtr0100336|FBtr0100335|FBtr0100337|FBtr0085092|FBtr0085093|FBtr0100334|FBtr0100340",0,0
3730,2,"FBgn0004907","FBtr0088418|FBtr0088412",0,0
3731,3,"FBgn0004907","FBtr0088417|FBtr0100182|FBtr0088413",0,0
3732,2,"FBgn0004907","FBtr0088414|FBtr0100183",0,0
3733,2,"FBgn0004913","FBtr0078837|FBtr0100159",0,0
3734,2,"FBgn0004914","FBtr0336633|FBtr0079747",0,0
3735,2,"FBgn0004915","FBtr0333489|FBtr0080025",0,0
3736,3,"FBgn0004919","FBtr0072459|FBtr0300179|FBtr0306330",0,0
3737,2,"FBgn0004921","FBtr0088645|FBtr0088646",0,0
3738,2,"FBgn0004924","FBtr0074005|FBtr0100294",0,0
3739,2,"FBgn0004956","FBtr0343592|FBtr0112847",0,0
3740,3,"FBgn0004957","FBtr0333247|FBtr0074577|FBtr0310487",0,0
3741,2,"FBgn0004959","FBtr0342846|FBtr0074603",0,0
3742,2,"FBgn0005198","FBtr0332690|FBtr0074819",0,0
3743,4,"FBgn0005278","FBtr0089434|FBtr0089433|FBtr0089432|FBtr0089430",1,0
3744,3,"FBgn0005322","FBtr0080065|FBtr0343612|FBtr0343611",0,0
3745,2,"FBgn0005386","FBtr0306009|FBtr0306010",0,0
3746,2,"FBgn0005391","FBtr0339648|FBtr0071424",0,0
3747,2,"FBgn0005411","FBtr0307178|FBtr0074234",0,0
3748,5,"FBgn0005427","FBtr0308209|FBtr0089441|FBtr0332976|FBtr0332978|FBtr0332977",0,0
3749,2,"FBgn0005536","FBtr0308214|FBtr0308213",0,0
3750,2,"FBgn0005561","FBtr0100346|FBtr0089327",0,0
3751,2,"FBgn0005585","FBtr0334618|FBtr0082103",0,0
3752,2,"FBgn0005590","FBtr0081261|FBtr0343860",0,0
3753,2,"FBgn0005593","FBtr0343653|FBtr0079946",0,0
3754,2,"FBgn0005596","FBtr0330292|FBtr0085415",0,0
3755,3,"FBgn0005612","FBtr0072158|FBtr0343282|FBtr0072157",0,0
3756,3,"FBgn0005614","FBtr0301662|FBtr0088473|FBtr0088471",0,0
3757,2,"FBgn0005616","FBtr0077571|FBtr0077570",0,0
3758,2,"FBgn0005617","FBtr0081130|FBtr0343118",0,0
3759,2,"FBgn0005619","FBtr0331923|FBtr0331924",0,0
3760,3,"FBgn0005624","FBtr0345196|FBtr0345375|FBtr0087798",0,0
3761,2,"FBgn0005626","FBtr0345585|FBtr0076957",0,0
3762,2,"FBgn0005632","FBtr0339188|FBtr0085843",0,0
3763,2,"FBgn0005636","FBtr0072267|FBtr0330612",0,0
3764,2,"FBgn0005636","FBtr0330610|FBtr0330611",0,0
3765,2,"FBgn0005638","FBtr0072272|FBtr0339359",0,0
3766,3,"FBgn0005640","FBtr0330068|FBtr0073132|FBtr0073131",0,0
3767,2,"FBgn0005640","FBtr0302598|FBtr0110920",0,0
3768,2,"FBgn0005640","FBtr0110925|FBtr0301948",0,0
3769,2,"FBgn0005649","FBtr0084592|FBtr0084594",0,0
3770,2,"FBgn0005655","FBtr0086307|FBtr0086308",0,0
3771,4,"FBgn0005658","FBtr0347001|FBtr0273355|FBtr0077054|FBtr0347000",0,0
3772,2,"FBgn0005660","FBtr0078079|FBtr0345429",0,0
3773,2,"FBgn0005664","FBtr0342578|FBtr0080281",0,0
3774,3,"FBgn0005671","FBtr0082670|FBtr0082671|FBtr0301661",0,0
3775,3,"FBgn0005677","FBtr0080877|FBtr0100400|FBtr0080875",0,0
3776,3,"FBgn0005677","FBtr0100399|FBtr0080876|FBtr0080878",0,0
3777,2,"FBgn0005683","FBtr0333490|FBtr0080046",0,0
3778,3,"FBgn0005694","FBtr0330156|FBtr0078348|FBtr0078349",0,0
3779,2,"FBgn0005771","FBtr0342913|FBtr0080643",0,0
3780,2,"FBgn0005777","FBtr0082128|FBtr0082129",0,0
3781,2,"FBgn0008651","FBtr0332438|FBtr0084092",0,0
3782,2,"FBgn0010015","FBtr0334546|FBtr0085732",0,0
3783,2,"FBgn0010051","FBtr0078686|FBtr0344265",0,0
3784,2,"FBgn0010052","FBtr0340021|FBtr0301751",0,0
3785,2,"FBgn0010097","FBtr0081228|FBtr0332572",0,0
3786,4,"FBgn0010100","FBtr0081473|FBtr0300425|FBtr0346587|FBtr0343871",0,0
3787,2,"FBgn0010105","FBtr0333023|FBtr0075579",0,0
3788,3,"FBgn0010113","FBtr0085621|FBtr0085619|FBtr0330311",0,0
3789,2,"FBgn0010114","FBtr0088608|FBtr0088606",0,0
3790,2,"FBgn0010114","FBtr0100119|FBtr0088607",0,0
3791,2,"FBgn0010194","FBtr0074623|FBtr0343046",0,0
3792,5,"FBgn0010198","FBtr0073792|FBtr0073795|FBtr0073794|FBtr0300828|FBtr0073793",0,0
3793,2,"FBgn0010213","FBtr0087078|FBtr0345492",0,0
3794,2,"FBgn0010215","FBtr0070038|FBtr0339894",0,0
3795,2,"FBgn0010217","FBtr0089186|FBtr0344754",0,0
3796,2,"FBgn0010225","FBtr0078968|FBtr0078973",0,0
3797,2,"FBgn0010225","FBtr0078969|FBtr0309256",0,0
3798,2,"FBgn0010228","FBtr0342960|FBtr0071674",0,0
3799,3,"FBgn0010263","FBtr0330213|FBtr0077638|FBtr0100468",0,0
3800,3,"FBgn0010265","FBtr0100541|FBtr0079724|FBtr0346454",0,0
3801,2,"FBgn0010269","FBtr0340120|FBtr0071313",0,0
3802,5,"FBgn0010280","FBtr0333291|FBtr0333290|FBtr0075448|FBtr0301911|FBtr0114589",0,0
3803,3,"FBgn0010288","FBtr0330676|FBtr0077844|FBtr0303459",0,0
3804,2,"FBgn0010300","FBtr0081160|FBtr0081159",0,0
3805,3,"FBgn0010303","FBtr0073747|FBtr0340303|FBtr0330396",0,0
3806,5,"FBgn0010313","FBtr0345141|FBtr0078844|FBtr0308119|FBtr0308120|FBtr0308118",0,0
3807,3,"FBgn0010315","FBtr0300392|FBtr0300391|FBtr0300393",0,0
3808,2,"FBgn0010317","FBtr0073127|FBtr0073128",0,0
3809,2,"FBgn0010323","FBtr0343221|FBtr0343220",0,0
3810,2,"FBgn0010328","FBtr0085178|FBtr0334730",0,0
3811,2,"FBgn0010328","FBtr0334731|FBtr0112857",0,0
3812,2,"FBgn0010333","FBtr0072730|FBtr0331868",0,0
3813,2,"FBgn0010340","FBtr0082909|FBtr0337095",0,0
3814,3,"FBgn0010341","FBtr0309215|FBtr0074751|FBtr0309214",0,0
3815,2,"FBgn0010348","FBtr0078571|FBtr0299906",0,0
3816,3,"FBgn0010348","FBtr0078574|FBtr0332054|FBtr0078573",0,0
3817,2,"FBgn0010352","FBtr0075268|FBtr0075263",0,0
3818,2,"FBgn0010355","FBtr0304903|FBtr0081685",0,0
3819,2,"FBgn0010355","FBtr0301622|FBtr0345257",0,0
3820,2,"FBgn0010357","FBtr0345928|FBtr0088122",0,0
3821,4,"FBgn0010379","FBtr0083226|FBtr0083228|FBtr0344717|FBtr0083227",0,0
3822,2,"FBgn0010382","FBtr0080773|FBtr0080774",0,0
3823,2,"FBgn0010383","FBtr0074609|FBtr0074610",0,0
3824,2,"FBgn0010388","FBtr0087436|FBtr0309055",0,0
3825,2,"FBgn0010389","FBtr0083550|FBtr0083549",0,0
3826,2,"FBgn0010395","FBtr0081461|FBtr0346711",0,0
3827,2,"FBgn0010397","FBtr0087512|FBtr0333166",0,0
3828,2,"FBgn0010398","FBtr0331671|FBtr0080092",0,0
3829,3,"FBgn0010401","FBtr0300320|FBtr0300321|FBtr0331341",0,0
3830,2,"FBgn0010408","FBtr0076424|FBtr0076423",0,0
3831,2,"FBgn0010408","FBtr0342577|FBtr0076425",0,0
3832,5,"FBgn0010412","FBtr0345129|FBtr0340149|FBtr0074312|FBtr0074313|FBtr0074311",1,0
3833,2,"FBgn0010414","FBtr0343316|FBtr0072362",0,0
3834,4,"FBgn0010415","FBtr0342894|FBtr0071706|FBtr0342893|FBtr0273206",0,0
3835,2,"FBgn0010415","FBtr0071707|FBtr0342895",0,0
3836,2,"FBgn0010416","FBtr0074305|FBtr0340315",0,0
3837,2,"FBgn0010417","FBtr0074941|FBtr0333272",0,0
3838,2,"FBgn0010422","FBtr0080722|FBtr0332475",0,0
3839,2,"FBgn0010423","FBtr0088184|FBtr0345540",0,0
3840,2,"FBgn0010424","FBtr0089585|FBtr0345120",0,0
3841,2,"FBgn0010434","FBtr0086509|FBtr0340469",0,0
3842,2,"FBgn0010441","FBtr0334732|FBtr0085179",0,0
3843,2,"FBgn0010452","FBtr0330075|FBtr0075890",0,0
3844,2,"FBgn0010453","FBtr0089291|FBtr0334799",0,0
3845,2,"FBgn0010470","FBtr0306013|FBtr0071703",0,0
3846,2,"FBgn0010473","FBtr0301863|FBtr0333485",0,0
3847,2,"FBgn0010488","FBtr0087786|FBtr0334772",0,0
3848,2,"FBgn0010504","FBtr0088811|FBtr0088812",0,0
3849,2,"FBgn0010516","FBtr0088083|FBtr0088082",0,0
3850,2,"FBgn0010531","FBtr0333068|FBtr0300944",0,0
3851,3,"FBgn0010548","FBtr0300477|FBtr0088993|FBtr0300478",0,0
3852,2,"FBgn0010548","FBtr0336912|FBtr0088996",0,0
3853,2,"FBgn0010548","FBtr0310675|FBtr0300479",0,0
3854,2,"FBgn0010548","FBtr0310674|FBtr0300480",0,0
3855,2,"FBgn0010548","FBtr0308198|FBtr0300481",0,0
3856,2,"FBgn0010549","FBtr0302504|FBtr0332999",0,0
3857,5,"FBgn0010551","FBtr0112861|FBtr0086614|FBtr0086615|FBtr0112863|FBtr0086616",0,0
3858,4,"FBgn0010583","FBtr0332973|FBtr0078013|FBtr0078015|FBtr0078014",0,0
3859,3,"FBgn0010602","FBtr0310029|FBtr0078082|FBtr0078081",0,0
3860,2,"FBgn0010607","FBtr0079050|FBtr0079051",0,0
3861,2,"FBgn0010611","FBtr0340059|FBtr0087145",0,0
3862,2,"FBgn0010611","FBtr0087146|FBtr0087147",0,0
3863,3,"FBgn0010612","FBtr0080167|FBtr0305994|FBtr0110872",0,0
3864,2,"FBgn0010622","FBtr0071985|FBtr0336732",0,0
3865,2,"FBgn0010651","FBtr0345426|FBtr0086635",0,0
3866,2,"FBgn0010741","FBtr0332708|FBtr0076238",0,0
3867,5,"FBgn0010762","FBtr0076262|FBtr0076264|FBtr0331573|FBtr0331574|FBtr0076263",0,0
3868,3,"FBgn0010772","FBtr0334951|FBtr0078728|FBtr0334952",0,0
3869,2,"FBgn0010812","FBtr0347497|FBtr0081788",0,0
3870,2,"FBgn0010825","FBtr0076619|FBtr0305699",0,0
3871,2,"FBgn0010825","FBtr0305698|FBtr0305696",0,0
3872,2,"FBgn0010825","FBtr0305697|FBtr0333048",0,0
3873,4,"FBgn0010905","FBtr0304614|FBtr0304621|FBtr0304613|FBtr0304615",0,0
3874,2,"FBgn0010905","FBtr0345047|FBtr0304616",0,0
3875,5,"FBgn0010909","FBtr0072959|FBtr0072957|FBtr0333365|FBtr0072958|FBtr0333363",0,0
3876,2,"FBgn0010926","FBtr0347218|FBtr0083504",0,0
3877,3,"FBgn0011202","FBtr0081410|FBtr0081411|FBtr0335145",0,0
3878,2,"FBgn0011205","FBtr0078188|FBtr0307393",0,0
3879,3,"FBgn0011206","FBtr0076538|FBtr0344979|FBtr0331858",0,0
3880,2,"FBgn0011217","FBtr0336876|FBtr0310554",0,0
3881,3,"FBgn0011224","FBtr0112866|FBtr0085879|FBtr0300264",0,0
3882,2,"FBgn0011224","FBtr0085886|FBtr0085885",0,0
3883,2,"FBgn0011224","FBtr0300268|FBtr0300269",0,0
3884,3,"FBgn0011225","FBtr0301370|FBtr0301367|FBtr0301371",0,0
3885,2,"FBgn0011230","FBtr0333088|FBtr0079545",0,0
3886,2,"FBgn0011239","FBtr0332374|FBtr0080731",0,0
3887,2,"FBgn0011259","FBtr0079691|FBtr0329930",0,0
3888,2,"FBgn0011260","FBtr0087090|FBtr0087089",0,0
3889,3,"FBgn0011272","FBtr0079888|FBtr0310482|FBtr0100164",0,0
3890,2,"FBgn0011273","FBtr0084904|FBtr0301963",0,0
3891,2,"FBgn0011274","FBtr0081008|FBtr0081009",0,0
3892,2,"FBgn0011277","FBtr0331163|FBtr0070691",0,0
3893,2,"FBgn0011280","FBtr0077304|FBtr0077303",0,0
3894,2,"FBgn0011281","FBtr0078656|FBtr0345251",0,0
3895,3,"FBgn0011284","FBtr0075884|FBtr0075885|FBtr0346390",0,0
3896,2,"FBgn0011286","FBtr0088637|FBtr0088639",0,0
3897,4,"FBgn0011286","FBtr0304569|FBtr0304570|FBtr0088640|FBtr0088638",0,0
3898,4,"FBgn0011290","FBtr0335213|FBtr0082442|FBtr0082440|FBtr0290205",1,0
3899,2,"FBgn0011296","FBtr0336685|FBtr0072100",0,0
3900,2,"FBgn0011305","FBtr0080079|FBtr0333411",0,0
