transcript_id,input_gene_id,output_gene_id
FBtr0344569,FBtr0344569,XLOC_008423
FBtr0333444,FBtr0333444,XLOC_008423
FBtr0072943,FBtr0072943,XLOC_006785
FBtr0072969,FBtr0072969,XLOC_006786
FBtr0073016,FBtr0073016,XLOC_008424
FBtr0073015,FBtr0073015,XLOC_008425
FBtr0072970,FBtr0072970,XLOC_006787
FBtr0333441,FBtr0333441,XLOC_006787
FBtr0301626,FBtr0301626,XLOC_006788
FBtr0072972,FBtr0072972,XLOC_006789
FBtr0072973,FBtr0072973,XLOC_006789
FBtr0333442,FBtr0333442,XLOC_006789
FBtr0309120,FBtr0309120,XLOC_008426
FBtr0309117,FBtr0309117,XLOC_008426
FBtr0333880,FBtr0333880,XLOC_008426
FBtr0309119,FBtr0309119,XLOC_008426
FBtr0309118,FBtr0309118,XLOC_008426
FBtr0333881,FBtr0333881,XLOC_008426
FBtr0340667,FBtr0340667,XLOC_006790
FBtr0073011,FBtr0073011,XLOC_008427
FBtr0333899,FBtr0333899,XLOC_006791
FBtr0305201,FBtr0305201,XLOC_006791
FBtr0305202,FBtr0305202,XLOC_006791
FBtr0305203,FBtr0305203,XLOC_006791
FBtr0333898,FBtr0333898,XLOC_006791
FBtr0305207,FBtr0305207,XLOC_006791
FBtr0305208,FBtr0305208,XLOC_006791
FBtr0305209,FBtr0305209,XLOC_006791
FBtr0305205,FBtr0305205,XLOC_006791
FBtr0305206,FBtr0305206,XLOC_006791
FBtr0073010,FBtr0073010,XLOC_008428
FBtr0073009,FBtr0073009,XLOC_008429
FBtr0304042,FBtr0304042,XLOC_008429
FBtr0290083,FBtr0290083,XLOC_008430
FBtr0072977,FBtr0072977,XLOC_006792
FBtr0301497,FBtr0301497,XLOC_006792
FBtr0340666,FBtr0340666,XLOC_008431
FBtr0072978,FBtr0072978,XLOC_006793
FBtr0072979,FBtr0072979,XLOC_006794
FBtr0332084,FBtr0332084,XLOC_006794
FBtr0340706,FBtr0340706,XLOC_006795
FBtr0072980,FBtr0072980,XLOC_006795
FBtr0332085,FBtr0332085,XLOC_006795
FBtr0346075,FBtr0346075,XLOC_008432
FBtr0073008,FBtr0073008,XLOC_008432
FBtr0073007,FBtr0073007,XLOC_008433
FBtr0073006,FBtr0073006,XLOC_008434
FBtr0332086,FBtr0332086,XLOC_008434
FBtr0072981,FBtr0072981,XLOC_006796
FBtr0345028,FBtr0345028,XLOC_006796
FBtr0345029,FBtr0345029,XLOC_006796
FBtr0072982,FBtr0072982,XLOC_006797
FBtr0072983,FBtr0072983,XLOC_006797
FBtr0332112,FBtr0332112,XLOC_006797
FBtr0073005,FBtr0073005,XLOC_008435
FBtr0072984,FBtr0072984,XLOC_006798
FBtr0072985,FBtr0072985,XLOC_006799
FBtr0072986,FBtr0072986,XLOC_006800
FBtr0072989,FBtr0072989,XLOC_006800
FBtr0072987,FBtr0072987,XLOC_006800
FBtr0072988,FBtr0072988,XLOC_006800
FBtr0072990,FBtr0072990,XLOC_006801
FBtr0073004,FBtr0073004,XLOC_008436
FBtr0072991,FBtr0072991,XLOC_006802
FBtr0072999,FBtr0072999,XLOC_006802
FBtr0073002,FBtr0073002,XLOC_006802
FBtr0073003,FBtr0073003,XLOC_006802
FBtr0113130,FBtr0113130,XLOC_006802
FBtr0072998,FBtr0072998,XLOC_006802
FBtr0073000,FBtr0073000,XLOC_006802
FBtr0072992,FBtr0072992,XLOC_006802
FBtr0073001,FBtr0073001,XLOC_006802
FBtr0113131,FBtr0113131,XLOC_006802
FBtr0332113,FBtr0332113,XLOC_006802
FBtr0072993,FBtr0072993,XLOC_006802
FBtr0113129,FBtr0113129,XLOC_006802
FBtr0072994,FBtr0072994,XLOC_006802
FBtr0072995,FBtr0072995,XLOC_006802
FBtr0072996,FBtr0072996,XLOC_006802
FBtr0073017,FBtr0073017,XLOC_006803
FBtr0073124,FBtr0073124,XLOC_008437
FBtr0344427,FBtr0344427,XLOC_008438
FBtr0445828,FBtr0445828,XLOC_008439
FBtr0306258,FBtr0306258,XLOC_008439
FBtr0073118,FBtr0073118,XLOC_008439
FBtr0073120,FBtr0073120,XLOC_008439
FBtr0337056,FBtr0337056,XLOC_008439
FBtr0073119,FBtr0073119,XLOC_008439
FBtr0333895,FBtr0333895,XLOC_008439
FBtr0337055,FBtr0337055,XLOC_008439
FBtr0113132,FBtr0113132,XLOC_008440
FBtr0073116,FBtr0073116,XLOC_008440
FBtr0113133,FBtr0113133,XLOC_008440
FBtr0073117,FBtr0073117,XLOC_008440
FBtr0333894,FBtr0333894,XLOC_008440
FBtr0073115,FBtr0073115,XLOC_008440
FBtr0309235,FBtr0309235,XLOC_008440
FBtr0346840,FBtr0346840,XLOC_006804
FBtr0073023,FBtr0073023,XLOC_006805
FBtr0445725,FBtr0445725,XLOC_008441
FBtr0073114,FBtr0073114,XLOC_008441
FBtr0307308,FBtr0307308,XLOC_008441
FBtr0307301,FBtr0307301,XLOC_006806
FBtr0330148,FBtr0330148,XLOC_006806
FBtr0330149,FBtr0330149,XLOC_006806
FBtr0332096,FBtr0332096,XLOC_006806
FBtr0307306,FBtr0307306,XLOC_006806
FBtr0307302,FBtr0307302,XLOC_006806
FBtr0307304,FBtr0307304,XLOC_006806
FBtr0307305,FBtr0307305,XLOC_006806
FBtr0073113,FBtr0073113,XLOC_008442
FBtr0073027,FBtr0073027,XLOC_006807
FBtr0073028,FBtr0073028,XLOC_006807
FBtr0073029,FBtr0073029,XLOC_006808
FBtr0073112,FBtr0073112,XLOC_008443
FBtr0329990,FBtr0329990,XLOC_008443
FBtr0073030,FBtr0073030,XLOC_006809
FBtr0073031,FBtr0073031,XLOC_006809
FBtr0344220,FBtr0344220,XLOC_006809
FBtr0073032,FBtr0073032,XLOC_006809
FBtr0073033,FBtr0073033,XLOC_006810
FBtr0073034,FBtr0073034,XLOC_006811
FBtr0073111,FBtr0073111,XLOC_008444
FBtr0307018,FBtr0307018,XLOC_008445
FBtr0073035,FBtr0073035,XLOC_006812
FBtr0073036,FBtr0073036,XLOC_006812
FBtr0332097,FBtr0332097,XLOC_006812
FBtr0332098,FBtr0332098,XLOC_006812
FBtr0332099,FBtr0332099,XLOC_006812
FBtr0300584,FBtr0300584,XLOC_006812
FBtr0344804,FBtr0344804,XLOC_006812
FBtr0300583,FBtr0300583,XLOC_006812
FBtr0073037,FBtr0073037,XLOC_006813
FBtr0073038,FBtr0073038,XLOC_006814
FBtr0300854,FBtr0300854,XLOC_008446
FBtr0332100,FBtr0332100,XLOC_008446
FBtr0073039,FBtr0073039,XLOC_006815
FBtr0073109,FBtr0073109,XLOC_008447
FBtr0332873,FBtr0332873,XLOC_006816
FBtr0073040,FBtr0073040,XLOC_006816
FBtr0073108,FBtr0073108,XLOC_008448
FBtr0073106,FBtr0073106,XLOC_008449
FBtr0073107,FBtr0073107,XLOC_008449
FBtr0073042,FBtr0073042,XLOC_006817
FBtr0073105,FBtr0073105,XLOC_008450
FBtr0073104,FBtr0073104,XLOC_008451
FBtr0073103,FBtr0073103,XLOC_008452
FBtr0073102,FBtr0073102,XLOC_008453
FBtr0332871,FBtr0332871,XLOC_008454
FBtr0100421,FBtr0100421,XLOC_008454
FBtr0100678,FBtr0100678,XLOC_008454
FBtr0302302,FBtr0302302,XLOC_008455
FBtr0346807,FBtr0346807,XLOC_008455
FBtr0073043,FBtr0073043,XLOC_006818
FBtr0073095,FBtr0073095,XLOC_008456
FBtr0073098,FBtr0073098,XLOC_008456
FBtr0302300,FBtr0302300,XLOC_008456
FBtr0306567,FBtr0306567,XLOC_008456
FBtr0302301,FBtr0302301,XLOC_008456
FBtr0073097,FBtr0073097,XLOC_008456
FBtr0073044,FBtr0073044,XLOC_006819
FBtr0073045,FBtr0073045,XLOC_006820
FBtr0308061,FBtr0308061,XLOC_006820
FBtr0073046,FBtr0073046,XLOC_006820
FBtr0073094,FBtr0073094,XLOC_008457
FBtr0073093,FBtr0073093,XLOC_008457
FBtr0073092,FBtr0073092,XLOC_008458
FBtr0308063,FBtr0308063,XLOC_008458
FBtr0346079,FBtr0346079,XLOC_006821
FBtr0345875,FBtr0345875,XLOC_006821
FBtr0308062,FBtr0308062,XLOC_006822
FBtr0309982,FBtr0309982,XLOC_006823
FBtr0344727,FBtr0344727,XLOC_006823
FBtr0347118,FBtr0347118,XLOC_006823
FBtr0304174,FBtr0304174,XLOC_006823
FBtr0331458,FBtr0331458,XLOC_006824
FBtr0331457,FBtr0331457,XLOC_006824
FBtr0073050,FBtr0073050,XLOC_006824
FBtr0331459,FBtr0331459,XLOC_006825
FBtr0073051,FBtr0073051,XLOC_006826
FBtr0073052,FBtr0073052,XLOC_006827
FBtr0308311,FBtr0308311,XLOC_006827
FBtr0308312,FBtr0308312,XLOC_006827
FBtr0308313,FBtr0308313,XLOC_006827
FBtr0308314,FBtr0308314,XLOC_006828
FBtr0073053,FBtr0073053,XLOC_006828
FBtr0304378,FBtr0304378,XLOC_006829
FBtr0073090,FBtr0073090,XLOC_008459
FBtr0073088,FBtr0073088,XLOC_008459
FBtr0073089,FBtr0073089,XLOC_008459
FBtr0073087,FBtr0073087,XLOC_008459
FBtr0073086,FBtr0073086,XLOC_008459
FBtr0073054,FBtr0073054,XLOC_006830
FBtr0073056,FBtr0073056,XLOC_006830
FBtr0073057,FBtr0073057,XLOC_006830
FBtr0330103,FBtr0330103,XLOC_006830
FBtr0073055,FBtr0073055,XLOC_006830
FBtr0073058,FBtr0073058,XLOC_006830
FBtr0330104,FBtr0330104,XLOC_006830
FBtr0073059,FBtr0073059,XLOC_006831
FBtr0073060,FBtr0073060,XLOC_006832
FBtr0073061,FBtr0073061,XLOC_006833
FBtr0073062,FBtr0073062,XLOC_006834
FBtr0300753,FBtr0300753,XLOC_008460
FBtr0472668,FBtr0472668,XLOC_008460
FBtr0073063,FBtr0073063,XLOC_006835
FBtr0300240,FBtr0300240,XLOC_006835
FBtr0073064,FBtr0073064,XLOC_006835
FBtr0332058,FBtr0332058,XLOC_008461
FBtr0073083,FBtr0073083,XLOC_008461
FBtr0073084,FBtr0073084,XLOC_008461
FBtr0073066,FBtr0073066,XLOC_006836
FBtr0073067,FBtr0073067,XLOC_006836
FBtr0073068,FBtr0073068,XLOC_006836
FBtr0345822,FBtr0345822,XLOC_006837
FBtr0073069,FBtr0073069,XLOC_006838
FBtr0073082,FBtr0073082,XLOC_008462
FBtr0073081,FBtr0073081,XLOC_008463
FBtr0073080,FBtr0073080,XLOC_008464
FBtr0303857,FBtr0303857,XLOC_006839
FBtr0332057,FBtr0332057,XLOC_006839
FBtr0073070,FBtr0073070,XLOC_006839
FBtr0073071,FBtr0073071,XLOC_006839
FBtr0073072,FBtr0073072,XLOC_006839
FBtr0300017,FBtr0300017,XLOC_006839
FBtr0332056,FBtr0332056,XLOC_006839
FBtr0073073,FBtr0073073,XLOC_006840
FBtr0073078,FBtr0073078,XLOC_008465
FBtr0073079,FBtr0073079,XLOC_008465
FBtr0073075,FBtr0073075,XLOC_006841
FBtr0073076,FBtr0073076,XLOC_006842
FBtr0300749,FBtr0300749,XLOC_006842
FBtr0346532,FBtr0346532,XLOC_006842
FBtr0073077,FBtr0073077,XLOC_006843
FBtr0346556,FBtr0346556,XLOC_006844
FBtr0073145,FBtr0073145,XLOC_008466
FBtr0073146,FBtr0073146,XLOC_008466
FBtr0304359,FBtr0304359,XLOC_008467
FBtr0309837,FBtr0309837,XLOC_008468
FBtr0309838,FBtr0309838,XLOC_008468
FBtr0073144,FBtr0073144,XLOC_008468
FBtr0309836,FBtr0309836,XLOC_008468
FBtr0309839,FBtr0309839,XLOC_008468
FBtr0100641,FBtr0100641,XLOC_006845
FBtr0309841,FBtr0309841,XLOC_006845
FBtr0309840,FBtr0309840,XLOC_006845
FBtr0073127,FBtr0073127,XLOC_006846
FBtr0073128,FBtr0073128,XLOC_006846
FBtr0073143,FBtr0073143,XLOC_008469
FBtr0073142,FBtr0073142,XLOC_008470
FBtr0330142,FBtr0330142,XLOC_006847
FBtr0334635,FBtr0334635,XLOC_006847
FBtr0334636,FBtr0334636,XLOC_006847
FBtr0304829,FBtr0304829,XLOC_008471
FBtr0334633,FBtr0334633,XLOC_006847
FBtr0334632,FBtr0334632,XLOC_006847
FBtr0334634,FBtr0334634,XLOC_006847
FBtr0073141,FBtr0073141,XLOC_008472
FBtr0073131,FBtr0073131,XLOC_006848
FBtr0073132,FBtr0073132,XLOC_006848
FBtr0110920,FBtr0110920,XLOC_006848
FBtr0330068,FBtr0330068,XLOC_006848
FBtr0302598,FBtr0302598,XLOC_006848
FBtr0344345,FBtr0344345,XLOC_008473
FBtr0073133,FBtr0073133,XLOC_006848
FBtr0073134,FBtr0073134,XLOC_006848
FBtr0110921,FBtr0110921,XLOC_006848
FBtr0110922,FBtr0110922,XLOC_006848
FBtr0110923,FBtr0110923,XLOC_006848
FBtr0073135,FBtr0073135,XLOC_006848
FBtr0110925,FBtr0110925,XLOC_006848
FBtr0301948,FBtr0301948,XLOC_006848
FBtr0110924,FBtr0110924,XLOC_006848
FBtr0346841,FBtr0346841,XLOC_008474
FBtr0273204,FBtr0273204,XLOC_006849
FBtr0290290,FBtr0290290,XLOC_006849
FBtr0300062,FBtr0300062,XLOC_006850
FBtr0073140,FBtr0073140,XLOC_008475
FBtr0346813,FBtr0346813,XLOC_008475
FBtr0113134,FBtr0113134,XLOC_006851
FBtr0073139,FBtr0073139,XLOC_008476
FBtr0304986,FBtr0304986,XLOC_006852
FBtr0309508,FBtr0309508,XLOC_006853
FBtr0309509,FBtr0309509,XLOC_006853
FBtr0309510,FBtr0309510,XLOC_008477
FBtr0346406,FBtr0346406,XLOC_006854
FBtr0308636,FBtr0308636,XLOC_006855
FBtr0340708,FBtr0340708,XLOC_006855
FBtr0308639,FBtr0308639,XLOC_008478
FBtr0073188,FBtr0073188,XLOC_008478
FBtr0303097,FBtr0303097,XLOC_008478
FBtr0308638,FBtr0308638,XLOC_008478
FBtr0073187,FBtr0073187,XLOC_008478
FBtr0113430,FBtr0113430,XLOC_008478
FBtr0332986,FBtr0332986,XLOC_008478
FBtr0308637,FBtr0308637,XLOC_008478
FBtr0332987,FBtr0332987,XLOC_008478
FBtr0303094,FBtr0303094,XLOC_008479
FBtr0073147,FBtr0073147,XLOC_006856
FBtr0073185,FBtr0073185,XLOC_008478
FBtr0073148,FBtr0073148,XLOC_006857
FBtr0073184,FBtr0073184,XLOC_008480
FBtr0073183,FBtr0073183,XLOC_008481
FBtr0073149,FBtr0073149,XLOC_006858
FBtr0073150,FBtr0073150,XLOC_006858
FBtr0303096,FBtr0303096,XLOC_006859
FBtr0073151,FBtr0073151,XLOC_006859
FBtr0333283,FBtr0333283,XLOC_008482
FBtr0344306,FBtr0344306,XLOC_008483
FBtr0073182,FBtr0073182,XLOC_008484
FBtr0346805,FBtr0346805,XLOC_008484
FBtr0073152,FBtr0073152,XLOC_006860
FBtr0112845,FBtr0112845,XLOC_006860
FBtr0333208,FBtr0333208,XLOC_006860
FBtr0333209,FBtr0333209,XLOC_006860
FBtr0333210,FBtr0333210,XLOC_006860
FBtr0073153,FBtr0073153,XLOC_006860
FBtr0073154,FBtr0073154,XLOC_006861
FBtr0112844,FBtr0112844,XLOC_006860
FBtr0073155,FBtr0073155,XLOC_006862
FBtr0073156,FBtr0073156,XLOC_006862
FBtr0330070,FBtr0330070,XLOC_006862
FBtr0330071,FBtr0330071,XLOC_006862
FBtr0345821,FBtr0345821,XLOC_008485
FBtr0333143,FBtr0333143,XLOC_008486
FBtr0345869,FBtr0345869,XLOC_008487
FBtr0073157,FBtr0073157,XLOC_006863
FBtr0333140,FBtr0333140,XLOC_006863
FBtr0111039,FBtr0111039,XLOC_008488
FBtr0114512,FBtr0114512,XLOC_008489
FBtr0073158,FBtr0073158,XLOC_006864
FBtr0330095,FBtr0330095,XLOC_006864
FBtr0073180,FBtr0073180,XLOC_008490
FBtr0073179,FBtr0073179,XLOC_008491
FBtr0333142,FBtr0333142,XLOC_008491
FBtr0073178,FBtr0073178,XLOC_008491
FBtr0073177,FBtr0073177,XLOC_008491
FBtr0073159,FBtr0073159,XLOC_006865
FBtr0073160,FBtr0073160,XLOC_006866
FBtr0073176,FBtr0073176,XLOC_008492
FBtr0333141,FBtr0333141,XLOC_008492
FBtr0073175,FBtr0073175,XLOC_008492
FBtr0303422,FBtr0303422,XLOC_008493
FBtr0303420,FBtr0303420,XLOC_008493
FBtr0073174,FBtr0073174,XLOC_008493
FBtr0303421,FBtr0303421,XLOC_008493
FBtr0073162,FBtr0073162,XLOC_006867
FBtr0345342,FBtr0345342,XLOC_008494
FBtr0073173,FBtr0073173,XLOC_008494
FBtr0073172,FBtr0073172,XLOC_008495
FBtr0333133,FBtr0333133,XLOC_006868
FBtr0073171,FBtr0073171,XLOC_008496
FBtr0333134,FBtr0333134,XLOC_006869
FBtr0073163,FBtr0073163,XLOC_006869
FBtr0073164,FBtr0073164,XLOC_006870
FBtr0073170,FBtr0073170,XLOC_008497
FBtr0290224,FBtr0290224,XLOC_008498
FBtr0333139,FBtr0333139,XLOC_008498
FBtr0333137,FBtr0333137,XLOC_008499
FBtr0073168,FBtr0073168,XLOC_008499
FBtr0073167,FBtr0073167,XLOC_008499
FBtr0333138,FBtr0333138,XLOC_008499
FBtr0073166,FBtr0073166,XLOC_008499
FBtr0333135,FBtr0333135,XLOC_006871
FBtr0073165,FBtr0073165,XLOC_006872
FBtr0333136,FBtr0333136,XLOC_006872
FBtr0307170,FBtr0307170,XLOC_006873
FBtr0289977,FBtr0289977,XLOC_006873
FBtr0309789,FBtr0309789,XLOC_006874
FBtr0073192,FBtr0073192,XLOC_006874
FBtr0073193,FBtr0073193,XLOC_006875
FBtr0346806,FBtr0346806,XLOC_006875
FBtr0073284,FBtr0073284,XLOC_008500
FBtr0309791,FBtr0309791,XLOC_008500
FBtr0073283,FBtr0073283,XLOC_008500
FBtr0310046,FBtr0310046,XLOC_008500
FBtr0073194,FBtr0073194,XLOC_006876
FBtr0073195,FBtr0073195,XLOC_006877
FBtr0309790,FBtr0309790,XLOC_006877
FBtr0073196,FBtr0073196,XLOC_006877
FBtr0344475,FBtr0344475,XLOC_006878
FBtr0073197,FBtr0073197,XLOC_006878
FBtr0073199,FBtr0073199,XLOC_006878
FBtr0073200,FBtr0073200,XLOC_006878
FBtr0344314,FBtr0344314,XLOC_008501
FBtr0073201,FBtr0073201,XLOC_006879
FBtr0332982,FBtr0332982,XLOC_008502
FBtr0114509,FBtr0114509,XLOC_008502
FBtr0073202,FBtr0073202,XLOC_006880
FBtr0073203,FBtr0073203,XLOC_006881
FBtr0073281,FBtr0073281,XLOC_008503
FBtr0332981,FBtr0332981,XLOC_008503
FBtr0073204,FBtr0073204,XLOC_006882
FBtr0332979,FBtr0332979,XLOC_006882
FBtr0073205,FBtr0073205,XLOC_006883
FBtr0073279,FBtr0073279,XLOC_008504
FBtr0330072,FBtr0330072,XLOC_008504
FBtr0300989,FBtr0300989,XLOC_006884
FBtr0300988,FBtr0300988,XLOC_006884
FBtr0073278,FBtr0073278,XLOC_008505
FBtr0073276,FBtr0073276,XLOC_008506
FBtr0073277,FBtr0073277,XLOC_008506
FBtr0332980,FBtr0332980,XLOC_008506
FBtr0073275,FBtr0073275,XLOC_008506
FBtr0308361,FBtr0308361,XLOC_006885
FBtr0308362,FBtr0308362,XLOC_006885
FBtr0308363,FBtr0308363,XLOC_006885
FBtr0345137,FBtr0345137,XLOC_006885
FBtr0073208,FBtr0073208,XLOC_006886
FBtr0302304,FBtr0302304,XLOC_008507
FBtr0073273,FBtr0073273,XLOC_008507
FBtr0073272,FBtr0073272,XLOC_008507
FBtr0300877,FBtr0300877,XLOC_008507
FBtr0310630,FBtr0310630,XLOC_008507
FBtr0073271,FBtr0073271,XLOC_008507
FBtr0302303,FBtr0302303,XLOC_008507
FBtr0073209,FBtr0073209,XLOC_006887
FBtr0073210,FBtr0073210,XLOC_006887
FBtr0346402,FBtr0346402,XLOC_008508
FBtr0073211,FBtr0073211,XLOC_006888
FBtr0310531,FBtr0310531,XLOC_008509
FBtr0073270,FBtr0073270,XLOC_008509
FBtr0345589,FBtr0345589,XLOC_008510
FBtr0073269,FBtr0073269,XLOC_008510
FBtr0073265,FBtr0073265,XLOC_008510
FBtr0073266,FBtr0073266,XLOC_008510
FBtr0073267,FBtr0073267,XLOC_008510
FBtr0073268,FBtr0073268,XLOC_008510
FBtr0113135,FBtr0113135,XLOC_008510
FBtr0310633,FBtr0310633,XLOC_008510
FBtr0310634,FBtr0310634,XLOC_008510
FBtr0310635,FBtr0310635,XLOC_008510
FBtr0310636,FBtr0310636,XLOC_008510
FBtr0310637,FBtr0310637,XLOC_008510
FBtr0073264,FBtr0073264,XLOC_008511
FBtr0310632,FBtr0310632,XLOC_008512
FBtr0073263,FBtr0073263,XLOC_008512
FBtr0073212,FBtr0073212,XLOC_006889
FBtr0073213,FBtr0073213,XLOC_006890
FBtr0332657,FBtr0332657,XLOC_006891
FBtr0073214,FBtr0073214,XLOC_006891
FBtr0073215,FBtr0073215,XLOC_006892
FBtr0332658,FBtr0332658,XLOC_006892
FBtr0302032,FBtr0302032,XLOC_008513
FBtr0302033,FBtr0302033,XLOC_008513
FBtr0332660,FBtr0332660,XLOC_008513
FBtr0073260,FBtr0073260,XLOC_008514
FBtr0332659,FBtr0332659,XLOC_008514
FBtr0340665,FBtr0340665,XLOC_008515
FBtr0073217,FBtr0073217,XLOC_006893
FBtr0073218,FBtr0073218,XLOC_006894
FBtr0301645,FBtr0301645,XLOC_008516
FBtr0073258,FBtr0073258,XLOC_008517
FBtr0300621,FBtr0300621,XLOC_008517
FBtr0073257,FBtr0073257,XLOC_008517
FBtr0073256,FBtr0073256,XLOC_008518
FBtr0073219,FBtr0073219,XLOC_006894
FBtr0073220,FBtr0073220,XLOC_006894
FBtr0307309,FBtr0307309,XLOC_006895
FBtr0307310,FBtr0307310,XLOC_006895
FBtr0307311,FBtr0307311,XLOC_006895
FBtr0307312,FBtr0307312,XLOC_006895
FBtr0073255,FBtr0073255,XLOC_008519
FBtr0073254,FBtr0073254,XLOC_008520
FBtr0073253,FBtr0073253,XLOC_008521
FBtr0073252,FBtr0073252,XLOC_008522
FBtr0073223,FBtr0073223,XLOC_006896
FBtr0307363,FBtr0307363,XLOC_008523
FBtr0333569,FBtr0333569,XLOC_008524
FBtr0073250,FBtr0073250,XLOC_008524
FBtr0073249,FBtr0073249,XLOC_008524
FBtr0073248,FBtr0073248,XLOC_008524
FBtr0346557,FBtr0346557,XLOC_008525
FBtr0073225,FBtr0073225,XLOC_006897
FBtr0073226,FBtr0073226,XLOC_006897
FBtr0073227,FBtr0073227,XLOC_006898
FBtr0073247,FBtr0073247,XLOC_008526
FBtr0073246,FBtr0073246,XLOC_008526
FBtr0073245,FBtr0073245,XLOC_008526
FBtr0073228,FBtr0073228,XLOC_006899
FBtr0073244,FBtr0073244,XLOC_008527
FBtr0073229,FBtr0073229,XLOC_006900
FBtr0073243,FBtr0073243,XLOC_008528
FBtr0333568,FBtr0333568,XLOC_008528
FBtr0113136,FBtr0113136,XLOC_006901
FBtr0113137,FBtr0113137,XLOC_006901
FBtr0073231,FBtr0073231,XLOC_006902
FBtr0091765,FBtr0091765,XLOC_008529
FBtr0073232,FBtr0073232,XLOC_006903
FBtr0333566,FBtr0333566,XLOC_006903
FBtr0073242,FBtr0073242,XLOC_008530
FBtr0300579,FBtr0300579,XLOC_008531
FBtr0073233,FBtr0073233,XLOC_006904
FBtr0073234,FBtr0073234,XLOC_006905
FBtr0300449,FBtr0300449,XLOC_006905
FBtr0073235,FBtr0073235,XLOC_006906
FBtr0073237,FBtr0073237,XLOC_006906
FBtr0300774,FBtr0300774,XLOC_006906
FBtr0333567,FBtr0333567,XLOC_006906
FBtr0300776,FBtr0300776,XLOC_008532
FBtr0300775,FBtr0300775,XLOC_006907
FBtr0073342,FBtr0073342,XLOC_008533
FBtr0073343,FBtr0073343,XLOC_008533
FBtr0073341,FBtr0073341,XLOC_008533
FBtr0073286,FBtr0073286,XLOC_006908
FBtr0346538,FBtr0346538,XLOC_006908
FBtr0073287,FBtr0073287,XLOC_006909
FBtr0306092,FBtr0306092,XLOC_006909
FBtr0073340,FBtr0073340,XLOC_008534
FBtr0306534,FBtr0306534,XLOC_008535
FBtr0333570,FBtr0333570,XLOC_008535
FBtr0333571,FBtr0333571,XLOC_008535
FBtr0308201,FBtr0308201,XLOC_008535
FBtr0308202,FBtr0308202,XLOC_008535
FBtr0306533,FBtr0306533,XLOC_008535
FBtr0113138,FBtr0113138,XLOC_008535
FBtr0306095,FBtr0306095,XLOC_008535
FBtr0073339,FBtr0073339,XLOC_008535
FBtr0306094,FBtr0306094,XLOC_008535
FBtr0306096,FBtr0306096,XLOC_008535
FBtr0344951,FBtr0344951,XLOC_006910
FBtr0073288,FBtr0073288,XLOC_006911
FBtr0306093,FBtr0306093,XLOC_006911
FBtr0091456,FBtr0091456,XLOC_006912
FBtr0073338,FBtr0073338,XLOC_008536
FBtr0100186,FBtr0100186,XLOC_008537
FBtr0100185,FBtr0100185,XLOC_008537
FBtr0073337,FBtr0073337,XLOC_008537
FBtr0339926,FBtr0339926,XLOC_008538
FBtr0073336,FBtr0073336,XLOC_008539
FBtr0073291,FBtr0073291,XLOC_006913
FBtr0073292,FBtr0073292,XLOC_006913
FBtr0073293,FBtr0073293,XLOC_006914
FBtr0330179,FBtr0330179,XLOC_006914
FBtr0113139,FBtr0113139,XLOC_008540
FBtr0073335,FBtr0073335,XLOC_008540
FBtr0113140,FBtr0113140,XLOC_006915
FBtr0308033,FBtr0308033,XLOC_006915
FBtr0073294,FBtr0073294,XLOC_006915
FBtr0308034,FBtr0308034,XLOC_006915
FBtr0073295,FBtr0073295,XLOC_006915
FBtr0073296,FBtr0073296,XLOC_006915
FBtr0073297,FBtr0073297,XLOC_006915
FBtr0113141,FBtr0113141,XLOC_006915
FBtr0073298,FBtr0073298,XLOC_006916
FBtr0073300,FBtr0073300,XLOC_006917
FBtr0073299,FBtr0073299,XLOC_006917
FBtr0073301,FBtr0073301,XLOC_006918
FBtr0346558,FBtr0346558,XLOC_008541
FBtr0073302,FBtr0073302,XLOC_006919
FBtr0290123,FBtr0290123,XLOC_006919
FBtr0333964,FBtr0333964,XLOC_006919
FBtr0073334,FBtr0073334,XLOC_008542
FBtr0073333,FBtr0073333,XLOC_008543
FBtr0290225,FBtr0290225,XLOC_008544
FBtr0331409,FBtr0331409,XLOC_008544
FBtr0346535,FBtr0346535,XLOC_008544
FBtr0290214,FBtr0290214,XLOC_008545
FBtr0303006,FBtr0303006,XLOC_008546
FBtr0303003,FBtr0303003,XLOC_006920
FBtr0303004,FBtr0303004,XLOC_006921
FBtr0303005,FBtr0303005,XLOC_006922
FBtr0073306,FBtr0073306,XLOC_006923
FBtr0331399,FBtr0331399,XLOC_006924
FBtr0331400,FBtr0331400,XLOC_008547
FBtr0347506,FBtr0347506,XLOC_008548
FBtr0342851,FBtr0342851,XLOC_008548
FBtr0073328,FBtr0073328,XLOC_008549
FBtr0333588,FBtr0333588,XLOC_008550
FBtr0301519,FBtr0301519,XLOC_008551
FBtr0301608,FBtr0301608,XLOC_008551
FBtr0333586,FBtr0333586,XLOC_008551
FBtr0333587,FBtr0333587,XLOC_008551
FBtr0301517,FBtr0301517,XLOC_008551
FBtr0301518,FBtr0301518,XLOC_008551
FBtr0301520,FBtr0301520,XLOC_008551
FBtr0073323,FBtr0073323,XLOC_008552
FBtr0073308,FBtr0073308,XLOC_006925
FBtr0073309,FBtr0073309,XLOC_006925
FBtr0073322,FBtr0073322,XLOC_008553
FBtr0304987,FBtr0304987,XLOC_006926
FBtr0073310,FBtr0073310,XLOC_006926
